Absolutdruck 1 vs Winkelposition, Messreihe #1
Winkelposition ( rad )	Absolutdruck 1 ( kPa )
-0,033	98,22
-0,055	97,26
-0,077	96,35
-0,096	95,66
-0,113	94,85
-0,129	94,09
-0,143	93,52
-0,156	92,92
-0,167	92,36
-0,176	91,97
-0,182	91,51
-0,185	91,18
-0,187	90,80
-0,187	90,47
-0,187	90,28
-0,185	90,13
-0,182	89,99
-0,176	89,91
-0,167	89,83
-0,156	89,84
-0,141	89,94
-0,126	90,04
-0,110	90,20
-0,091	90,42
-0,071	90,73
-0,049	90,98
-0,025	91,43
0,002	91,84
0,028	92,28
0,057	92,82
0,088	93,33
0,119	93,82
0,154	94,51
0,190	95,06
0,228	95,82
0,265	96,66
0,303	97,34
0,342	98,28
0,382	99,27
0,424	100,09
0,467	101,26
0,512	102,41
0,556	103,48
0,602	104,87
0,646	105,97
0,691	107,47
0,737	109,06
0,782	110,46
0,828	112,21
0,875	114,00
0,920	115,51
0,966	117,43
1,012	119,55
1,057	121,28
1,101	123,45
1,145	125,85
1,188	127,80
1,228	130,37
1,269	132,55
1,310	135,32
1,351	138,14
1,390	140,46
1,428	143,49
1,462	146,44
1,497	148,88
1,528	151,93
1,561	155,15
1,591	157,56
1,619	160,55
1,646	163,71
1,670	166,06
1,693	169,01
1,714	171,88
1,734	174,21
1,753	176,97
1,769	179,42
1,781	181,35
1,792	183,65
1,802	185,37
1,808	187,17
1,814	188,86
1,819	189,97
1,821	191,13
1,821	191,73
1,821	192,44
1,817	192,85
1,811	193,09
1,802	192,94
1,791	192,70
1,777	192,11
1,762	191,63
1,747	190,70
1,729	189,56
1,711	188,51
1,689	187,05
1,663	185,75
1,637	184,11
1,607	182,09
1,579	180,66
1,549	178,53
1,517	176,37
1,484	174,66
1,450	172,46
1,412	169,97
1,374	168,12
1,335	165,76
1,294	163,25
1,253	161,35
1,213	158,91
1,170	156,56
1,128	154,49
1,082	151,68
1,038	148,99
0,993	146,83
0,949	143,97
0,903	141,89
0,856	139,12
0,811	136,40
0,763	134,27
0,718	131,45
0,672	129,03
0,628	127,17
0,583	124,74
0,537	122,54
0,493	120,68
0,449	118,61
0,407	116,42
0,368	114,89
0,327	112,90
0,287	111,39
0,248	109,66
0,210	107,94
0,174	106,55
0,141	105,10
0,110	103,68
0,079	102,59
0,049	101,33
0,019	100,12
-0,009	99,19
-0,035	98,07
-0,057	97,33
-0,077	96,38
-0,096	95,45
-0,113	94,87
-0,129	94,15
-0,145	93,40
-0,157	92,91
-0,168	92,39
-0,176	91,89
-0,182	91,46
-0,185	91,04
-0,187	90,72
-0,187	90,50
-0,187	90,29
-0,185	90,12
-0,181	89,95
-0,174	89,90
-0,167	89,89
-0,156	89,89
-0,141	89,98
-0,127	90,10
-0,110	90,28
-0,090	90,51
-0,069	90,77
-0,046	91,13
-0,022	91,43
0,002	91,83
0,030	92,33
0,058	92,77
0,090	93,33
0,121	93,92
0,156	94,44
0,192	95,15
0,228	95,90
0,265	96,56
0,303	97,47
0,342	98,21
0,383	99,20
0,426	100,22
0,470	101,14
0,514	102,38
0,558	103,63
0,602	104,71
0,647	106,15
0,694	107,64
0,740	108,95
0,785	110,67
0,831	112,02
0,877	113,89
0,922	115,81
0,968	117,41
1,013	119,45
1,059	121,57
1,103	123,36
1,147	125,71
1,189	128,03
1,230	130,05
1,271	132,85
1,312	135,03
1,352	137,89
1,392	140,89
1,429	143,18
1,464	146,28
1,497	149,47
1,530	151,91
1,561	154,95
1,593	158,09
1,621	160,59
1,649	163,73
1,674	166,77
1,695	169,03
1,715	171,97
1,734	174,74
1,753	176,94
1,769	179,42
1,783	181,90
1,795	183,43
1,803	185,48
1,810	187,50
1,814	188,78
1,817	190,22
1,821	191,08
1,821	192,03
1,821	192,65
1,816	193,13
1,810	193,22
1,800	193,08
1,789	192,80
1,777	192,16
1,762	191,37
1,747	190,73
1,729	189,50
1,709	188,12
1,687	187,02
1,662	185,48
1,635	183,79
1,607	182,37
1,579	180,39
1,547	178,70
1,516	176,68
1,483	174,66
1,448	172,84
1,411	170,54
1,373	167,94
1,334	166,26
1,293	163,78
1,252	161,27
1,211	159,20
1,169	156,61
1,125	153,86
1,081	151,92
1,037	149,68
0,991	146,26
0,946	144,21
0,900	141,47
0,855	138,53
0,809	136,56
0,763	133,88
0,718	131,68
0,672	129,01
0,627	126,70
0,581	124,67
0,536	122,48
0,492	120,27
0,449	118,46
0,407	116,44
0,366	114,43
0,325	112,82
0,286	110,97
0,247	109,53
0,209	107,86
0,174	106,27
0,140	105,12
0,107	103,54
0,077	102,14
0,047	101,16
0,017	99,88
-0,009	98,71
-0,035	97,85
-0,058	96,85
-0,079	96,05
-0,096	95,22
-0,113	94,46
-0,129	93,81
-0,145	93,10
-0,157	92,51
-0,168	92,04
-0,176	91,49
-0,182	91,13
-0,185	90,79
-0,187	90,41
-0,187	90,22
-0,187	90,02
-0,185	89,93
-0,181	89,84
-0,174	89,78
-0,165	89,71
-0,154	89,71
-0,140	89,78
-0,126	89,92
-0,108	90,04
-0,090	90,23
-0,071	90,52
-0,047	90,79
-0,022	91,24
0,003	91,55
0,031	92,06
0,061	92,58
0,091	93,07
0,123	93,71
0,157	94,30
0,193	94,87
0,229	95,68
0,267	96,50
0,305	97,21
0,344	98,15
0,385	98,97
0,427	100,06
0,470	101,18
0,515	102,12
0,559	103,41
0,603	104,76
0,649	105,98
0,694	107,47
0,740	109,08
0,785	110,44
0,833	112,17
0,878	113,66
0,924	115,51
0,969	117,54
1,015	119,16
1,060	121,33
1,104	123,49
1,148	125,44
1,191	127,88
1,232	130,48
1,272	132,57
1,313	135,36
1,354	138,19
1,393	140,44
1,429	143,51
1,464	145,97
1,499	149,12
1,532	152,23
1,563	154,65
1,593	157,81
1,621	160,91
1,648	163,40
1,671	166,44
1,695	169,08
1,717	171,41
1,736	174,31
1,755	177,03
1,769	179,12
1,783	181,35
1,794	183,57
1,802	185,25
1,810	187,29
1,816	188,84
1,819	189,92
1,822	191,06
1,822	191,71
1,821	192,37
1,816	192,96
1,810	192,89
1,802	192,89
1,791	192,34
1,777	192,02
1,762	191,28
1,747	190,31
1,728	189,35
1,707	188,14
1,685	186,80
1,660	185,45
1,634	183,85
1,605	182,30
1,576	180,32
1,546	178,19
1,514	176,54
1,481	174,42
1,447	172,13
1,411	170,13
1,371	167,82
1,332	165,56
1,291	163,56
1,250	161,34
1,210	158,86
1,167	156,71
1,123	153,93
1,079	151,12
1,035	149,05
0,990	146,27
0,946	143,45
0,898	141,35
0,853	138,63
0,806	136,47
0,760	133,81
0,716	131,27
0,671	129,36
0,625	126,71
0,580	124,37
0,534	122,43
0,490	120,21
0,446	118,11
0,405	116,54
0,363	114,49
0,324	112,94
0,284	110,99
0,245	109,39
0,207	108,03
0,173	106,38
0,138	104,77
0,107	103,66
0,075	102,24
0,046	100,95
0,016	100,00
-0,011	98,83
-0,036	97,94
-0,058	96,99
-0,079	96,03
-0,097	95,36
-0,115	94,62
-0,130	93,85
-0,146	93,24
-0,157	92,70
-0,168	92,04
-0,176	91,68
-0,181	91,23
-0,185	90,84
-0,187	90,47
-0,188	90,20
-0,188	90,02
-0,185	89,88
-0,181	89,72
-0,174	89,64
-0,165	89,66
-0,154	89,71
-0,140	89,76
-0,126	89,90
-0,107	90,04
-0,088	90,22
-0,066	90,53
-0,046	90,82
-0,022	91,22
0,003	91,69
0,030	92,08
0,060	92,60
0,093	93,24
0,126	93,72
0,160	94,41
0,195	95,10
0,231	95,79
0,269	96,54
0,306	97,29
0,346	98,20
0,388	99,17
0,430	100,02
0,473	101,17
0,517	102,33
0,561	103,33
0,605	104,72
0,650	106,17
0,696	107,46
0,743	109,11
0,789	110,46
0,834	112,21
0,880	114,10
0,925	115,60
0,971	117,57
1,016	119,65
1,060	121,32
1,106	123,57
1,148	125,95
1,192	127,94
1,233	130,52
1,274	132,46
1,316	134,97
1,356	138,29
1,395	140,54
1,431	143,32
1,466	146,78
1,500	149,29
1,532	152,34
1,563	155,57
1,594	158,07
1,624	161,05
1,651	164,15
1,674	166,55
1,695	169,38
1,715	172,32
1,736	174,58
1,755	177,11
1,770	179,63
1,784	181,61
1,795	183,76
1,802	185,50
1,810	187,27
1,814	188,82
1,817	189,97
1,821	191,16
1,821	192,07
1,821	192,58
1,816	193,00
1,810	193,08
1,800	193,02
1,789	192,62
1,775	192,10
1,762	191,33
1,747	190,49
1,728	189,22
1,707	188,30
1,684	186,77
1,659	185,48
1,632	183,88
1,604	181,97
1,576	180,46
1,546	178,41
1,514	176,28
1,480	174,75
1,445	172,37
1,407	170,17
1,368	168,19
1,329	165,96
1,290	163,48
1,249	161,55
1,206	159,24
1,166	156,26
1,122	153,95
1,078	151,22
1,032	148,63
0,986	146,27
0,941	143,60
0,897	141,48
0,851	138,53
0,804	135,92
0,759	134,01
0,713	131,45
0,668	128,79
0,622	126,97
0,576	124,62
0,533	122,22
0,487	120,37
0,445	118,32
0,402	116,07
0,361	114,45
0,322	112,66
0,283	111,09
0,243	109,32
0,206	107,57
0,170	106,30
0,137	104,79
0,105	103,35
0,074	102,25
0,044	101,00
0,014	99,70
-0,013	98,88
-0,038	97,74
-0,060	97,08
-0,079	96,11
-0,097	95,25
-0,115	94,59
-0,132	93,88
-0,146	93,21
-0,159	92,73
-0,168	92,22
-0,176	91,72
-0,182	91,34
-0,185	90,99
-0,187	90,69
-0,188	90,44
-0,187	90,25
-0,185	90,10
-0,181	89,99
-0,174	89,92
-0,165	89,88
-0,152	89,94
-0,138	90,03
-0,123	90,09
-0,107	90,22
-0,088	90,44
-0,068	90,72
-0,044	90,99
-0,019	91,29
0,006	91,70
0,035	92,14
0,063	92,59
0,093	93,16
0,126	93,80
0,160	94,36
0,198	95,07
0,234	95,89
0,272	96,55
0,309	97,49
0,349	98,26
0,390	99,29
0,432	100,36
0,476	101,29
0,520	102,45
0,564	103,72
0,608	104,80
0,653	106,22
0,699	107,73
0,746	108,99
0,792	110,73
0,837	112,19
0,883	114,04
0,928	115,94
0,972	117,50
1,018	119,61
1,063	121,78
1,109	123,57
1,153	125,89
1,195	128,38
1,236	130,41
1,277	133,09
1,316	135,24
1,357	138,19
1,396	141,17
1,434	143,56
1,469	146,68
1,503	149,79
1,535	152,11
1,566	155,10
1,596	158,32
1,624	160,82
1,651	163,92
1,676	166,97
1,698	169,11
1,718	172,13
1,737	175,11
1,755	177,18
1,770	179,56
1,784	181,90
1,795	183,66
1,803	185,79
1,810	187,62
1,814	188,72
1,819	190,14
1,821	191,01
1,821	192,05
1,819	192,55
1,816	192,79
1,810	193,05
1,800	192,98
1,789	192,81
1,775	192,23
1,761	191,47
1,744	190,67
1,726	189,37
1,704	188,06
1,682	186,93
1,657	185,22
1,630	183,43
1,602	181,94
1,574	180,00
1,543	178,36
1,511	176,17
1,478	173,99
1,444	172,30
1,406	169,86
1,367	167,42
1,326	165,70
1,286	163,39
1,246	160,93
1,205	158,84
1,162	156,47
1,118	154,60
1,074	151,43
1,030	148,69
0,985	146,06
0,939	143,81
0,894	140,88
0,848	138,30
0,801	136,08
0,756	133,33
0,710	131,23
0,664	128,87
0,619	126,59
0,575	124,51
0,529	122,30
0,485	119,95
0,443	118,30
0,401	116,32
0,360	114,24
0,319	112,81
0,280	110,84
0,242	109,48
0,204	107,76
0,168	106,11
0,135	104,89
0,102	103,50
0,072	102,22
0,042	101,11
0,013	99,92
-0,014	98,70
-0,038	97,90
-0,060	96,97
-0,080	96,15
-0,099	95,30
-0,116	94,44
-0,132	93,89
-0,146	93,16
-0,159	92,58
-0,170	92,10
-0,178	91,62
-0,182	91,20
-0,185	90,91
-0,187	90,62
-0,188	90,37
-0,187	90,19
-0,184	90,06
-0,179	89,96
-0,173	89,91
-0,165	89,88
-0,152	89,89
-0,140	89,95
-0,124	90,07
-0,105	90,23
-0,086	90,42
-0,064	90,70
-0,042	90,99
-0,019	91,37
0,008	91,69
0,035	92,20
0,064	92,76
0,096	93,24
0,129	93,90
0,163	94,56
0,199	95,14
0,236	95,94
0,273	96,78
0,311	97,49
0,350	98,35
0,393	99,23
0,435	100,23
0,478	101,39
0,522	102,32
0,567	103,62
0,611	105,00
0,657	106,20
0,702	107,74
0,748	109,35
0,795	110,71
0,840	112,46
0,886	114,02
0,931	115,94
0,977	117,95
1,023	119,61
1,067	121,78
1,111	124,03
1,155	125,90
1,197	128,33
1,239	130,99
1,280	133,20
1,319	135,96
1,360	138,20
1,400	141,12
1,436	144,13
1,470	146,32
1,505	149,68
1,536	152,78
1,568	155,22
1,598	158,45
1,627	161,52
1,654	163,94
1,678	166,91
1,700	169,89
1,720	172,29
1,739	175,01
1,756	177,62
1,772	179,56
1,786	181,97
1,797	184,07
1,805	185,77
1,811	187,48
1,814	189,00
1,819	190,20
1,821	191,26
1,821	191,88
1,821	192,58
1,816	192,81
1,810	192,94
1,800	192,88
1,788	192,56
1,775	192,04
1,759	191,26
1,744	190,35
1,725	189,39
1,704	188,05
1,681	186,50
1,656	185,25
1,629	183,44
1,601	181,93
1,572	179,94
1,543	177,90
1,510	176,10
1,475	174,24
1,440	171,87
1,403	170,04
1,363	167,75
1,324	165,47
1,285	163,52
1,243	161,16
1,202	159,16
1,159	156,15
1,115	153,54
1,071	150,86
1,027	148,84
0,982	145,74
0,936	143,06
0,891	140,96
0,845	138,08
0,798	135,80
0,752	133,48
0,708	130,87
0,663	128,95
0,616	126,40
0,570	124,08
0,526	122,16
0,482	119,91
0,440	117,79
0,397	116,07
0,357	114,11
0,316	112,60
0,276	110,82
0,237	109,02
0,201	107,64
0,167	106,01
0,132	104,53
0,101	103,50
0,069	102,10
0,039	100,79
0,011	99,77
-0,016	98,67
-0,041	97,82
-0,063	96,87
-0,082	95,92
-0,101	95,28
-0,116	94,42
-0,134	93,72
-0,148	93,27
-0,160	92,71
-0,170	92,17
-0,178	91,79
-0,182	91,34
-0,185	90,99
-0,187	90,66
-0,188	90,38
-0,187	90,21
-0,184	90,04
-0,179	89,89
-0,173	89,86
-0,163	89,84
-0,152	89,89
-0,138	89,91
-0,123	90,03
-0,104	90,23
-0,085	90,44
-0,064	90,74
-0,041	91,05
-0,017	91,45
0,009	91,88
0,038	92,30
0,068	92,87
0,097	93,48
0,130	93,96
0,165	94,66
0,201	95,40
0,239	96,04
0,276	96,90
0,314	97,61
0,353	98,56
0,394	99,56
0,437	100,41
0,481	101,60
0,526	102,78
0,570	103,84
0,614	105,20
0,660	106,65
0,705	107,93
0,752	109,54
0,798	110,89
0,844	112,63
0,889	114,53
0,935	116,00
0,979	118,00
1,024	120,08
1,070	121,91
1,115	124,19
1,159	126,56
1,200	128,48
1,241	131,12
1,282	133,26
1,323	136,08
1,363	138,95
1,403	141,27
1,439	144,34
1,473	147,34
1,506	149,84
1,539	152,89
1,569	155,92
1,601	158,50
1,627	161,64
1,654	164,64
1,678	167,06
1,701	169,87
1,722	172,84
1,740	175,13
1,758	177,75
1,773	180,23
1,784	182,10
1,795	184,23
1,803	185,81
1,811	187,66
1,816	189,13
1,821	190,30
1,821	191,38
1,821	192,14
1,819	192,64
1,814	193,00
1,808	193,23
1,800	193,11
1,788	192,76
1,775	192,18
1,759	191,59
1,742	190,54
1,723	189,50
1,703	188,16
1,679	186,61
1,654	185,32
1,627	183,46
1,599	181,56
1,569	180,02
1,539	177,90
1,506	175,78
1,473	174,16
1,437	171,96
1,400	169,75
1,362	167,91
1,323	165,56
1,282	163,04
1,241	161,08
1,199	158,49
1,156	155,83
1,112	153,58
1,068	150,85
1,024	148,67
0,980	145,90
0,935	143,35
0,889	141,06
0,842	138,27
0,795	135,59
0,749	133,61
0,704	130,99
0,658	128,53
0,614	126,53
0,569	124,09
0,525	121,80
0,479	120,07
0,437	117,91
0,394	116,32
0,353	114,26
0,314	112,25
0,275	110,78
0,236	109,11
0,199	107,43
0,163	106,08
0,130	104,56
0,099	103,17
0,068	102,21
0,038	100,89
0,009	99,97
-0,017	98,78
-0,041	97,71
-0,063	97,00
-0,082	96,14
-0,101	95,29
-0,119	94,70
-0,135	93,92
-0,149	93,26
-0,160	92,75
-0,170	92,19
-0,178	91,71
-0,182	91,38
-0,187	91,04
-0,188	90,76
-0,188	90,50
-0,187	90,26
-0,184	90,11
-0,179	90,00
-0,171	89,91
-0,163	89,89
-0,152	89,88
-0,138	89,95
-0,121	90,04
-0,104	90,19
-0,083	90,35
-0,061	90,66
-0,039	90,97
-0,014	91,35
0,011	91,80
0,039	92,31
0,068	92,80
0,099	93,40
0,134	94,04
0,168	94,60
0,204	95,33
0,240	95,95
0,278	96,80
0,317	97,68
0,357	98,46
0,397	99,40
0,440	100,51
0,482	101,41
0,528	102,61
0,572	103,89
0,617	105,04
0,663	106,54
0,708	107,75
0,754	109,34
0,800	111,14
0,845	112,53
0,891	114,38
0,936	116,31
0,982	117,99
1,029	120,05
1,073	122,25
1,117	123,98
1,161	126,37
1,202	128,28
1,244	130,85
1,285	133,51
1,326	135,72
1,367	138,69
1,406	141,62
1,442	144,21
1,475	147,22
1,508	150,38
1,539	152,78
1,571	155,81
1,602	158,97
1,630	161,47
1,657	164,27
1,681	167,42
1,701	169,86
1,722	172,70
1,740	175,60
1,758	177,68
1,773	180,05
1,788	181,90
1,799	184,30
1,806	186,26
1,811	187,66
1,814	189,15
1,817	190,45
1,819	191,19
1,821	192,17
1,819	192,53
1,814	192,94
1,808	193,05
1,799	192,96
1,786	192,53
1,773	192,06
1,758	191,23
1,740	190,27
1,722	189,12
1,701	188,00
1,678	186,57
1,651	184,80
1,626	183,46
1,598	181,53
1,568	179,57
1,538	177,94
1,505	175,77
1,470	173,66
1,436	171,87
1,398	169,57
1,359	167,26
1,319	165,53
1,279	162,98
1,238	160,44
1,195	158,50
1,153	156,41
1,111	152,89
1,065	150,79
1,021	148,06
0,975	146,03
0,930	143,21
0,884	140,34
0,839	138,11
0,793	135,43
0,748	132,54
0,702	130,72
0,657	128,27
0,611	125,75
0,565	123,92
0,520	121,73
0,476	119,55
0,434	117,78
0,393	115,91
0,352	114,23
0,311	112,32
0,272	110,45
0,232	109,09
0,196	107,39
0,160	105,94
0,127	104,71
0,096	103,13
0,066	101,81
0,036	100,84
0,008	99,73
-0,019	98,85
-0,042	97,77
-0,064	96,77
-0,085	95,99
-0,104	95,20
-0,119	94,43
-0,135	93,90
-0,149	93,16
-0,162	92,54
-0,171	92,15
-0,179	91,73
-0,184	91,41
-0,185	91,03
-0,187	90,73
-0,187	90,54
-0,187	90,37
-0,184	90,25
-0,179	90,17
-0,171	90,10
-0,162	90,10
-0,151	90,12
-0,135	90,24
-0,119	90,35
-0,102	90,45
-0,082	90,66
-0,061	90,86
-0,038	91,20
-0,013	91,58
0,014	91,91
0,042	92,36
0,071	92,89
0,102	93,31
0,135	93,96
0,170	94,67
0,206	95,25
0,243	96,09
0,281	96,79
0,320	97,72
0,360	98,67
0,401	99,51
0,443	100,56
0,487	101,74
0,531	102,71
0,576	103,97
0,620	105,35
0,666	106,55
0,712	108,11
0,757	109,40
0,804	111,11
0,850	112,90
0,895	114,40
0,941	116,37
0,985	118,39
1,030	120,10
1,076	122,23
1,122	124,52
1,164	126,40
1,206	128,89
1,247	131,01
1,288	133,70
1,329	136,56
1,368	138,88
1,407	141,76
1,444	144,70
1,478	147,07
1,511	150,40
1,544	153,57
1,576	156,04
1,604	159,08
1,632	162,12
1,657	164,72
1,681	167,75
1,704	170,52
1,725	172,87
1,744	175,67
1,761	177,67
1,775	180,31
1,788	182,49
1,797	184,25
1,805	186,16
1,811	187,98
1,817	189,27
1,821	190,51
1,821	191,39
1,821	192,18
1,819	192,74
1,814	193,04
1,808	193,17
1,799	193,02
1,786	192,50
1,772	191,96
1,756	191,33
1,739	190,36
1,720	189,23
1,700	187,72
1,676	186,48
1,651	184,83
1,624	183,04
1,594	181,56
1,565	179,56
1,535	177,51
1,502	175,75
1,469	173,69
1,433	171,49
1,395	169,69
1,356	167,29
1,316	164,84
1,275	162,95
1,235	160,35
1,192	157,88
1,150	155,71
1,106	153,00
1,062	150,20
1,018	148,08
0,972	145,33
0,927	143,19
0,881	140,50
0,834	137,72
0,789	135,69
0,743	133,01
0,697	130,42
0,652	128,35
0,608	126,02
0,562	123,65
0,517	121,81
0,473	119,58
0,430	117,87
0,388	115,79
0,349	113,72
0,308	112,26
0,269	110,44
0,231	108,77
0,193	107,51
0,159	105,81
0,126	104,39
0,094	103,25
0,063	101,89
0,035	100,87
0,006	99,73
-0,020	98,58
-0,046	97,70
-0,066	96,69
-0,086	95,83
-0,104	95,18
-0,121	94,36
-0,137	93,67
-0,151	93,10
-0,162	92,61
-0,171	92,05
-0,179	91,67
-0,184	91,27
-0,187	90,92
-0,188	90,60
-0,188	90,31
-0,187	90,19
-0,184	90,06
-0,178	89,90
-0,171	89,89
-0,162	89,90
-0,149	89,93
-0,137	89,97
-0,119	90,13
-0,101	90,29
-0,079	90,52
-0,058	90,81
-0,035	91,07
-0,011	91,41
0,014	91,89
0,042	92,31
0,072	92,87
0,105	93,45
0,138	93,99
0,174	94,66
0,209	95,47
0,245	96,12
0,284	96,96
0,322	97,71
0,363	98,68
0,404	99,68
0,448	100,55
0,490	101,72
0,534	102,89
0,578	103,93
0,624	105,32
0,669	106,81
0,715	108,09
0,762	109,70
0,807	111,09
0,853	112,86
0,897	114,76
0,944	116,36
0,990	118,30
1,035	120,44
1,079	122,23
1,125	124,50
1,167	126,46
1,210	128,94
1,250	131,49
1,291	133,73
1,332	136,51
1,371	139,47
1,411	141,81
1,447	144,77
1,481	147,88
1,513	150,34
1,544	153,43
1,576	156,61
1,607	159,08
1,635	162,16
1,662	165,28
1,684	167,68
1,704	170,46
1,725	173,31
1,744	175,55
1,761	178,17
1,777	180,15
1,789	182,49
1,799	184,51
1,806	186,03
1,811	187,93
1,816	189,41
1,819	190,48
1,821	191,52
1,821	192,29
1,819	192,60
1,814	192,92
1,806	193,12
1,795	192,95
1,784	192,49
1,770	192,03
1,756	191,28
