Winkelposition, Messreihe #1
Zeit ( s )	Winkelposition ( rad )
0,0000	-1,019
0,1000	-0,036
0,2000	0,925
0,3000	-0,710
0,4000	-0,393
0,5000	0,941
0,6000	-0,452
0,7000	-0,686
0,8000	0,878
0,9000	-0,071
1,0000	-0,925
1,1000	0,727
1,2000	0,287
1,3000	-1,048
1,4000	0,500
1,5000	0,598
1,6000	-1,046
1,7000	0,199
1,8000	0,815
1,9000	-0,920
2,0000	-0,129
2,1000	0,927
2,2000	-0,677
2,3000	-0,465
2,4000	0,931
2,5000	-0,347
2,6000	-0,759
2,7000	0,845
2,8000	0,024
2,9000	-0,969
3,0000	0,674
3,1000	0,377
3,2000	-1,059
3,3000	0,424
3,4000	0,669
3,5000	-1,024
3,6000	0,115
3,7000	0,858
3,8000	-0,864
3,9000	-0,223
4,0000	0,939
4,1000	-0,591
4,2000	-0,554
4,3000	0,916
4,4000	-0,242
4,5000	-0,828
4,6000	0,806
4,7000	0,130
4,8000	-1,007
4,9000	0,608
5,0000	0,476
5,1000	-1,060
5,2000	0,339
5,3000	0,737
5,4000	-0,991
5,5000	0,016
5,6000	0,894
5,7000	-0,793
5,8000	-0,325
5,9000	0,941
6,0000	-0,489
6,1000	-0,644
6,2000	0,891
6,3000	-0,130
6,4000	-0,894
6,5000	0,752
6,6000	0,245
6,7000	-1,038
6,8000	0,533
6,9000	0,569
7,0000	-1,052
7,1000	0,243
7,2000	0,798
7,3000	-0,942
7,4000	-0,088
7,5000	0,920
7,6000	-0,707
7,7000	-0,427
7,8000	0,935
7,9000	-0,379
8,0000	-0,734
8,1000	0,855
8,2000	-0,003
8,3000	-0,955
8,4000	0,688
8,5000	0,363
8,6000	-1,057
8,7000	0,445
8,8000	0,657
8,9000	-1,029
9,0000	0,132
9,1000	0,853
9,2000	-0,872
9,3000	-0,207
9,4000	0,939
9,5000	-0,598
9,6000	-0,543
9,7000	0,917
9,8000	-0,247
9,9000	-0,822
10,0000	0,809
10,1000	0,127
10,2000	-1,004
10,3000	0,613
10,4000	0,474
10,5000	-1,060
10,6000	0,342
10,7000	0,737
10,8000	-0,990
10,9000	0,017
11,0000	0,894
11,1000	-0,790
11,2000	-0,325
11,3000	0,941
11,4000	-0,487
11,5000	-0,646
11,6000	0,891
11,7000	-0,119
11,8000	-0,897
11,9000	0,751
12,0000	0,254
12,1000	-1,038
12,2000	0,531
12,3000	0,570
12,4000	-1,052
12,5000	0,240
12,6000	0,801
12,7000	-0,938
12,8000	-0,096
12,9000	0,922
13,0000	-0,699
13,1000	-0,437
13,2000	0,935
13,3000	-0,369
13,4000	-0,738
13,5000	0,855
13,6000	0,005
13,7000	-0,957
13,8000	0,688
13,9000	0,366
14,0000	-1,057
14,1000	0,438
14,2000	0,663
14,3000	-1,026
14,4000	0,121
14,5000	0,859
14,6000	-0,864
14,7000	-0,223
14,8000	0,939
14,9000	-0,586
15,0000	-0,554
15,1000	0,916
15,2000	-0,232
15,3000	-0,833
15,4000	0,801
15,5000	0,145
15,6000	-1,008
15,7000	0,602
15,8000	0,487
15,9000	-1,060
16,0000	0,327
16,1000	0,746
16,2000	-0,983
16,3000	0,000
16,4000	0,902
16,5000	-0,776
16,6000	-0,342
16,7000	0,939
16,8000	-0,470
16,9000	-0,663
17,0000	0,886
17,1000	-0,104
17,2000	-0,906
17,3000	0,741
17,4000	0,270
17,5000	-1,043
17,6000	0,514
17,7000	0,589
17,8000	-1,049
17,9000	0,220
18,0000	0,814
18,1000	-0,928
18,2000	-0,110
18,3000	0,927
18,4000	-0,686
18,5000	-0,451
18,6000	0,933
18,7000	-0,353
18,8000	-0,749
18,9000	0,848
19,0000	0,020
19,1000	-0,964
19,2000	0,675
19,3000	0,385
19,4000	-1,059
19,5000	0,424
19,6000	0,677
19,7000	-1,021
19,8000	0,110
19,9000	0,864
20,0000	-0,855
20,1000	-0,234
20,2000	0,939
20,3000	-0,572
20,4000	-0,565
20,5000	0,913
20,6000	-0,215
20,7000	-0,842
20,8000	0,793
20,9000	0,168
21,0000	-1,015
21,1000	0,587
21,2000	0,504
21,3000	-1,060
21,4000	0,313
21,5000	0,762
21,6000	-0,974
21,7000	-0,020
21,8000	0,906
21,9000	-0,756
22,0000	-0,368
22,1000	0,939
22,2000	-0,435
22,3000	-0,688
22,4000	0,875
22,5000	-0,061
22,6000	-0,925
22,7000	0,723
22,8000	0,311
22,9000	-1,051
23,0000	0,485
23,1000	0,624
23,2000	-1,040
23,3000	0,181
23,4000	0,834
23,5000	-0,898
23,6000	-0,165
23,7000	0,935
23,8000	-0,633
23,9000	-0,507
24,0000	0,925
24,1000	-0,284
24,2000	-0,800
24,3000	0,820
24,4000	0,102
24,5000	-0,996
24,6000	0,628
24,7000	0,460
24,8000	-1,060
24,9000	0,358
25,0000	0,730
25,1000	-0,993
25,2000	0,025
25,3000	0,897
25,4000	-0,789
25,5000	-0,328
25,6000	0,941
25,7000	-0,479
25,8000	-0,655
25,9000	0,886
26,0000	-0,101
26,1000	-0,908
26,2000	0,738
26,3000	0,281
26,4000	-1,045
26,5000	0,507
26,6000	0,598
26,7000	-1,045
26,8000	0,204
26,9000	0,825
27,0000	-0,913
27,1000	-0,141
27,2000	0,931
27,3000	-0,658
27,4000	-0,485
27,5000	0,928
27,6000	-0,311
27,7000	-0,782
27,8000	0,829
27,9000	0,075
28,0000	-0,985
28,1000	0,644
28,2000	0,434
28,3000	-1,060
28,4000	0,379
28,5000	0,713
28,6000	-1,002
28,7000	0,053
28,8000	0,886
28,9000	-0,814
29,0000	-0,297
29,1000	0,941
29,2000	-0,511
29,3000	-0,627
29,4000	0,895
29,5000	-0,137
29,6000	-0,888
29,7000	0,756
29,8000	0,243
29,9000	-1,037
30,0000	0,533
30,1000	0,570
30,2000	-1,051
30,3000	0,240
30,4000	0,806
30,5000	-0,935
30,6000	-0,101
30,7000	0,925
30,8000	-0,693
30,9000	-0,443
31,0000	0,933
31,1000	-0,360
31,2000	-0,748
31,3000	0,848
31,4000	0,024
31,5000	-0,963
31,6000	0,674
31,7000	0,388
31,8000	-1,060
31,9000	0,419
32,0000	0,682
32,1000	-1,018
32,2000	0,101
32,3000	0,870
32,4000	-0,847
32,5000	-0,248
32,6000	0,939
32,7000	-0,558
32,8000	-0,581
32,9000	0,908
33,0000	-0,195
33,1000	-0,853
33,2000	0,784
33,3000	0,185
33,4000	-1,021
33,5000	0,575
33,6000	0,523
33,7000	-1,057
33,8000	0,289
33,9000	0,778
34,0000	-0,961
34,1000	-0,044
34,2000	0,914
34,3000	-0,734
34,4000	-0,393
34,5000	0,938
34,6000	-0,408
34,7000	-0,708
34,8000	0,866
34,9000	-0,028
35,0000	-0,939
35,1000	0,705
35,2000	0,342
35,3000	-1,056
35,4000	0,460
35,5000	0,649
35,6000	-1,032
35,7000	0,148
35,8000	0,850
35,9000	-0,877
36,0000	-0,199
36,1000	0,938
36,2000	-0,598
36,3000	-0,540
36,4000	0,917
36,5000	-0,240
36,6000	-0,826
36,7000	0,803
36,8000	0,145
36,9000	-1,008
37,0000	0,602
37,1000	0,493
37,2000	-1,060
37,3000	0,322
37,4000	0,757
37,5000	-0,977
37,6000	-0,009
37,7000	0,906
37,8000	-0,760
37,9000	-0,363
38,0000	0,939
38,1000	-0,440
38,2000	-0,686
38,3000	0,875
38,4000	-0,058
38,5000	-0,927
38,6000	0,718
38,7000	0,317
38,8000	-1,051
38,9000	0,478
39,0000	0,630
39,1000	-1,038
39,2000	0,170
39,3000	0,842
39,4000	-0,891
39,5000	-0,179
39,6000	0,936
39,7000	-0,619
39,8000	-0,523
39,9000	0,920
40,0000	-0,262
40,1000	-0,815
40,2000	0,809
40,3000	0,126
40,4000	-1,002
40,5000	0,609
40,6000	0,481
40,7000	-1,060
40,8000	0,333
40,9000	0,749
41,0000	-0,982
41,1000	-0,002
41,2000	0,903
41,3000	-0,768
41,4000	-0,355
41,5000	0,939
41,6000	-0,446
41,7000	-0,682
41,8000	0,877
41,9000	-0,068
42,0000	-0,922
42,1000	0,719
42,2000	0,311
42,3000	-1,049
42,4000	0,484
42,5000	0,624
42,6000	-1,040
42,7000	0,174
42,8000	0,837
42,9000	-0,895
43,0000	-0,171
43,1000	0,935
43,2000	-0,627
43,3000	-0,517
43,4000	0,920
43,5000	-0,272
43,6000	-0,807
43,7000	0,814
43,8000	0,113
43,9000	-0,999
44,0000	0,622
44,1000	0,468
44,2000	-1,060
44,3000	0,349
44,4000	0,737
44,5000	-0,990
44,6000	0,019
44,7000	0,897
44,8000	-0,785
44,9000	-0,335
45,0000	0,939
45,1000	-0,471
45,2000	-0,658
45,3000	0,883
45,4000	-0,096
45,5000	-0,908
45,6000	0,738
45,7000	0,284
45,8000	-1,046
45,9000	0,506
46,0000	0,602
46,1000	-1,045
46,2000	0,203
46,3000	0,825
46,4000	-0,911
46,5000	-0,145
46,6000	0,933
46,7000	-0,652
46,8000	-0,487
46,9000	0,925
47,0000	-0,302
47,1000	-0,787
47,2000	0,825
47,3000	0,088
47,4000	-0,990
47,5000	0,636
47,6000	0,445
47,7000	-1,062
47,8000	0,369
47,9000	0,724
48,0000	-0,997
48,1000	0,038
48,2000	0,891
48,3000	-0,801
48,4000	-0,313
48,5000	0,939
48,6000	-0,492
48,7000	-0,642
48,8000	0,888
48,9000	-0,110
49,0000	-0,900
49,1000	0,746
49,2000	0,267
49,3000	-1,043
49,4000	0,515
49,5000	0,595
49,6000	-1,048
49,7000	0,212
49,8000	0,820
49,9000	-0,919
50,0000	-0,132
50,1000	0,930
50,2000	-0,660
50,3000	-0,478
50,4000	0,927
50,5000	-0,308
50,6000	-0,782
50,7000	0,829
50,8000	0,072
50,9000	-0,986
51,0000	0,641
51,1000	0,440
51,2000	-1,060
51,3000	0,374
51,4000	0,718
51,5000	-1,001
51,6000	0,046
51,7000	0,888
51,8000	-0,806
51,9000	-0,308
52,0000	0,939
52,1000	-0,493
52,2000	-0,644
52,3000	0,889
52,4000	-0,115
52,5000	-0,902
52,6000	0,741
52,7000	0,272
52,8000	-1,045
52,9000	0,511
53,0000	0,595
53,1000	-1,048
53,2000	0,207
53,3000	0,822
53,4000	-0,916
53,5000	-0,140
53,6000	0,931
53,7000	-0,653
53,8000	-0,487
53,9000	0,927
54,0000	-0,303
54,1000	-0,789
54,2000	0,825
54,3000	0,088
54,4000	-0,990
54,5000	0,635
54,6000	0,446
54,7000	-1,060
54,8000	0,368
54,9000	0,724
55,0000	-0,999
55,1000	0,042
55,2000	0,891
55,3000	-0,803
55,4000	-0,309
55,5000	0,941
55,6000	-0,498
55,7000	-0,635
55,8000	0,892
55,9000	-0,127
56,0000	-0,892
56,1000	0,752
56,2000	0,251
56,3000	-1,038
56,4000	0,529
56,5000	0,576
56,6000	-1,052
56,7000	0,239
56,8000	0,807
56,9000	-0,935
57,0000	-0,097
57,1000	0,925
57,2000	-0,690
57,3000	-0,443
57,4000	0,933
57,5000	-0,353
57,6000	-0,748
57,7000	0,847
57,8000	0,027
57,9000	-0,964
58,0000	0,674
58,1000	0,390
58,2000	-1,060
58,3000	0,426
58,4000	0,679
58,5000	-1,021
58,6000	0,118
58,7000	0,864
58,8000	-0,858
58,9000	-0,225
59,0000	0,939
59,1000	-0,576
59,2000	-0,558
59,3000	0,914
59,4000	-0,221
59,5000	-0,834
59,6000	0,796
59,7000	0,160
59,8000	-1,012
59,9000	0,597
60,0000	0,500
60,1000	-1,060
60,2000	0,324
60,3000	0,757
60,4000	-0,979
60,5000	-0,003
60,6000	0,905
60,7000	-0,768
60,8000	-0,349
60,9000	0,939
61,0000	-0,456
61,1000	-0,669
61,2000	0,881
61,3000	-0,082
61,4000	-0,911
61,5000	0,734
61,6000	0,292
61,7000	-1,046
61,8000	0,509
61,9000	0,606
62,0000	-1,046
62,1000	0,212
62,2000	0,825
62,3000	-0,914
62,4000	-0,129
62,5000	0,930
62,6000	-0,664
62,7000	-0,474
62,8000	0,930
62,9000	-0,322
63,0000	-0,770
63,1000	0,834
63,2000	0,064
63,3000	-0,979
63,4000	0,655
63,5000	0,426
63,6000	-1,060
63,7000	0,394
63,8000	0,705
63,9000	-1,007
64,0000	0,071
64,1000	0,883
64,2000	-0,820
64,3000	-0,286
64,4000	0,941
64,5000	-0,517
64,6000	-0,617
64,7000	0,895
64,8000	-0,141
64,9000	-0,884
65,0000	0,760
65,1000	0,242
65,2000	-1,037
65,3000	0,536
65,4000	0,570
65,5000	-1,051
65,6000	0,243
65,7000	0,806
65,8000	-0,933
65,9000	-0,099
66,0000	0,925
66,1000	-0,688
66,2000	-0,449
66,3000	0,931
66,4000	-0,344
66,5000	-0,757
66,6000	0,844
66,7000	0,042
66,8000	-0,971
66,9000	0,663
67,0000	0,405
67,1000	-1,060
67,2000	0,405
67,3000	0,694
67,4000	-1,013
67,5000	0,083
67,6000	0,877
67,7000	-0,833
67,8000	-0,265
67,9000	0,939
68,0000	-0,537
68,1000	-0,600
68,2000	0,900
68,3000	-0,165
68,4000	-0,870
68,5000	0,768
68,6000	0,218
68,7000	-1,032
68,8000	0,550
68,9000	0,553
69,0000	-1,054
69,1000	0,261
69,2000	0,793
69,3000	-0,947
69,4000	-0,075
69,5000	0,919
69,6000	-0,712
69,7000	-0,419
69,8000	0,933
69,9000	-0,377
70,0000	-0,732
70,1000	0,851
70,2000	0,005
70,3000	-0,957
70,4000	0,683
70,5000	0,372
70,6000	-1,059
70,7000	0,435
70,8000	0,668
70,9000	-1,026
71,0000	0,126
71,1000	0,859
71,2000	-0,864
71,3000	-0,217
71,4000	0,939
71,5000	-0,583
71,6000	-0,554
71,7000	0,913
71,8000	-0,223
71,9000	-0,834
72,0000	0,795
72,1000	0,160
72,2000	-1,013
72,3000	0,592
72,4000	0,504
72,5000	-1,060
72,6000	0,317
72,7000	0,759
72,8000	-0,975
72,9000	-0,011
73,0000	0,905
73,1000	-0,760
73,2000	-0,363
73,3000	0,938
73,4000	-0,435
73,5000	-0,685
73,6000	0,873
73,7000	-0,060
73,8000	-0,925
73,9000	0,719
74,0000	0,317
74,1000	-1,051
74,2000	0,484
74,3000	0,625
74,4000	-1,038
74,5000	0,179
74,6000	0,837
74,7000	-0,895
74,8000	-0,168
74,9000	0,935
75,0000	-0,625
75,1000	-0,514
75,2000	0,920
75,3000	-0,265
75,4000	-0,809
75,5000	0,814
75,6000	0,121
75,7000	-1,001
75,8000	0,619
75,9000	0,476
76,0000	-1,060
76,1000	0,346
76,2000	0,745
76,3000	-0,985
76,4000	0,014
76,5000	0,900
76,6000	-0,778
76,7000	-0,342
76,8000	0,939
76,9000	-0,454
77,0000	-0,671
77,1000	0,880
77,2000	-0,079
77,3000	-0,914
77,4000	0,730
77,5000	0,300
77,6000	-1,048
77,7000	0,496
77,8000	0,617
77,9000	-1,041
78,0000	0,192
78,1000	0,831
78,2000	-0,903
78,3000	-0,159
78,4000	0,935
78,5000	-0,633
78,6000	-0,504
78,7000	0,924
78,8000	-0,281
78,9000	-0,801
79,0000	0,818
79,1000	0,110
79,2000	-0,996
79,3000	0,625
79,4000	0,465
79,5000	-1,060
79,6000	0,357
79,7000	0,737
79,8000	-0,990
79,9000	0,022
80,0000	0,898
80,1000	-0,784
80,2000	-0,330
80,3000	0,939
80,4000	-0,473
80,5000	-0,660
80,6000	0,883
80,7000	-0,091
80,8000	-0,908
80,9000	0,735
81,0000	0,291
81,1000	-1,046
81,2000	0,504
81,3000	0,609
81,4000	-1,045
81,5000	0,199
81,6000	0,829
81,7000	-0,908
81,8000	-0,145
81,9000	0,933
82,0000	-0,650
82,1000	-0,490
82,2000	0,927
82,3000	-0,297
82,4000	-0,789
82,5000	0,823
82,6000	0,096
82,7000	-0,990
82,8000	0,636
82,9000	0,451
83,0000	-1,060
83,1000	0,366
83,2000	0,730
83,3000	-0,996
83,4000	0,041
83,5000	0,894
83,6000	-0,800
83,7000	-0,316
83,8000	0,939
83,9000	-0,484
84,0000	-0,644
84,1000	0,888
84,2000	-0,107
84,3000	-0,900
84,4000	0,743
84,5000	0,275
84,6000	-1,043
84,7000	0,517
84,8000	0,594
84,9000	-1,048
85,0000	0,218
85,1000	0,820
85,2000	-0,920
85,3000	-0,126
85,4000	0,930
85,5000	-0,664
85,6000	-0,470
85,7000	0,927
85,8000	-0,319
85,9000	-0,771
86,0000	0,834
86,1000	0,068
86,2000	-0,980
86,3000	0,652
86,4000	0,426
86,5000	-1,062
86,6000	0,391
86,7000	0,710
86,8000	-1,005
86,9000	0,066
87,0000	0,884
87,1000	-0,817
87,2000	-0,286
87,3000	0,939
87,4000	-0,514
87,5000	-0,619
87,6000	0,894
87,7000	-0,135
87,8000	-0,884
87,9000	0,757
88,0000	0,247
88,1000	-1,038
88,2000	0,536
88,3000	0,575
88,4000	-1,051
88,5000	0,237
88,6000	0,809
88,7000	-0,930
88,8000	-0,105
88,9000	0,925
89,0000	-0,680
89,1000	-0,454
89,2000	0,930
89,3000	-0,335
89,4000	-0,762
89,5000	0,839
89,6000	0,053
89,7000	-0,977
89,8000	0,657
89,9000	0,416
90,0000	-1,060
90,1000	0,396
90,2000	0,704
90,3000	-1,008
90,4000	0,072
90,5000	0,881
90,6000	-0,823
90,7000	-0,280
90,8000	0,939
90,9000	-0,520
91,0000	-0,616
91,1000	0,895
91,2000	-0,143
91,3000	-0,884
91,4000	0,757
91,5000	0,243
91,6000	-1,040
91,7000	0,529
91,8000	0,576
91,9000	-1,051
92,0000	0,232
92,1000	0,811
92,2000	-0,928
92,3000	-0,110
92,4000	0,927
92,5000	-0,679
92,6000	-0,459
92,7000	0,930
92,8000	-0,333
92,9000	-0,765
93,0000	0,837
93,1000	0,055
93,2000	-0,979
93,3000	0,652
93,4000	0,421
93,5000	-1,060
93,6000	0,391
93,7000	0,707
93,8000	-1,007
93,9000	0,071
94,0000	0,881
94,1000	-0,820
94,2000	-0,283
94,3000	0,941
94,4000	-0,517
94,5000	-0,617
94,6000	0,895
94,7000	-0,141
94,8000	-0,883
94,9000	0,759
95,0000	0,239
95,1000	-1,035
95,2000	0,537
95,3000	0,570
95,4000	-1,052
95,5000	0,245
95,6000	0,806
95,7000	-0,936
95,8000	-0,094
95,9000	0,925
96,0000	-0,690
96,1000	-0,443
96,2000	0,933
96,3000	-0,347
96,4000	-0,754
96,5000	0,842
96,6000	0,041
96,7000	-0,971
96,8000	0,666
96,9000	0,404
97,0000	-1,060
97,1000	0,410
97,2000	0,697
97,3000	-1,013
97,4000	0,093
97,5000	0,875
97,6000	-0,836
97,7000	-0,259
97,8000	0,941
97,9000	-0,539
98,0000	-0,594
98,1000	0,903
98,2000	-0,171
98,3000	-0,864
98,4000	0,774
98,5000	0,215
98,6000	-1,029
98,7000	0,561
98,8000	0,550
98,9000	-1,054
99,0000	0,272
99,1000	0,792
99,2000	-0,952
99,3000	-0,063
99,4000	0,919
99,5000	-0,716
99,6000	-0,410
99,7000	0,936
99,8000	-0,386
99,9000	-0,721
100,0000	0,859
100,1000	-0,003
100,2000	-0,947
100,3000	0,694
100,4000	0,363
100,5000	-1,057
100,6000	0,449
