Absolutdruck 1, Messreihe #1
Zeit ( s )	Absolutdruck 1 ( kPa )
153,5000	170,34
153,6000	100,97
153,7000	134,54
153,8000	174,28
153,9000	108,93
154,0000	130,16
154,1000	184,91
154,2000	111,90
154,3000	110,06
154,4000	184,05
154,5000	136,88
154,6000	107,71
154,7000	165,72
154,8000	142,28
154,9000	101,03
155,0000	160,96
155,1000	147,82
155,2000	101,06
155,3000	156,34
155,4000	175,36
155,5000	101,49
155,6000	129,14
155,7000	178,65
155,8000	112,66
155,9000	124,99
156,0000	183,68
156,1000	116,31
156,2000	107,17
156,3000	181,79
156,4000	143,36
156,5000	105,20
156,6000	159,92
156,7000	149,07
156,8000	101,14
156,9000	155,07
157,0000	176,28
157,1000	101,63
157,2000	127,99
157,3000	179,38
157,4000	102,60
157,5000	123,89
157,6000	181,88
157,7000	117,28
157,8000	120,12
157,9000	181,25
158,0000	121,29
158,1000	104,81
158,2000	178,57
158,3000	150,09
158,4000	103,37
158,5000	154,40
158,6000	155,22
158,7000	101,74
158,8000	149,56
158,9000	179,87
159,0000	102,83
159,1000	123,44
159,2000	182,22
159,3000	104,27
159,4000	119,63
159,5000	184,01
159,6000	122,00
159,7000	116,12
159,8000	178,02
159,9000	126,57
160,0000	103,15
160,1000	174,81
160,2000	156,07
160,3000	102,09
160,4000	148,74
160,5000	161,24
160,6000	103,08
160,7000	143,82
160,8000	182,77
160,9000	104,68
161,0000	118,90
161,1000	184,34
161,2000	122,99
161,3000	115,55
161,4000	185,06
161,5000	127,53
161,6000	112,59
161,7000	174,31
161,8000	131,88
161,9000	101,96
162,0000	170,41
162,1000	161,93
162,2000	101,27
162,3000	143,17
162,4000	166,83
162,5000	104,88
162,6000	138,22
162,7000	184,39
162,8000	106,99
162,9000	115,18
163,0000	184,99
163,1000	128,14
163,2000	112,16
163,3000	173,68
163,4000	132,79
163,5000	109,64
163,6000	169,64
163,7000	137,84
163,8000	101,21
163,9000	165,33
164,0000	167,67
164,1000	100,97
164,2000	137,35
164,3000	172,20
164,4000	107,42
164,5000	132,79
164,6000	185,18
164,7000	110,08
164,8000	111,69
164,9000	184,78
165,0000	133,84
165,1000	109,06
165,2000	168,74
165,3000	139,05
165,4000	101,14
165,5000	164,06
165,6000	144,58
165,7000	100,95
165,8000	159,19
165,9000	173,31
166,0000	101,22
166,1000	131,62
166,2000	177,19
166,3000	110,94
166,4000	127,35
166,5000	184,65
166,6000	114,17
166,7000	108,50
166,8000	183,28
166,9000	140,48
167,0000	106,28
167,1000	162,84
167,2000	145,92
167,3000	101,01
167,4000	158,03
167,5000	151,43
167,6000	101,30
167,7000	153,09
167,8000	177,95
167,9000	102,05
168,0000	126,35
168,1000	180,86
168,2000	115,09
168,3000	122,33
168,4000	182,72
168,5000	119,04
168,6000	105,87
168,7000	180,41
168,8000	147,47
168,9000	104,10
169,0000	156,75
169,1000	152,92
169,2000	101,44
169,3000	151,90
169,4000	178,92
169,5000	102,36
169,6000	147,07
169,7000	181,61
169,8000	103,61
169,9000	121,31
170,0000	183,62
170,1000	120,23
170,2000	117,69
170,3000	179,60
170,4000	124,53
170,5000	103,72
170,6000	176,46
170,7000	154,13
170,8000	102,56
170,9000	150,99
171,0000	159,29
171,1000	102,52
171,2000	146,12
171,3000	182,07
171,4000	103,91
171,5000	120,63
171,6000	183,99
171,7000	105,83
171,8000	117,07
171,9000	185,05
172,0000	125,51
172,1000	113,87
172,2000	175,88
172,3000	130,27
172,4000	102,43
172,5000	172,13
172,6000	160,29
172,7000	101,53
172,8000	145,22
172,9000	165,17
173,0000	104,22
173,1000	140,22
173,2000	184,24
173,3000	106,24
173,4000	116,46
173,5000	185,30
173,6000	108,62
173,7000	113,33
173,8000	185,38
173,9000	131,26
174,0000	110,70
174,1000	171,33
174,2000	136,19
174,3000	101,45
174,4000	167,09
174,5000	166,38
174,6000	101,09
174,7000	139,26
174,8000	171,14
174,9000	106,75
175,0000	134,46
175,1000	185,36
175,2000	109,24
175,3000	112,67
175,4000	185,33
175,5000	132,40
175,6000	110,06
175,7000	170,36
175,8000	137,71
175,9000	107,61
176,0000	165,89
176,1000	143,06
176,2000	101,02
176,3000	161,05
176,4000	172,28
176,5000	101,17
176,6000	133,15
176,7000	176,37
176,8000	110,17
176,9000	128,74
177,0000	185,23
177,1000	113,38
177,2000	109,26
177,3000	183,96
177,4000	139,37
177,5000	106,92
177,6000	164,22
177,7000	145,10
177,8000	104,92
177,9000	159,31
178,0000	150,44
178,1000	101,30
178,2000	154,35
178,3000	177,58
178,4000	101,95
178,5000	127,18
178,6000	180,65
178,7000	114,58
178,8000	123,02
178,9000	183,40
179,0000	118,50
179,1000	106,22
179,2000	180,91
179,3000	146,98
179,4000	104,42
179,5000	157,73
179,6000	152,23
179,7000	101,44
179,8000	152,84
179,9000	157,62
180,0000	102,22
180,1000	147,98
180,2000	181,55
180,3000	103,43
180,4000	121,99
180,5000	183,66
180,6000	119,54
180,7000	118,39
180,8000	180,33
180,9000	124,13
181,0000	104,03
181,1000	177,25
181,2000	153,60
181,3000	102,78
181,4000	151,76
181,5000	158,98
181,6000	102,48
181,7000	146,81
181,8000	182,20
181,9000	103,85
182,0000	141,68
182,1000	184,21
182,2000	105,66
182,3000	117,52
182,4000	185,34
182,5000	125,30
182,6000	114,34
182,7000	176,42
182,8000	129,85
182,9000	102,59
183,0000	172,75
183,1000	159,90
183,2000	101,72
183,3000	145,90
183,4000	164,91
183,5000	104,10
183,6000	140,78
183,7000	184,34
183,8000	106,04
183,9000	116,98
184,0000	185,35
184,1000	108,33
184,2000	113,77
184,3000	185,53
184,4000	130,75
184,5000	111,01
184,6000	172,02
184,7000	135,76
184,8000	101,58
184,9000	167,63
185,0000	166,16
185,1000	101,14
185,2000	139,78
185,3000	170,74
185,4000	106,53
185,5000	135,12
185,6000	185,51
185,7000	108,99
185,8000	113,13
185,9000	185,58
186,0000	111,88
186,1000	110,45
186,2000	184,82
186,3000	137,04
186,4000	108,02
186,5000	166,69
186,6000	142,30
186,7000	101,11
186,8000	162,03
186,9000	171,75
187,0000	101,12
187,1000	134,31
187,2000	175,61
187,3000	109,44
187,4000	129,98
187,5000	185,57
187,6000	112,43
187,7000	110,10
187,8000	184,68
187,9000	137,63
188,0000	107,72
188,1000	183,05
188,2000	142,84
188,3000	105,76
188,4000	161,56
188,5000	148,23
188,6000	101,15
188,7000	156,67
188,8000	176,03
188,9000	101,59
189,0000	129,44
189,1000	179,18
189,2000	112,81
189,3000	125,40
189,4000	184,58
189,5000	116,46
189,6000	107,45
189,7000	182,70
189,8000	143,55
189,9000	105,46
190,0000	160,71
190,1000	149,06
190,2000	103,85
190,3000	155,98
190,4000	154,46
190,5000	101,70
190,6000	151,39
190,7000	179,74
190,8000	102,56
190,9000	124,81
191,0000	182,41
191,1000	116,94
191,2000	120,92
191,3000	182,32
191,4000	121,04
191,5000	105,20
191,6000	179,69
191,7000	149,89
191,8000	103,79
191,9000	155,31
192,0000	155,33
192,1000	101,88
192,2000	150,63
192,3000	160,26
192,4000	102,78
192,5000	145,75
192,6000	182,79
192,7000	104,28
192,8000	120,47
192,9000	184,60
193,0000	121,67
193,1000	116,89
193,2000	179,28
193,3000	125,99
193,4000	103,55
193,5000	175,94
193,6000	155,95
193,7000	102,44
193,8000	150,21
193,9000	160,74
194,0000	102,91
194,1000	145,39
194,2000	165,64
194,3000	104,37
194,4000	140,54
194,5000	184,70
194,6000	106,25
194,7000	116,79
194,8000	185,59
194,9000	126,34
195,0000	113,68
195,1000	175,79
195,2000	131,01
195,3000	102,38
195,4000	172,05
195,5000	161,29
195,6000	101,59
195,7000	144,88
195,8000	166,19
195,9000	104,58
196,0000	140,06
196,1000	184,97
196,2000	106,51
196,3000	135,36
196,4000	185,76
196,5000	108,98
196,6000	113,31
196,7000	185,85
196,8000	131,89
196,9000	110,69
197,0000	171,57
197,1000	136,78
197,2000	101,59
197,3000	167,22
197,4000	167,06
197,5000	101,19
197,6000	139,33
197,7000	171,67
197,8000	106,96
197,9000	134,62
198,0000	185,91
198,1000	109,39
198,2000	112,89
198,3000	185,82
198,4000	112,42
198,5000	110,18
198,6000	184,93
198,7000	137,76
198,8000	107,90
198,9000	166,49
199,0000	143,22
199,1000	101,14
199,2000	161,60
199,3000	172,46
199,4000	101,25
199,5000	133,71
199,6000	176,41
199,7000	110,01
199,8000	129,36
199,9000	185,65
200,0000	113,16
200,1000	109,63
200,2000	184,62
200,3000	138,87
200,4000	107,37
200,5000	182,64
200,6000	144,32
200,7000	105,38
200,8000	160,57
200,9000	149,83
201,0000	101,33
201,1000	155,68
201,2000	177,34
201,3000	101,96
201,4000	128,26
201,5000	180,58
201,6000	114,13
201,7000	124,07
201,8000	184,20
201,9000	117,97
202,0000	106,79
202,1000	182,06
202,2000	145,98
202,3000	104,94
202,4000	159,07
202,5000	151,61
202,6000	103,33
202,7000	154,11
202,8000	156,91
202,9000	102,10
203,0000	149,05
203,1000	181,45
203,2000	103,32
203,3000	122,83
203,4000	183,88
203,5000	119,29
203,6000	119,00
203,7000	181,13
203,8000	123,59
203,9000	104,42
204,0000	178,06
204,1000	153,17
204,2000	103,06
204,3000	152,84
204,4000	158,39
204,5000	102,07
204,6000	147,70
204,7000	163,56
204,8000	103,70
204,9000	142,66
205,0000	184,32
205,1000	105,41
205,2000	118,14
205,3000	185,62
205,4000	124,61
205,5000	114,95
205,6000	177,38
205,7000	129,35
205,8000	102,83
205,9000	173,59
206,0000	159,70
206,1000	101,92
206,2000	146,60
206,3000	164,77
206,4000	104,06
206,5000	141,50
206,6000	169,93
206,7000	106,02
206,8000	136,69
206,9000	185,87
207,0000	108,27
207,1000	114,23
207,2000	186,07
207,3000	130,63
207,4000	111,37
207,5000	172,69
207,6000	135,74
207,7000	101,77
207,8000	168,50
207,9000	165,91
208,0000	101,27
208,1000	140,62
208,2000	170,74
208,3000	106,45
208,4000	135,92
208,5000	186,05
208,6000	108,73
208,7000	131,48
208,8000	186,16
208,9000	111,66
209,0000	110,93
209,1000	185,40
209,2000	136,53
209,3000	108,47
209,4000	167,70
209,5000	141,86
209,6000	101,27
209,7000	162,91
209,8000	171,87
209,9000	101,23
210,0000	134,99
210,1000	175,62
210,2000	109,30
210,3000	130,58
210,4000	185,99
210,5000	112,35
210,6000	110,36
210,7000	185,21
210,8000	116,08
210,9000	107,93
211,0000	183,44
211,1000	143,11
211,2000	105,95
211,3000	161,81
211,4000	148,80
211,5000	101,25
211,6000	156,92
211,7000	176,75
211,8000	101,73
211,9000	129,38
212,0000	180,07
212,1000	113,36
212,2000	125,28
212,3000	184,85
212,4000	117,01
212,5000	107,29
212,6000	182,88
212,7000	121,18
212,8000	105,35
212,9000	180,00
213,0000	150,56
213,1000	103,74
213,2000	155,40
213,3000	155,90
213,4000	102,00
213,5000	150,45
213,6000	181,02
213,7000	103,06
213,8000	123,94
213,9000	183,56
214,0000	118,32
214,1000	119,88
214,2000	182,01
214,3000	122,79
214,4000	104,80
214,5000	178,86
214,6000	152,41
214,7000	103,35
214,8000	175,42
214,9000	157,62
215,0000	102,27
215,1000	148,68
215,2000	162,94
215,3000	103,50
215,4000	143,47
215,5000	184,24
215,6000	105,23
215,7000	118,70
215,8000	185,73
215,9000	124,21
216,0000	115,35
216,1000	177,86
216,2000	128,95
216,3000	102,97
216,4000	174,18
216,5000	159,27
216,6000	102,06
216,7000	147,28
216,8000	164,43
216,9000	101,44
217,0000	142,22
217,1000	169,45
217,2000	105,73
217,3000	137,22
217,4000	186,02
217,5000	108,10
217,6000	114,53
217,7000	186,32
217,8000	130,22
217,9000	111,67
218,0000	173,28
218,1000	135,21
218,2000	101,88
218,3000	168,93
218,4000	165,73
218,5000	101,30
218,6000	140,92
218,7000	170,65
218,8000	106,32
218,9000	136,11
219,0000	174,86
219,1000	108,75
219,2000	131,59
219,3000	186,31
219,4000	111,63
219,5000	111,03
219,6000	185,58
219,7000	136,56
219,8000	108,60
219,9000	167,99
220,0000	141,77
220,1000	101,29
220,2000	163,14
220,3000	171,87
220,4000	101,27
220,5000	135,04
220,6000	175,93
220,7000	109,37
220,8000	130,76
220,9000	186,34
221,0000	112,36
221,1000	126,62
221,2000	185,42
221,3000	115,90
221,4000	108,08
221,5000	183,74
221,6000	143,16
221,7000	106,02
221,8000	162,16
221,9000	148,71
222,0000	101,32
222,1000	157,32
222,2000	176,80
222,3000	101,73
222,4000	129,66
222,5000	180,19
222,6000	113,20
222,7000	125,57
222,8000	185,03
222,9000	116,91
223,0000	121,49
223,1000	183,14
223,2000	121,15
223,3000	105,47
223,4000	180,41
223,5000	150,22
223,6000	103,87
223,7000	155,92
223,8000	155,77
223,9000	102,02
224,0000	150,83
224,1000	181,09
224,2000	103,02
224,3000	124,33
224,4000	183,62
224,5000	118,19
224,6000	120,37
224,7000	182,43
224,8000	122,49
224,9000	104,92
225,0000	179,40
225,1000	127,09
225,2000	103,43
225,3000	175,80
225,4000	157,45
225,5000	102,42
225,6000	149,28
225,7000	162,57
225,8000	103,43
225,9000	144,12
226,0000	184,27
226,1000	105,08
226,2000	119,14
226,3000	185,90
226,4000	123,90
226,5000	115,68
226,6000	178,44
226,7000	128,49
226,8000	103,17
226,9000	174,89
227,0000	158,74
227,1000	102,20
227,2000	170,63
227,3000	164,06
227,4000	101,55
227,5000	142,91
227,6000	168,93
227,7000	105,54
227,8000	138,01
227,9000	186,08
228,0000	107,76
228,1000	115,06
228,2000	186,54
228,3000	129,55
228,4000	112,13
228,5000	173,97
228,6000	134,64
228,7000	101,99
228,8000	169,65
228,9000	165,24
229,0000	101,44
229,1000	141,89
229,2000	169,98
229,3000	101,27
229,4000	137,12
229,5000	174,33
229,6000	108,28
229,7000	132,61
229,8000	186,49
229,9000	110,94
230,0000	111,65
230,1000	186,13
230,2000	135,29
230,3000	109,20
230,4000	169,25
230,5000	140,40
230,6000	101,41
230,7000	164,99
230,8000	170,35
230,9000	101,26
231,0000	137,06
231,1000	174,40
231,2000	101,44
231,3000	132,74
231,4000	178,07
231,5000	110,95
231,6000	128,66
231,7000	186,15
231,8000	114,04
231,9000	109,37
232,0000	185,00
232,1000	140,05
232,2000	107,28
232,3000	165,27
232,4000	145,38
232,5000	101,33
232,6000	160,72
232,7000	174,28
232,8000	101,44
232,9000	132,95
233,0000	177,83
233,1000	110,78
233,2000	128,84
233,3000	180,80
233,4000	113,83
233,5000	124,93
233,6000	185,07
233,7000	117,38
233,8000	107,31
233,9000	183,06
234,0000	145,30
234,1000	105,45
234,2000	160,82
234,3000	150,39
234,4000	101,42
234,5000	156,19
234,6000	177,81
234,7000	101,99
234,8000	128,89
234,9000	180,91
235,0000	113,89
235,1000	124,90
235,2000	185,09
235,3000	117,39
235,4000	121,12
235,5000	183,10
235,6000	121,59
235,7000	105,38
235,8000	180,50
235,9000	150,40
236,0000	103,93
236,1000	156,02
236,2000	155,64
236,3000	101,97
236,4000	151,12
236,5000	181,08
236,6000	102,99
236,7000	124,51
236,8000	183,71
236,9000	117,86
237,0000	120,69
237,1000	182,86
237,2000	122,18
237,3000	105,19
237,4000	180,06
237,5000	126,57
237,6000	103,73
237,7000	176,69
237,8000	156,50
237,9000	102,53
238,0000	150,41
238,1000	161,66
238,2000	103,17
238,3000	145,43
238,4000	184,08
238,5000	104,69
238,6000	120,10
238,7000	185,83
238,8000	122,88
238,9000	116,60
239,0000	179,47
239,1000	127,46
239,2000	103,49
239,3000	175,97
239,4000	132,30
239,5000	102,40
239,6000	172,05
239,7000	162,79
239,8000	101,70
239,9000	144,28
240,0000	167,98
240,1000	105,09
240,2000	139,33
240,3000	186,01
240,4000	107,19
240,5000	115,84
240,6000	186,71
240,7000	128,46
240,8000	112,98
240,9000	175,26
241,0000	133,33
241,1000	102,24
241,2000	171,12
241,3000	164,05
241,4000	101,58
241,5000	143,20
241,6000	168,91
241,7000	101,29
241,8000	138,42
241,9000	173,42
242,0000	107,59
242,1000	133,90
242,2000	186,80
242,3000	110,27
242,4000	112,52
242,5000	186,52
242,6000	134,23
242,7000	109,85
242,8000	170,56
242,9000	139,32
243,0000	101,49
243,1000	165,88
243,2000	169,81
243,3000	101,25
243,4000	137,72
243,5000	174,20
243,6000	101,43
243,7000	133,22
243,8000	177,93
243,9000	110,77
244,0000	129,00
244,1000	186,42
244,2000	113,92
244,3000	109,53
244,4000	185,20
244,5000	139,95
244,6000	107,28
244,7000	165,30
244,8000	145,56
244,9000	101,28
245,0000	160,55
245,1000	174,81
245,2000	101,46
245,3000	132,63
245,4000	178,46
245,5000	111,22
245,6000	128,28
245,7000	181,58
245,8000	114,72
245,9000	124,15
246,0000	185,00
246,1000	118,47
246,2000	106,86
246,3000	182,73
246,4000	146,64
246,5000	105,08
246,6000	159,57
246,7000	152,22
246,8000	101,59
246,9000	154,83
247,0000	179,11
247,1000	102,23
247,2000	127,37
247,3000	182,07
247,4000	115,28
247,5000	123,33
247,6000	184,49
247,7000	119,24
247,8000	119,44
247,9000	182,05
248,0000	123,68
248,1000	104,67
248,2000	179,00
248,3000	153,34
248,4000	103,18
248,5000	153,60
248,6000	158,50
248,7000	102,43
248,8000	148,51
248,9000	182,83
249,0000	103,76
249,1000	122,27
249,2000	185,06
249,3000	120,43
249,4000	118,45
249,5000	181,33
249,6000	124,88
249,7000	104,24
249,8000	178,04
249,9000	129,64
250,0000	102,97
250,1000	174,47
250,2000	160,02
250,3000	102,07
250,4000	147,27
250,5000	165,27
250,6000	104,17
250,7000	142,13
250,8000	185,48
250,9000	106,02
251,0000	117,76
251,1000	186,65
251,2000	126,05
251,3000	114,43
251,4000	177,27
251,5000	130,79
251,6000	102,68
251,7000	173,47
251,8000	135,75
251,9000	101,90
252,0000	169,28
252,1000	166,32
252,2000	101,45
252,3000	141,13
252,4000	171,26
252,5000	106,50
252,6000	136,20
252,7000	186,80
252,8000	108,91
252,9000	113,85
253,0000	186,95
253,1000	131,68
253,2000	111,25
253,3000	172,81
253,4000	136,66
253,5000	101,81
253,6000	168,56
253,7000	167,32
253,8000	101,39
253,9000	163,83
254,0000	171,85
254,1000	101,30
254,2000	135,60
254,3000	176,18
254,4000	109,35
254,5000	131,16
254,6000	186,86
254,7000	112,26
254,8000	110,83
254,9000	186,09
255,0000	137,52
255,1000	108,37
255,2000	167,83
255,3000	142,87
255,4000	101,36
255,5000	163,25
255,6000	172,70
255,7000	101,42
255,8000	135,11
255,9000	176,70
256,0000	101,75
256,1000	130,66
256,2000	180,07
256,3000	112,62
256,4000	126,54
256,5000	185,91
256,6000	116,31
256,7000	108,07
256,8000	184,30
256,9000	143,73
257,0000	106,11
257,1000	162,53
257,2000	149,17
257,3000	101,44
257,4000	157,84
257,5000	177,33
257,6000	101,85
257,7000	130,09
257,8000	180,57
257,9000	113,20
258,0000	126,05
258,1000	183,31
258,2000	116,86
258,3000	122,11
258,4000	184,08
258,5000	120,87
258,6000	105,97
258,7000	181,55
258,8000	149,74
258,9000	104,26
259,0000	157,18
259,1000	155,12
259,2000	101,94
259,3000	152,25
259,4000	180,90
259,5000	102,80
259,6000	125,44
259,7000	183,70
259,8000	117,34
259,9000	121,49
260,0000	185,55
260,1000	121,39
260,2000	117,93
260,3000	180,98
260,4000	125,96
260,5000	103,97
260,6000	177,60
260,7000	156,17
260,8000	102,84
260,9000	151,28
261,0000	161,30
261,1000	103,10
261,2000	146,32
261,3000	184,22
261,4000	104,58
261,5000	120,68
261,6000	185,88
261,7000	122,26
261,8000	117,28
261,9000	180,37
262,0000	126,90
262,1000	114,07
262,2000	176,95
262,3000	131,62
262,4000	102,70
262,5000	172,96
262,6000	162,42
262,7000	101,86
262,8000	145,26
262,9000	167,56
263,0000	104,93
263,1000	140,41
263,2000	186,21
263,3000	106,88
263,4000	116,73
263,5000	187,11
263,6000	127,59
263,7000	113,60
263,8000	176,37
263,9000	132,45
264,0000	102,56
264,1000	172,40
264,2000	137,29
264,3000	101,81
264,4000	167,94
264,5000	168,21
264,6000	101,45
264,7000	139,98
264,8000	172,69
264,9000	107,12
265,0000	135,37
265,1000	187,20
265,2000	109,61
265,3000	113,35
265,4000	187,02
265,5000	132,96
265,6000	110,66
265,7000	171,97
265,8000	138,16
265,9000	101,80
266,0000	167,59
266,1000	168,63
266,2000	101,44
266,3000	163,06
266,4000	173,13
266,5000	101,49
266,6000	135,07
266,7000	176,99
266,8000	109,93
266,9000	130,70
267,0000	187,13
267,1000	112,94
267,2000	110,43
267,3000	186,11
267,4000	138,69
267,5000	108,23
267,6000	167,39
267,7000	143,83
267,8000	101,44
267,9000	162,85
268,0000	173,44
268,1000	101,48
268,2000	158,15
268,3000	177,28
268,4000	101,90
268,5000	130,46
268,6000	180,69
268,7000	113,11
268,8000	126,33
268,9000	186,28
269,0000	116,63
269,1000	108,16
269,2000	184,47
269,3000	144,08
269,4000	106,18
269,5000	162,75
269,6000	149,30
269,7000	101,48
269,8000	157,98
269,9000	177,38
270,0000	101,92
270,1000	130,28
270,2000	180,74
270,3000	102,75
270,4000	126,15
270,5000	183,47
270,6000	116,88
270,7000	122,28
270,8000	184,39
270,9000	120,89
271,0000	106,02
271,1000	181,82
271,2000	149,76
271,3000	104,45
271,4000	157,51
271,5000	155,09
271,6000	102,02
271,7000	152,56
271,8000	181,20
271,9000	102,92
272,0000	125,62
272,1000	183,86
272,2000	117,33
272,3000	121,67
272,4000	185,78
272,5000	121,43
272,6000	118,18
272,7000	181,46
272,8000	125,78
272,9000	104,29
273,0000	178,21
273,1000	155,92
273,2000	102,99
273,3000	151,96
273,4000	160,92
273,5000	103,01
273,6000	147,14
273,7000	184,12
273,8000	104,39
273,9000	121,48
274,0000	185,97
274,1000	121,75
274,2000	118,06
274,3000	181,32
274,4000	125,74
274,5000	115,00
274,6000	178,23
274,7000	130,33
274,8000	103,05
274,9000	174,59
275,0000	160,77
275,1000	102,25
275,2000	147,62
275,3000	165,43
275,4000	104,14
275,5000	142,87
275,6000	185,77
275,7000	105,92
275,8000	118,57
275,9000	186,88
276,0000	125,16
276,1000	115,49
276,2000	178,89
276,3000	129,47
276,4000	103,29
276,5000	175,36
276,6000	134,26
276,7000	102,32
276,8000	171,53
276,9000	164,74
277,0000	101,80
277,1000	143,88
277,2000	169,23
277,3000	105,51
277,4000	139,41
277,5000	186,84
277,6000	107,54
277,7000	116,11
277,8000	187,37
277,9000	128,72
278,0000	113,34
278,1000	176,08
278,2000	133,25
278,3000	102,49
278,4000	172,30
278,5000	138,15
278,6000	101,86
278,7000	168,00
278,8000	168,67
278,9000	101,49
279,0000	140,07
279,1000	172,96
279,2000	107,20
279,3000	135,64
279,4000	187,40
279,5000	109,59
279,6000	113,68
279,7000	187,46
279,8000	132,52
279,9000	111,08
280,0000	173,03
280,1000	137,52
280,2000	101,94
280,3000	168,87
280,4000	167,87
280,5000	101,53
280,6000	164,45
280,7000	172,37
280,8000	101,47
280,9000	136,33
281,0000	176,28
281,1000	109,30
281,2000	132,08
281,3000	187,63
281,4000	112,05
281,5000	111,36
281,6000	186,93
281,7000	137,04
281,8000	108,94
281,9000	169,04
282,0000	142,20
282,1000	101,52
282,2000	164,57
282,3000	172,25
282,4000	101,49
282,5000	136,27
282,6000	176,40
282,7000	101,79
282,8000	131,82
282,9000	179,93
283,0000	112,19
283,1000	127,77
283,2000	186,81
283,3000	115,48
283,4000	108,88
283,5000	185,40
283,6000	142,41
283,7000	106,80
283,8000	164,18
283,9000	147,97
284,0000	101,52
284,1000	159,34
284,2000	176,78
284,3000	101,80
284,4000	131,47
284,5000	180,23
284,6000	102,50
284,7000	127,44
284,8000	183,10
284,9000	115,87
285,0000	123,44
285,1000	185,17
285,2000	119,63
285,3000	106,62
285,4000	182,86
285,5000	148,29
285,6000	104,92
285,7000	159,37
285,8000	153,39
285,9000	101,80
286,0000	154,49
286,1000	180,29
286,2000	102,57
286,3000	127,48
286,4000	183,19
286,5000	115,76
286,6000	123,59
286,7000	185,30
286,8000	119,56
286,9000	119,96
287,0000	183,00
287,1000	123,82
287,2000	104,99
287,3000	180,07
287,4000	153,42
287,5000	103,66
287,6000	154,84
287,7000	158,42
287,8000	102,49
287,9000	150,10
288,0000	183,03
288,1000	103,65
288,2000	123,74
288,3000	185,25
288,4000	119,39
288,5000	120,07
288,6000	182,98
288,7000	123,79
288,8000	116,71
288,9000	180,27
289,0000	128,02
289,1000	103,69
289,2000	176,97
289,3000	158,25
289,4000	102,66
289,5000	150,35
289,6000	163,24
289,7000	103,52
289,8000	145,51
289,9000	185,13
290,0000	104,97
290,1000	120,28
290,2000	186,94
290,3000	123,55
290,4000	116,95
290,5000	180,50
290,6000	127,87
290,7000	103,75
290,8000	177,20
290,9000	132,36
291,0000	102,71
291,1000	173,48
291,2000	162,91
291,3000	101,98
291,4000	145,83
291,5000	167,80
291,6000	104,91
291,7000	141,00
291,8000	186,75
291,9000	106,98
292,0000	117,05
292,1000	187,65
292,2000	127,61
292,3000	114,04
292,4000	177,37
292,5000	132,18
292,6000	102,71
292,7000	173,59
292,8000	162,83
292,9000	101,94
293,0000	169,37
293,1000	167,66
293,2000	101,59
293,3000	141,17
293,4000	172,38
293,5000	106,96
293,6000	136,54
293,7000	187,68
293,8000	109,25
293,9000	114,16
294,0000	187,80
294,1000	132,11
294,2000	111,40
294,3000	173,63
294,4000	136,72
294,5000	101,97
294,6000	169,59
294,7000	167,27
294,8000	101,57
294,9000	141,43
295,0000	172,09
295,1000	101,44
295,2000	136,80
295,3000	176,21
295,4000	108,97
295,5000	132,39
295,6000	187,90
295,7000	111,83
295,8000	111,62
295,9000	187,35
296,0000	136,45
296,1000	109,26
296,2000	169,76
296,3000	141,68
296,4000	101,59
296,5000	165,27
296,6000	171,96
296,7000	101,47
296,8000	137,19
296,9000	175,91
297,0000	101,69
297,1000	132,76
297,2000	179,57
297,3000	111,66
297,4000	128,65
297,5000	187,38
297,6000	114,80
297,7000	109,40
297,8000	186,03
297,9000	141,29
298,0000	107,33
298,1000	165,65
298,2000	146,63
298,3000	101,41
298,4000	161,17
298,5000	175,81
298,6000	101,68
298,7000	133,07
298,8000	179,35
298,9000	111,47
299,0000	129,04
299,1000	182,33
299,2000	114,61
299,3000	124,98
299,4000	186,18
299,5000	118,28
299,6000	107,43
299,7000	184,20
299,8000	146,25
299,9000	105,56
300,0000	161,67
300,1000	151,41
300,2000	101,63
300,3000	156,89
300,4000	179,16
300,5000	102,19
300,6000	129,24
300,7000	182,21
300,8000	114,39
300,9000	125,33
301,0000	186,44
301,1000	117,87
301,2000	121,67
301,3000	184,52
301,4000	121,84
301,5000	105,76
301,6000	181,89
301,7000	151,06
301,8000	104,20
301,9000	157,38
302,0000	156,05
302,1000	102,13
302,2000	152,63
302,3000	181,98
302,4000	103,04
302,5000	125,65
302,6000	184,49
302,7000	117,65
302,8000	121,89
302,9000	184,65
303,0000	121,65
303,1000	105,83
303,2000	182,16
303,3000	125,83
303,4000	104,28
303,5000	179,07
303,6000	155,76
303,7000	103,10
303,8000	152,86
303,9000	161,10
304,0000	103,05
304,1000	147,97
304,2000	184,41
304,3000	104,26
304,4000	121,91
304,5000	186,39
304,6000	121,52
304,7000	118,34
304,8000	181,95
304,9000	125,98
305,0000	104,23
305,1000	178,87
305,2000	130,61
305,3000	103,06
305,4000	175,28
305,5000	161,06
305,6000	102,14
305,7000	147,83
305,8000	166,13
305,9000	104,32
306,0000	142,94
306,1000	186,52
306,2000	106,06
306,3000	118,53
306,4000	187,72
306,5000	125,73
306,6000	115,33
306,7000	179,02
306,8000	130,21
306,9000	103,11
307,0000	175,36
307,1000	160,92
307,2000	102,20
307,3000	171,42
307,4000	165,87
307,5000	101,63
307,6000	143,15
307,7000	170,63
307,8000	105,99
307,9000	138,62
308,0000	187,73
308,1000	108,06
308,2000	115,48
308,3000	188,17
308,4000	129,96
