Absolutdruck 1 vs Winkelposition, Messreihe #1
Winkelposition ( rad )	Absolutdruck 1 ( kPa )
-1,035	97,55
-1,030	97,64
-1,026	97,73
-1,019	97,83
-1,015	97,94
-1,008	98,07
-1,002	98,18
-0,994	98,30
-0,986	98,43
-0,980	98,54
-0,972	98,72
-0,964	98,83
-0,957	99,00
-0,947	99,14
-0,938	99,29
-0,928	99,46
-0,919	99,66
-0,909	99,82
-0,898	100,10
-0,888	100,26
-0,877	100,49
-0,867	100,76
-0,855	100,94
-0,844	101,23
-0,831	101,53
-0,820	101,72
-0,807	102,04
-0,795	102,23
-0,781	102,55
-0,768	102,87
-0,754	103,09
-0,741	103,45
-0,726	103,77
-0,712	104,04
-0,697	104,46
-0,683	104,71
-0,669	105,12
-0,653	105,48
-0,638	105,81
-0,622	106,20
-0,606	106,63
-0,591	106,97
-0,575	107,39
-0,559	107,83
-0,542	108,21
-0,525	108,70
-0,507	109,06
-0,490	109,53
-0,474	110,04
-0,457	110,42
-0,440	110,96
-0,423	111,45
-0,405	111,91
-0,388	112,50
-0,369	113,06
-0,352	113,53
-0,333	114,14
-0,316	114,59
-0,298	115,22
-0,280	115,90
-0,261	116,38
-0,242	117,02
-0,225	117,72
-0,207	118,23
-0,188	118,83
-0,170	119,53
-0,152	120,06
-0,134	120,79
-0,115	121,33
-0,097	122,04
-0,080	122,76
-0,061	123,29
-0,042	124,05
-0,025	124,80
-0,006	125,42
0,013	126,12
0,030	126,75
0,047	127,54
0,064	128,32
0,082	129,01
0,099	129,80
0,116	130,62
0,134	131,36
0,151	132,19
0,168	133,03
0,184	133,74
0,201	134,59
0,217	135,26
0,234	136,16
0,251	137,03
0,267	137,76
0,283	138,63
0,298	139,48
0,314	140,20
0,330	141,03
0,346	141,97
0,360	142,69
0,375	143,59
0,390	144,47
0,404	145,18
0,419	146,12
0,434	146,96
0,448	147,73
0,462	148,55
0,476	149,52
0,489	150,17
0,501	151,09
0,514	151,94
0,528	152,66
0,540	153,51
0,553	154,22
0,564	155,07
0,576	155,93
0,587	156,65
0,600	157,43
0,611	158,28
0,624	158,94
0,635	159,78
0,644	160,64
0,655	161,20
0,664	162,03
0,675	162,75
0,685	163,38
0,696	164,08
0,705	164,68
0,715	165,49
0,723	166,24
0,732	166,71
0,741	167,48
0,749	168,12
0,757	168,71
0,765	169,33
0,773	170,02
0,781	170,52
0,789	171,20
0,795	171,79
0,803	172,28
0,809	172,82
0,815	173,47
0,822	173,94
0,828	174,44
0,834	174,91
0,840	175,45
0,847	175,98
0,851	176,28
0,858	176,82
0,862	177,27
0,867	177,71
0,872	178,15
0,877	178,49
0,881	178,93
0,886	179,26
0,891	179,70
0,894	179,99
0,898	180,41
0,902	180,79
0,905	181,05
0,909	181,43
0,911	181,70
0,914	181,99
0,917	182,30
0,920	182,50
0,924	182,84
0,927	183,15
0,930	183,30
0,931	183,56
0,933	183,82
0,935	183,90
0,936	184,13
0,938	184,34
0,939	184,56
0,941	184,69
0,942	184,85
0,942	184,96
0,944	185,14
0,946	185,32
0,946	185,39
0,947	185,52
0,947	185,61
0,947	185,81
0,947	185,88
0,947	185,96
0,947	186,04
0,947	186,05
0,947	186,19
0,947	186,24
0,947	186,26
0,947	186,25
0,947	186,24
0,946	186,28
0,944	186,26
0,942	186,18
0,941	186,14
0,939	186,15
0,938	186,10
0,936	186,04
0,935	185,96
0,933	185,93
0,931	185,87
0,928	185,68
0,925	185,64
0,924	185,56
0,920	185,33
0,917	185,20
0,914	185,01
0,911	184,90
0,906	184,73
0,903	184,53
0,898	184,36
0,895	184,14
0,891	183,84
0,888	183,53
0,883	183,36
0,878	183,13
0,873	182,84
0,867	182,54
0,862	182,24
0,856	182,05
0,851	181,68
0,845	181,36
0,840	181,08
0,834	180,74
0,828	180,31
0,822	179,99
0,814	179,53
0,807	179,13
0,800	178,82
0,792	178,39
0,785	177,89
0,778	177,52
0,770	177,04
0,762	176,49
0,752	176,15
0,745	175,63
0,735	175,10
0,727	174,61
0,718	174,06
0,708	173,58
0,699	173,00
0,690	172,35
0,679	171,83
0,669	171,23
0,658	170,57
0,647	170,08
0,636	169,38
0,625	168,74
0,614	168,19
0,603	167,47
0,591	166,74
0,580	166,17
0,567	165,47
0,554	164,68
0,542	164,16
0,529	163,31
0,517	162,55
0,503	161,91
0,490	161,12
0,476	160,54
0,462	159,70
0,448	158,91
0,434	158,20
0,419	157,37
0,405	156,52
0,390	155,75
0,375	154,92
0,358	153,96
0,342	153,30
0,327	152,38
0,311	151,55
0,295	150,82
0,280	149,95
0,262	149,02
0,245	148,35
0,229	147,38
0,212	146,49
0,195	145,81
0,178	144,86
0,160	144,13
0,143	143,18
0,126	142,32
0,107	141,49
0,090	140,58
0,072	139,64
0,053	138,87
0,036	137,95
0,017	137,00
0,000	136,28
-0,019	135,33
-0,038	134,49
-0,057	133,68
-0,075	132,82
-0,093	131,97
-0,112	131,19
-0,130	130,31
-0,149	129,67
-0,168	128,79
-0,187	127,93
-0,206	127,25
-0,225	126,38
-0,243	125,51
-0,262	124,91
-0,281	124,06
-0,300	123,29
-0,319	122,66
-0,338	121,81
-0,355	121,17
-0,374	120,41
-0,391	119,73
-0,410	119,12
-0,429	118,42
-0,446	117,76
-0,463	117,16
-0,481	116,47
-0,498	116,02
-0,515	115,30
-0,533	114,68
-0,551	114,17
-0,567	113,53
-0,584	112,90
-0,600	112,46
-0,616	111,79
-0,633	111,25
-0,649	110,84
-0,664	110,26
-0,680	109,87
-0,694	109,31
-0,710	108,83
-0,724	108,43
-0,738	107,98
-0,752	107,47
-0,767	107,07
-0,781	106,65
-0,793	106,18
-0,806	105,82
-0,818	105,38
-0,831	105,09
-0,844	104,69
-0,855	104,28
-0,867	104,00
-0,878	103,65
-0,889	103,29
-0,900	102,99
-0,911	102,68
-0,920	102,34
-0,930	102,08
-0,938	101,80
-0,947	101,54
-0,957	101,25
-0,964	100,98
-0,972	100,79
-0,980	100,50
-0,988	100,30
-0,994	100,10
-1,001	99,86
-1,007	99,68
-1,012	99,55
-1,018	99,34
-1,024	99,17
-1,029	98,99
-1,034	98,87
-1,038	98,74
-1,041	98,55
-1,046	98,44
-1,049	98,35
-1,052	98,19
-1,056	98,12
-1,057	97,99
-1,059	97,92
-1,060	97,83
-1,062	97,76
-1,062	97,72
-1,063	97,68
-1,063	97,65
-1,063	97,61
-1,063	97,61
-1,063	97,58
-1,063	97,55
-1,062	97,60
-1,062	97,55
-1,060	97,59
-1,057	97,59
-1,056	97,59
-1,052	97,61
-1,049	97,61
-1,045	97,65
-1,041	97,67
-1,037	97,73
-1,032	97,81
-1,026	97,89
-1,021	97,98
-1,016	98,06
-1,010	98,23
-1,004	98,29
-0,997	98,39
-0,990	98,55
-0,982	98,64
-0,974	98,77
-0,966	98,90
-0,958	99,06
-0,949	99,18
-0,941	99,38
-0,931	99,49
-0,922	99,69
-0,911	99,88
-0,902	100,05
-0,891	100,25
-0,880	100,52
-0,869	100,69
-0,858	100,97
-0,847	101,13
-0,834	101,44
-0,822	101,68
-0,811	101,89
-0,798	102,18
-0,785	102,48
-0,771	102,74
-0,759	103,02
-0,745	103,37
-0,730	103,62
-0,716	103,98
-0,701	104,30
-0,686	104,63
-0,672	105,04
-0,657	105,32
-0,641	105,70
-0,625	106,10
-0,609	106,47
-0,594	106,91
-0,578	107,32
-0,562	107,64
-0,545	108,11
-0,529	108,46
-0,512	108,92
-0,495	109,45
-0,478	109,85
-0,460	110,34
-0,443	110,82
-0,426	111,25
-0,408	111,83
-0,391	112,38
-0,374	112,85
-0,355	113,38
-0,338	113,92
-0,319	114,50
-0,302	115,11
-0,283	115,59
-0,265	116,23
-0,247	116,88
-0,228	117,44
-0,210	118,07
-0,192	118,61
-0,174	119,27
-0,156	119,96
-0,138	120,55
-0,119	121,20
-0,101	121,90
-0,083	122,45
-0,064	123,19
-0,047	123,89
-0,028	124,47
-0,011	125,25
0,008	125,82
0,025	126,63
0,044	127,41
0,061	128,00
0,079	128,86
0,096	129,66
0,113	130,30
0,130	131,12
0,148	132,03
0,165	132,70
0,181	133,54
0,198	134,26
0,215	135,19
0,231	136,07
0,248	136,67
0,264	137,57
0,280	138,46
0,295	139,15
0,311	140,05
0,327	140,93
0,342	141,64
0,358	142,56
0,372	143,46
0,388	144,19
0,402	145,03
0,416	145,98
0,430	146,69
0,446	147,53
0,459	148,42
0,473	149,19
0,487	150,06
0,500	150,87
0,512	151,69
0,526	152,56
0,539	153,24
0,551	154,17
0,562	155,04
0,575	155,72
0,586	156,53
0,598	157,32
0,609	158,06
0,622	158,89
0,631	159,65
0,642	160,34
0,653	161,07
0,664	161,87
0,674	162,57
0,685	163,34
0,694	163,87
0,704	164,69
0,713	165,42
0,723	165,98
0,730	166,75
0,740	167,39
0,748	168,03
0,756	168,68
0,765	169,31
0,773	169,86
0,779	170,49
0,787	171,11
0,795	171,61
0,801	172,25
0,809	172,82
0,815	173,34
0,822	173,84
0,828	174,41
0,834	174,94
0,840	175,39
0,845	175,80
0,851	176,33
0,856	176,86
0,862	177,18
0,867	177,68
0,872	178,13
0,877	178,49
0,881	178,88
0,886	179,31
0,891	179,71
0,894	180,01
0,898	180,46
0,902	180,79
0,905	181,07
0,909	181,44
0,913	181,62
0,916	182,03
0,917	182,23
0,920	182,56
0,924	182,82
0,927	183,00
0,928	183,29
0,930	183,61
0,933	183,76
0,935	184,06
0,936	184,22
0,938	184,41
0,939	184,62
0,941	184,85
0,942	184,93
0,942	185,09
0,944	185,24
0,946	185,35
0,946	185,58
0,946	185,63
0,947	185,80
0,947	185,79
0,947	185,83
0,947	185,99
0,947	186,04
0,947	186,08
0,947	186,22
0,947	186,26
0,947	186,27
0,947	186,27
0,947	186,34
0,946	186,28
0,946	186,31
0,944	186,22
0,942	186,26
0,941	186,17
0,938	186,09
0,936	185,96
0,935	185,88
0,933	185,87
0,931	185,78
0,928	185,66
0,925	185,55
0,922	185,39
0,919	185,32
0,917	185,16
0,914	185,03
0,911	184,82
0,906	184,69
0,903	184,39
0,898	184,29
0,894	184,01
0,891	183,76
0,886	183,59
0,881	183,32
0,877	182,99
0,872	182,84
0,867	182,47
0,861	182,20
0,856	181,97
0,850	181,64
0,844	181,29
0,839	181,02
0,833	180,57
0,826	180,25
0,820	179,81
0,812	179,43
0,806	179,02
0,798	178,62
0,792	178,21
0,784	177,77
0,776	177,30
0,768	176,79
0,760	176,37
0,751	175,84
0,743	175,36
0,734	174,85
0,724	174,36
0,716	173,70
0,705	173,31
0,696	172,65
0,686	172,05
0,677	171,61
0,666	170,92
0,655	170,43
0,644	169,77
0,633	169,10
0,622	168,63
0,611	167,87
0,600	167,16
0,589	166,63
0,576	165,95
0,564	165,13
0,551	164,48
0,539	163,63
0,526	162,96
0,514	162,32
0,500	161,47
0,485	160,70
0,473	160,03
0,459	159,24
0,445	158,47
0,429	157,72
0,415	156,97
0,401	156,28
0,385	155,39
0,371	154,54
0,355	153,87
0,339	152,92
0,322	152,04
0,306	151,34
0,291	150,43
0,275	149,55
0,258	148,80
0,240	147,87
0,225	146,99
0,207	146,26
0,190	145,39
0,173	144,49
0,156	143,79
0,137	142,83
0,119	141,91
0,102	141,17
0,083	140,16
0,066	139,27
0,049	138,52
0,030	137,59
0,013	136,78
-0,006	135,86
-0,025	135,02
-0,044	134,23
-0,063	133,39
-0,082	132,40
-0,099	131,67
-0,118	130,75
-0,137	129,92
-0,156	129,26
-0,174	128,38
-0,193	127,67
-0,212	126,77
-0,231	126,01
-0,250	125,36
-0,269	124,50
-0,287	123,70
-0,306	123,05
-0,325	122,26
-0,344	121,42
-0,361	120,88
-0,380	120,12
-0,397	119,49
-0,416	118,75
-0,434	118,05
-0,452	117,52
-0,470	116,80
-0,487	116,06
-0,504	115,60
-0,522	114,92
-0,539	114,27
-0,556	113,75
-0,573	113,19
-0,589	112,67
-0,605	112,06
-0,622	111,48
-0,638	110,98
-0,653	110,44
-0,669	109,88
-0,685	109,45
-0,699	108,93
-0,715	108,51
-0,729	108,06
-0,743	107,54
-0,757	107,19
-0,771	106,71
-0,785	106,29
-0,798	105,90
-0,811	105,39
-0,823	105,01
-0,836	104,75
-0,848	104,34
-0,859	104,01
-0,870	103,61
-0,881	103,28
-0,892	103,00
-0,903	102,62
-0,914	102,32
-0,924	102,05
-0,933	101,70
-0,941	101,49
-0,950	101,19
-0,960	100,90
-0,968	100,69
-0,975	100,40
-0,983	100,17
-0,990	100,01
-0,996	99,81
-1,002	99,59
-1,008	99,44
-1,015	99,28
-1,019	99,09
-1,026	98,94
-1,030	98,76
-1,035	98,66
-1,038	98,47
-1,043	98,32
-1,048	98,21
-1,051	98,08
-1,054	97,99
-1,056	97,87
-1,057	97,79
-1,059	97,73
-1,060	97,66
-1,062	97,61
-1,063	97,57
-1,063	97,58
-1,063	97,55
-1,063	97,53
-1,063	97,47
-1,063	97,51
-1,063	97,50
-1,062	97,46
-1,060	97,48
-1,059	97,50
-1,056	97,50
-1,054	97,48
-1,051	97,51
-1,048	97,56
-1,045	97,55
-1,040	97,64
-1,035	97,70
-1,029	97,72
-1,024	97,83
-1,019	97,90
-1,013	98,02
-1,008	98,14
-1,001	98,24
-0,994	98,44
-0,986	98,52
-0,979	98,62
-0,971	98,75
-0,963	98,88
-0,955	99,01
-0,947	99,20
-0,938	99,29
-0,928	99,47
-0,917	99,68
-0,908	99,85
-0,897	100,06
-0,888	100,28
-0,877	100,47
-0,866	100,72
-0,855	101,01
-0,842	101,22
-0,829	101,48
-0,818	101,67
-0,806	102,00
-0,793	102,31
-0,779	102,54
-0,767	102,84
-0,752	103,15
-0,738	103,44
-0,724	103,78
-0,710	104,05
-0,696	104,41
-0,682	104,76
-0,666	105,06
-0,652	105,52
-0,636	105,89
-0,620	106,21
-0,605	106,59
-0,589	107,05
-0,572	107,41
-0,556	107,86
-0,540	108,22
-0,523	108,68
-0,506	109,15
-0,489	109,55
-0,471	110,05
-0,454	110,55
-0,438	110,97
-0,421	111,52
-0,402	112,05
-0,385	112,51
-0,366	113,09
-0,349	113,56
-0,331	114,17
-0,313	114,78
-0,295	115,23
-0,276	115,86
-0,258	116,55
-0,239	117,07
-0,221	117,68
-0,204	118,36
-0,185	118,89
-0,168	119,56
-0,149	120,17
-0,130	120,81
-0,113	121,52
-0,094	122,07
-0,077	122,83
-0,058	123,54
-0,039	124,06
-0,022	124,82
-0,003	125,42
0,016	126,17
0,033	126,94
0,050	127,59
0,068	128,42
0,085	129,23
0,102	129,90
0,119	130,75
0,137	131,57
0,154	132,24
0,171	133,10
0,187	133,76
0,204	134,61
0,221	135,51
0,237	136,20
0,254	137,11
0,270	137,94
0,286	138,67
0,302	139,59
0,317	140,45
0,333	141,19
0,349	142,03
0,363	142,97
0,379	143,70
0,393	144,62
0,408	145,52
0,423	146,21
0,437	147,12
0,451	148,04
0,465	148,73
0,478	149,64
0,492	150,40
0,504	151,19
0,518	152,10
0,531	152,78
0,543	153,61
0,554	154,58
0,567	155,16
0,578	156,01
0,591	156,89
0,603	157,52
0,614	158,42
0,625	159,19
0,636	159,93
0,647	160,67
0,657	161,51
0,668	162,13
0,679	162,90
0,688	163,54
0,697	164,30
0,707	165,03
0,716	165,56
0,726	166,36
0,735	167,01
0,743	167,56
0,751	168,21
0,760	168,94
0,767	169,44
0,774	170,10
0,782	170,79
0,790	171,23
0,798	171,92
0,804	172,52
0,811	172,99
0,817	173,47
0,825	174,10
0,831	174,52
0,837	175,08
0,842	175,60
0,848	176,04
0,853	176,48
0,859	176,90
0,864	177,38
0,869	177,75
0,873	178,18
0,880	178,62
0,883	179,02
0,888	179,35
0,892	179,90
0,895	180,12
0,900	180,55
0,903	180,97
0,906	181,23
0,911	181,48
0,914	181,87
0,916	182,20
0,919	182,40
0,922	182,69
0,925	182,89
0,927	183,25
0,930	183,42
0,931	183,73
0,933	183,91
0,936	184,03
0,936	184,28
0,939	184,47
0,941	184,62
0,941	184,80
0,942	185,11
0,944	185,21
0,946	185,33
0,946	185,41
0,946	185,60
0,947	185,70
0,947	185,87
0,947	185,93
0,947	186,06
0,947	186,12
0,947	186,15
0,947	186,19
0,947	186,23
0,947	186,29
0,947	186,28
0,947	186,32
0,946	186,25
0,946	186,26
0,944	186,27
0,942	186,25
0,941	186,18
0,939	186,15
0,938	186,05
0,936	185,99
0,935	185,89
0,933	185,85
0,930	185,77
0,927	185,71
0,924	185,48
0,922	185,39
0,919	185,22
0,916	185,01
0,913	184,83
0,909	184,71
0,905	184,43
0,902	184,29
0,897	184,12
0,892	183,84
0,889	183,68
0,884	183,41
0,880	183,22
0,875	182,93
0,870	182,58
0,866	182,36
0,859	182,03
0,853	181,73
0,848	181,37
0,842	181,09
0,836	180,70
0,829	180,28
0,823	179,94
0,817	179,58
0,811	179,09
0,803	178,82
0,795	178,42
0,787	178,06
0,781	177,55
0,773	177,10
0,765	176,69
0,756	176,18
0,748	175,64
0,740	175,17
0,730	174,60
0,721	174,04
0,712	173,64
0,702	172,97
0,693	172,40
0,683	171,86
0,672	171,30
0,661	170,74
0,652	170,18
0,641	169,44
0,630	168,94
0,619	168,22
0,608	167,57
0,595	166,95
0,584	166,24
0,572	165,51
0,559	164,99
0,547	164,16
0,534	163,38
0,522	162,76
0,509	161,99
0,495	161,20
0,481	160,56
0,467	159,68
0,452	158,90
0,438	158,29
0,424	157,44
0,408	156,66
0,394	155,84
0,379	155,01
0,364	154,32
0,347	153,47
0,331	152,54
0,316	151,78
0,300	150,99
0,284	150,06
0,269	149,37
0,251	148,40
0,234	147,56
0,217	146,78
0,201	145,85
0,184	145,00
0,165	144,23
0,148	143,30
0,130	142,41
0,113	141,68
0,094	140,73
0,077	139,81
0,060	139,09
0,041	138,05
0,024	137,12
0,005	136,40
-0,014	135,45
-0,033	134,75
-0,050	133,84
-0,069	132,93
-0,088	132,16
-0,107	131,34
-0,126	130,43
-0,145	129,71
-0,163	128,81
-0,182	127,97
-0,201	127,29
-0,220	126,45
-0,239	125,75
-0,258	124,94
-0,276	124,09
-0,295	123,48
-0,314	122,68
-0,331	121,94
-0,350	121,24
-0,369	120,54
-0,386	119,79
-0,405	119,16
-0,423	118,47
-0,441	117,87
-0,459	117,21
-0,476	116,50
-0,493	116,00
-0,511	115,32
-0,528	114,68
-0,545	114,15
-0,562	113,50
-0,580	113,03
-0,595	112,43
-0,611	111,82
-0,628	111,31
-0,644	110,78
-0,660	110,22
-0,675	109,75
-0,691	109,25
-0,705	108,74
-0,719	108,30
-0,734	107,83
-0,749	107,48
-0,763	106,94
-0,778	106,49
-0,790	106,15
-0,803	105,73
-0,815	105,26
-0,828	104,98
-0,840	104,53
-0,853	104,16
-0,864	103,83
-0,875	103,51
-0,886	103,15
-0,897	102,84
-0,908	102,54
-0,917	102,25
-0,927	101,90
-0,936	101,60
-0,946	101,35
-0,953	101,09
-0,963	100,80
-0,971	100,59
-0,979	100,28
-0,985	100,11
-0,993	99,90
-0,999	99,70
-1,004	99,52
-1,010	99,38
-1,016	99,20
-1,023	99,03
-1,027	98,87
-1,032	98,73
-1,037	98,56
-1,041	98,45
-1,045	98,34
-1,048	98,18
-1,051	98,04
-1,054	97,99
-1,056	97,86
-1,057	97,73
-1,059	97,70
-1,060	97,68
-1,062	97,61
-1,063	97,56
-1,063	97,55
-1,063	97,54
-1,063	97,48
-1,063	97,45
-1,063	97,48
-1,063	97,46
-1,062	97,48
-1,060	97,46
-1,059	97,46
-1,056	97,50
-1,052	97,46
-1,049	97,52
-1,046	97,56
-1,043	97,60
-1,038	97,66
-1,034	97,67
-1,027	97,72
-1,023	97,85
-1,018	97,96
-1,012	98,04
-1,005	98,16
-0,999	98,28
-0,993	98,40
-0,985	98,52
-0,975	98,65
-0,968	98,77
-0,960	98,92
-0,952	99,07
-0,942	99,26
-0,935	99,37
-0,924	99,58
-0,914	99,74
-0,905	99,95
-0,894	100,20
-0,883	100,34
-0,872	100,60
-0,861	100,83
-0,850	101,06
-0,837	101,29
-0,825	101,59
-0,814	101,82
-0,801	102,12
-0,789	102,35
-0,774	102,64
-0,762	102,97
-0,748	103,23
-0,734	103,55
-0,719	103,88
-0,705	104,16
-0,691	104,52
-0,675	104,83
-0,661	105,23
-0,646	105,56
-0,630	105,90
-0,614	106,34
-0,598	106,79
-0,583	107,08
-0,565	107,58
-0,550	108,02
-0,534	108,38
-0,517	108,85
-0,500	109,24
-0,482	109,74
-0,465	110,19
-0,448	110,63
-0,430	111,15
-0,413	111,67
-0,396	112,13
-0,379	112,73
-0,360	113,33
-0,342	113,77
-0,324	114,40
-0,306	114,81
-0,287	115,48
-0,270	116,09
-0,251	116,62
-0,232	117,24
-0,215	117,96
-0,196	118,46
-0,179	119,12
-0,160	119,81
-0,141	120,40
-0,124	121,05
-0,105	121,66
-0,088	122,35
-0,069	123,04
-0,050	123,62
-0,033	124,33
-0,014	125,12
0,003	125,65
0,022	126,46
0,039	127,24
0,057	127,85
0,074	128,69
0,091	129,31
0,108	130,12
0,126	131,01
0,145	131,66
0,160	132,56
0,178	133,47
0,193	134,12
0,210	134,94
0,226	135,84
0,243	136,48
0,259	137,39
0,276	138,25
0,292	139,01
0,308	139,85
0,324	140,56
0,338	141,46
0,353	142,38
0,369	143,09
0,383	144,04
0,399	144,90
0,413	145,56
0,427	146,52
0,441	147,35
0,456	148,08
0,470	149,04
0,484	149,92
0,496	150,63
0,511	151,46
0,523	152,34
0,536	153,10
0,547	153,90
0,559	154,78
0,572	155,45
0,584	156,33
0,595	157,00
0,608	157,86
0,619	158,66
0,630	159,27
0,641	160,14
0,650	160,90
0,661	161,58
0,672	162,40
0,682	163,08
0,691	163,75
0,702	164,49
0,710	165,27
0,721	165,76
0,729	166,51
0,738	167,24
0,746	167,79
0,754	168,52
0,762	169,20
0,771	169,63
0,778	170,35
0,785	170,89
0,793	171,45
0,800	172,08
0,806	172,58
0,814	173,20
0,820	173,79
0,826	174,22
0,833	174,72
0,839	175,23
0,845	175,63
0,850	176,12
0,855	176,62
0,861	177,00
0,866	177,54
0,870	178,00
0,877	178,40
0,880	178,78
0,884	179,16
0,889	179,56
0,894	179,95
0,897	180,25
0,902	180,60
0,905	180,97
0,908	181,22
0,911	181,59
0,914	181,87
0,917	182,09
0,920	182,41
0,924	182,69
0,925	182,93
0,928	183,32
0,930	183,51
0,933	183,65
0,935	183,92
0,936	184,16
0,938	184,25
0,939	184,53
0,941	184,64
0,942	184,81
0,942	184,99
0,944	185,11
0,946	185,23
0,946	185,39
0,946	185,54
0,946	185,66
0,947	185,78
0,947	185,93
0,947	185,89
0,947	186,02
0,947	186,05
0,947	186,10
0,947	186,07
0,947	186,19
0,947	186,07
0,947	186,10
0,946	186,15
0,944	186,19
0,944	186,15
0,942	186,10
0,941	186,08
0,939	186,02
0,938	185,95
0,936	185,93
0,933	185,87
0,931	185,72
0,928	185,63
0,925	185,51
0,924	185,39
0,920	185,27
0,917	185,11
0,914	184,93
0,911	184,80
0,908	184,68
0,903	184,36
0,900	184,22
0,895	184,01
0,891	183,78
0,886	183,62
0,883	183,36
0,878	183,03
0,873	182,84
0,867	182,58
0,862	182,31
0,858	182,00
0,851	181,65
0,845	181,29
0,840	180,95
0,834	180,58
0,828	180,24
0,820	179,88
0,814	179,57
0,806	179,12
0,800	178,62
0,792	178,19
0,785	177,83
0,778	177,38
0,770	176,84
0,760	176,45
0,752	175,94
0,745	175,39
0,735	174,93
0,726	174,39
0,716	173,91
0,707	173,37
0,697	172,75
0,688	172,22
0,679	171,60
0,668	170,98
0,657	170,48
0,646	169,80
0,636	169,16
0,625	168,63
0,614	167,98
0,602	167,25
0,591	166,69
0,578	166,00
0,565	165,27
0,553	164,63
0,540	163,83
0,528	163,13
0,515	162,44
0,503	161,69
0,489	160,97
0,474	160,18
0,460	159,38
0,446	158,70
0,432	157,83
0,418	156,98
0,402	156,33
0,388	155,43
0,372	154,60
0,357	153,85
0,341	152,96
0,325	152,05
0,309	151,41
0,294	150,49
0,276	149,65
0,261	148,91
0,243	147,93
0,226	147,20
0,209	146,32
0,193	145,37
0,176	144,68
0,157	143,73
0,140	142,81
0,123	142,10
0,105	141,16
0,086	140,27
0,069	139,46
0,052	138,53
0,033	137,58
0,014	136,85
-0,003	135,93
-0,022	134,96
-0,041	134,27
-0,060	133,35
-0,079	132,43
-0,097	131,66
-0,115	130,77
-0,134	130,15
-0,152	129,21
-0,171	128,30
-0,190	127,64
-0,209	126,86
-0,228	126,01
-0,247	125,27
-0,265	124,47
-0,284	123,89
-0,303	123,07
-0,322	122,28
-0,341	121,64
-0,358	120,89
-0,377	120,11
-0,396	119,55
-0,413	118,75
-0,432	118,07
-0,449	117,51
-0,467	116,80
-0,484	116,28
-0,501	115,64
-0,518	114,95
-0,536	114,44
-0,553	113,82
-0,570	113,20
-0,587	112,68
-0,603	112,07
-0,620	111,61
-0,636	111,00
-0,652	110,45
-0,668	110,00
-0,683	109,49
-0,697	108,97
-0,712	108,53
-0,727	107,99
-0,741	107,53
-0,756	107,18
-0,770	106,71
-0,784	106,38
-0,796	105,93
-0,809	105,49
-0,822	105,10
-0,834	104,73
-0,847	104,38
-0,858	104,00
-0,869	103,62
-0,881	103,25
-0,892	102,95
-0,902	102,61
-0,913	102,39
-0,922	102,05
-0,931	101,74
-0,941	101,50
-0,949	101,17
-0,958	100,94
-0,966	100,72
-0,974	100,41
-0,982	100,13
-0,988	99,98
-0,994	99,78
-1,001	99,59
-1,007	99,39
-1,013	99,21
-1,019	99,06
-1,024	98,90
-1,029	98,75
-1,034	98,58
-1,038	98,44
-1,043	98,35
-1,046	98,15
-1,051	98,05
-1,054	97,94
-1,056	97,86
-1,057	97,78
-1,059	97,70
-1,060	97,61
-1,062	97,58
-1,062	97,52
-1,063	97,49
-1,063	97,50
-1,063	97,46
-1,063	97,45
-1,063	97,47
-1,063	97,44
-1,062	97,43
-1,062	97,44
-1,059	97,44
-1,057	97,48
-1,054	97,45
-1,051	97,46
-1,048	97,50
-1,045	97,52
-1,040	97,59
-1,037	97,60
-1,030	97,67
-1,026	97,76
-1,021	97,85
-1,016	97,95
-1,010	98,11
-1,004	98,20
-0,996	98,36
-0,988	98,47
-0,980	98,62
-0,974	98,76
-0,966	98,90
-0,957	99,02
-0,949	99,22
-0,939	99,36
-0,930	99,53
-0,919	99,76
-0,909	99,88
-0,898	100,09
-0,889	100,31
-0,878	100,53
-0,867	100,80
-0,856	100,98
-0,844	101,25
-0,833	101,57
-0,820	101,75
-0,807	102,04
-0,795	102,36
-0,782	102,58
-0,768	102,93
-0,756	103,13
-0,741	103,48
-0,727	103,81
-0,713	104,09
-0,699	104,44
-0,685	104,77
-0,669	105,10
-0,653	105,48
-0,638	105,78
-0,622	106,19
-0,606	106,59
-0,591	106,94
-0,575	107,38
-0,559	107,84
-0,542	108,20
-0,526	108,67
-0,509	109,10
-0,492	109,50
-0,474	109,99
-0,457	110,42
-0,440	110,89
-0,423	111,39
-0,405	111,91
-0,388	112,48
-0,371	113,00
-0,352	113,49
-0,335	114,09
-0,316	114,71
-0,298	115,21
-0,280	115,76
-0,261	116,35
-0,243	116,98
-0,225	117,62
-0,207	118,11
-0,188	118,85
-0,171	119,47
-0,152	120,03
-0,134	120,74
-0,115	121,39
-0,097	121,94
-0,080	122,69
-0,061	123,28
-0,042	123,97
-0,025	124,71
-0,006	125,29
0,013	126,09
0,030	126,84
0,047	127,46
0,064	128,27
0,082	128,92
0,099	129,78
0,116	130,57
0,134	131,21
0,151	132,09
0,168	132,96
0,185	133,63
0,201	134,54
0,218	135,41
0,234	136,06
0,251	136,97
0,267	137,85
0,283	138,56
0,298	139,42
0,314	140,13
0,330	141,06
0,346	141,92
0,361	142,61
0,375	143,53
0,390	144,42
0,405	145,15
0,419	146,03
0,434	146,90
0,448	147,67
