Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
594,2000	-14,9
594,4000	-15,0
594,6000	-15,0
594,8000	-15,0
595,0000	-15,0
595,2000	-15,1
595,4000	-15,1
595,6000	-15,1
595,8000	-15,1
596,0000	-15,2
596,2000	-15,2
596,4000	-15,2
596,6000	-15,2
596,8000	-15,3
597,0000	-15,3
597,2000	-15,3
597,4000	-15,3
597,6000	-15,4
597,8000	-15,4
598,0000	-15,4
598,2000	-15,4
598,4000	-15,4
598,6000	-15,5
598,8000	-15,5
599,0000	-15,5
599,2000	-15,5
599,4000	-15,6
599,6000	-15,6
599,8000	-15,6
600,0000	-15,6
600,2000	-15,7
600,4000	-15,7
600,6000	-15,7
600,8000	-15,7
601,0000	-15,8
601,2000	-15,8
601,4000	-15,8
601,6000	-15,8
601,8000	-15,9
602,0000	-15,9
602,2000	-15,9
602,4000	-15,9
602,6000	-15,9
602,8000	-16,0
603,0000	-16,0
603,2000	-16,0
603,4000	-16,0
603,6000	-16,1
603,8000	-16,1
604,0000	-16,1
604,2000	-16,1
604,4000	-16,2
604,6000	-16,2
604,8000	-16,2
605,0000	-16,2
605,2000	-16,2
605,4000	-16,3
605,6000	-16,3
605,8000	-16,3
606,0000	-16,3
606,2000	-16,3
606,4000	-16,4
606,6000	-16,4
606,8000	-16,4
607,0000	-16,4
607,2000	-16,5
607,4000	-16,5
607,6000	-16,5
607,8000	-16,5
608,0000	-16,5
608,2000	-16,6
608,4000	-16,6
608,6000	-16,6
608,8000	-16,6
609,0000	-16,7
609,2000	-16,7
609,4000	-16,7
609,6000	-16,7
609,8000	-16,7
610,0000	-16,8
610,2000	-16,8
610,4000	-16,8
610,6000	-16,8
610,8000	-16,8
611,0000	-16,9
611,2000	-16,9
611,4000	-16,9
611,6000	-16,9
611,8000	-17,0
612,0000	-17,0
612,2000	-17,0
612,4000	-17,0
612,6000	-17,0
612,8000	-17,1
613,0000	-17,1
613,2000	-17,1
613,4000	-17,1
613,6000	-17,1
613,8000	-17,2
614,0000	-17,2
614,2000	-17,2
614,4000	-17,2
614,6000	-17,2
614,8000	-17,3
615,0000	-17,3
615,2000	-17,3
615,4000	-17,3
615,6000	-17,3
615,8000	-17,4
616,0000	-17,4
616,2000	-17,4
616,4000	-17,4
616,6000	-17,4
616,8000	-17,5
617,0000	-17,5
617,2000	-17,5
617,4000	-17,5
617,6000	-17,5
617,8000	-17,6
618,0000	-17,6
618,2000	-17,6
618,4000	-17,6
618,6000	-17,6
618,8000	-17,7
619,0000	-17,7
619,2000	-17,7
619,4000	-17,7
619,6000	-17,7
619,8000	-17,8
620,0000	-17,8
620,2000	-17,8
620,4000	-17,8
620,6000	-17,8
620,8000	-17,9
621,0000	-17,9
621,2000	-17,9
621,4000	-17,9
621,6000	-17,9
621,8000	-17,9
622,0000	-18,0
622,2000	-18,0
622,4000	-18,0
622,6000	-18,0
622,8000	-18,0
623,0000	-18,1
623,2000	-18,1
623,4000	-18,1
623,6000	-18,1
623,8000	-18,1
624,0000	-18,1
624,2000	-18,2
624,4000	-18,2
624,6000	-18,2
624,8000	-18,2
625,0000	-18,2
625,2000	-18,3
625,4000	-18,3
625,6000	-18,3
625,8000	-18,3
626,0000	-18,3
626,2000	-18,3
626,4000	-18,4
626,6000	-18,4
626,8000	-18,4
627,0000	-18,4
627,2000	-18,4
627,4000	-18,5
627,6000	-18,5
627,8000	-18,5
628,0000	-18,5
628,2000	-18,5
628,4000	-18,5
628,6000	-18,6
628,8000	-18,6
629,0000	-18,6
629,2000	-18,6
629,4000	-18,6
629,6000	-18,6
629,8000	-18,7
630,0000	-18,7
630,2000	-18,7
630,4000	-18,7
630,6000	-18,7
630,8000	-18,7
631,0000	-18,8
631,2000	-18,8
631,4000	-18,8
631,6000	-18,8
631,8000	-18,8
632,0000	-18,8
632,2000	-18,9
632,4000	-18,9
632,6000	-18,9
632,8000	-18,9
633,0000	-18,9
633,2000	-18,9
633,4000	-19,0
633,6000	-19,0
633,8000	-19,0
634,0000	-19,0
634,2000	-19,0
634,4000	-19,0
634,6000	-19,1
634,8000	-19,1
635,0000	-19,1
635,2000	-19,1
635,4000	-19,1
635,6000	-19,1
635,8000	-19,2
636,0000	-19,2
636,2000	-19,2
636,4000	-19,2
636,6000	-19,2
636,8000	-19,2
637,0000	-19,2
637,2000	-19,3
637,4000	-19,3
637,6000	-19,3
637,8000	-19,3
638,0000	-19,3
638,2000	-19,3
638,4000	-19,4
638,6000	-19,4
638,8000	-19,4
639,0000	-19,4
639,2000	-19,4
639,4000	-19,4
639,6000	-19,4
639,8000	-19,5
640,0000	-19,5
640,2000	-19,5
640,4000	-19,5
640,6000	-19,5
640,8000	-19,5
641,0000	-19,5
641,2000	-19,6
641,4000	-19,6
641,6000	-19,6
641,8000	-19,6
642,0000	-19,6
642,2000	-19,6
642,4000	-19,6
642,6000	-19,7
642,8000	-19,7
643,0000	-19,7
643,2000	-19,7
643,4000	-19,7
643,6000	-19,7
643,8000	-19,7
644,0000	-19,8
644,2000	-19,8
644,4000	-19,8
644,6000	-19,8
644,8000	-19,8
645,0000	-19,8
645,2000	-19,8
645,4000	-19,8
645,6000	-19,9
645,8000	-19,9
646,0000	-19,9
646,2000	-19,9
646,4000	-19,9
646,6000	-19,9
646,8000	-19,9
647,0000	-20,0
647,2000	-20,0
647,4000	-20,0
647,6000	-20,0
647,8000	-20,0
648,0000	-20,0
648,2000	-20,0
648,4000	-20,1
648,6000	-20,1
648,8000	-20,1
649,0000	-20,1
649,2000	-20,1
649,4000	-20,1
649,6000	-20,1
649,8000	-20,1
650,0000	-20,2
650,2000	-20,2
650,4000	-20,2
650,6000	-20,2
650,8000	-20,2
651,0000	-20,2
651,2000	-20,2
651,4000	-20,2
651,6000	-20,3
651,8000	-20,3
652,0000	-20,3
652,2000	-20,3
652,4000	-20,3
652,6000	-20,3
652,8000	-20,3
653,0000	-20,3
653,2000	-20,4
653,4000	-20,4
653,6000	-20,4
653,8000	-20,4
654,0000	-20,4
654,2000	-20,4
654,4000	-20,4
654,6000	-20,4
654,8000	-20,4
655,0000	-20,5
655,2000	-20,5
655,4000	-20,5
655,6000	-20,5
655,8000	-20,5
656,0000	-20,5
656,2000	-20,5
656,4000	-20,5
656,6000	-20,6
656,8000	-20,6
657,0000	-20,6
657,2000	-20,6
657,4000	-20,6
657,6000	-20,6
657,8000	-20,6
658,0000	-20,6
658,2000	-20,7
658,4000	-20,7
658,6000	-20,7
658,8000	-20,7
659,0000	-20,7
659,2000	-20,7
659,4000	-20,7
659,6000	-20,7
659,8000	-20,8
660,0000	-20,8
660,2000	-20,8
660,4000	-20,8
660,6000	-20,8
660,8000	-20,8
661,0000	-20,8
661,2000	-20,8
661,4000	-20,8
661,6000	-20,8
661,8000	-20,9
662,0000	-20,9
662,2000	-20,9
662,4000	-20,9
662,6000	-20,9
662,8000	-20,9
663,0000	-20,9
663,2000	-20,9
663,4000	-20,9
663,6000	-21,0
663,8000	-21,0
664,0000	-21,0
664,2000	-21,0
664,4000	-21,0
664,6000	-21,0
664,8000	-21,0
665,0000	-21,0
665,2000	-21,0
665,4000	-21,1
665,6000	-21,1
665,8000	-21,1
666,0000	-21,1
666,2000	-21,1
666,4000	-21,1
666,6000	-21,1
666,8000	-21,1
667,0000	-21,1
667,2000	-21,2
667,4000	-21,2
667,6000	-21,2
667,8000	-21,2
668,0000	-21,2
668,2000	-21,2
668,4000	-21,2
668,6000	-21,2
668,8000	-21,2
669,0000	-21,2
669,2000	-21,3
669,4000	-21,3
669,6000	-21,3
669,8000	-21,3
670,0000	-21,3
670,2000	-21,3
670,4000	-21,3
670,6000	-21,3
670,8000	-21,3
671,0000	-21,3
671,2000	-21,4
671,4000	-21,4
671,6000	-21,4
671,8000	-21,4
672,0000	-21,4
672,2000	-21,4
672,4000	-21,4
672,6000	-21,4
672,8000	-21,4
673,0000	-21,4
673,2000	-21,5
673,4000	-21,5
673,6000	-21,5
673,8000	-21,5
674,0000	-21,5
674,2000	-21,5
674,4000	-21,5
674,6000	-21,5
674,8000	-21,5
675,0000	-21,5
675,2000	-21,5
675,4000	-21,6
675,6000	-21,6
675,8000	-21,6
676,0000	-21,6
676,2000	-21,6
676,4000	-21,6
676,6000	-21,6
676,8000	-21,6
677,0000	-21,6
677,2000	-21,6
677,4000	-21,6
677,6000	-21,7
677,8000	-21,7
678,0000	-21,7
678,2000	-21,7
678,4000	-21,7
678,6000	-21,7
678,8000	-21,7
679,0000	-21,7
679,2000	-21,7
679,4000	-21,7
679,6000	-21,7
679,8000	-21,8
680,0000	-21,8
680,2000	-21,8
680,4000	-21,8
680,6000	-21,8
680,8000	-21,8
681,0000	-21,8
681,2000	-21,8
681,4000	-21,8
681,6000	-21,8
681,8000	-21,9
682,0000	-21,9
682,2000	-21,9
682,4000	-21,9
682,6000	-21,9
682,8000	-21,9
683,0000	-21,9
683,2000	-21,9
683,4000	-21,9
683,6000	-21,9
683,8000	-21,9
684,0000	-22,0
684,2000	-22,0
684,4000	-22,0
684,6000	-22,0
684,8000	-22,0
685,0000	-22,0
685,2000	-22,0
685,4000	-22,0
685,6000	-22,0
685,8000	-22,0
686,0000	-22,0
686,2000	-22,0
686,4000	-22,0
686,6000	-22,1
686,8000	-22,1
687,0000	-22,1
687,2000	-22,1
687,4000	-22,1
687,6000	-22,1
687,8000	-22,1
688,0000	-22,1
688,2000	-22,1
688,4000	-22,1
688,6000	-22,1
688,8000	-22,1
689,0000	-22,2
689,2000	-22,2
689,4000	-22,2
689,6000	-22,2
689,8000	-22,2
690,0000	-22,2
690,2000	-22,2
690,4000	-22,2
690,6000	-22,2
690,8000	-22,2
691,0000	-22,2
691,2000	-22,2
691,4000	-22,2
691,6000	-22,3
691,8000	-22,3
692,0000	-22,3
692,2000	-22,3
692,4000	-22,3
692,6000	-22,3
692,8000	-22,3
693,0000	-22,3
693,2000	-22,3
693,4000	-22,3
693,6000	-22,3
693,8000	-22,3
694,0000	-22,3
694,2000	-22,3
694,4000	-22,4
694,6000	-22,4
694,8000	-22,4
695,0000	-22,4
695,2000	-22,4
695,4000	-22,4
695,6000	-22,4
695,8000	-22,4
696,0000	-22,4
696,2000	-22,4
696,4000	-22,4
696,6000	-22,4
696,8000	-22,4
697,0000	-22,4
697,2000	-22,5
697,4000	-22,5
697,6000	-22,5
697,8000	-22,5
698,0000	-22,5
698,2000	-22,5
698,4000	-22,5
698,6000	-22,5
698,8000	-22,5
699,0000	-22,5
699,2000	-22,5
699,4000	-22,5
699,6000	-22,5
699,8000	-22,5
700,0000	-22,6
700,2000	-22,6
700,4000	-22,6
700,6000	-22,6
700,8000	-22,6
701,0000	-22,6
701,2000	-22,6
701,4000	-22,6
701,6000	-22,6
701,8000	-22,6
702,0000	-22,6
702,2000	-22,6
702,4000	-22,6
702,6000	-22,6
702,8000	-22,6
703,0000	-22,7
703,2000	-22,7
703,4000	-22,7
703,6000	-22,7
703,8000	-22,7
704,0000	-22,7
704,2000	-22,7
704,4000	-22,7
704,6000	-22,7
704,8000	-22,7
705,0000	-22,7
705,2000	-22,7
705,4000	-22,7
705,6000	-22,7
705,8000	-22,7
706,0000	-22,7
706,2000	-22,8
706,4000	-22,8
706,6000	-22,8
706,8000	-22,8
707,0000	-22,8
707,2000	-22,8
707,4000	-22,8
707,6000	-22,8
707,8000	-22,8
708,0000	-22,8
708,2000	-22,8
708,4000	-22,8
708,6000	-22,8
708,8000	-22,8
709,0000	-22,8
709,2000	-22,8
709,4000	-22,8
709,6000	-22,9
709,8000	-22,9
710,0000	-22,9
710,2000	-22,9
710,4000	-22,9
710,6000	-22,9
710,8000	-22,9
711,0000	-22,9
711,2000	-22,9
711,4000	-22,9
711,6000	-22,9
711,8000	-22,9
712,0000	-22,9
712,2000	-22,9
712,4000	-22,9
712,6000	-22,9
712,8000	-22,9
713,0000	-23,0
713,2000	-23,0
713,4000	-23,0
713,6000	-23,0
713,8000	-23,0
714,0000	-23,0
714,2000	-23,0
714,4000	-23,0
714,6000	-23,0
714,8000	-23,0
715,0000	-23,0
715,2000	-23,0
715,4000	-23,0
715,6000	-23,0
715,8000	-23,0
716,0000	-23,0
716,2000	-23,0
716,4000	-23,0
716,6000	-23,0
716,8000	-23,1
717,0000	-23,1
717,2000	-23,1
717,4000	-23,1
717,6000	-23,1
717,8000	-23,1
718,0000	-23,1
718,2000	-23,1
718,4000	-23,1
718,6000	-23,1
718,8000	-23,1
719,0000	-23,1
719,2000	-23,1
719,4000	-23,1
719,6000	-23,1
719,8000	-23,1
720,0000	-23,1
720,2000	-23,1
720,4000	-23,1
720,6000	-23,2
720,8000	-23,2
721,0000	-23,2
721,2000	-23,2
721,4000	-23,2
721,6000	-23,2
721,8000	-23,2
722,0000	-23,2
722,2000	-23,2
722,4000	-23,2
722,6000	-23,2
722,8000	-23,2
723,0000	-23,2
723,2000	-23,2
723,4000	-23,2
723,6000	-23,2
723,8000	-23,2
724,0000	-23,2
724,2000	-23,2
724,4000	-23,2
724,6000	-23,2
724,8000	-23,3
725,0000	-23,3
725,2000	-23,3
725,4000	-23,3
725,6000	-23,3
725,8000	-23,3
726,0000	-23,3
726,2000	-23,3
726,4000	-23,3
726,6000	-23,3
726,8000	-23,3
727,0000	-23,3
727,2000	-23,3
727,4000	-23,3
727,6000	-23,3
727,8000	-23,3
728,0000	-23,3
728,2000	-23,3
728,4000	-23,3
728,6000	-23,3
728,8000	-23,3
729,0000	-23,4
729,2000	-23,4
729,4000	-23,4
729,6000	-23,4
729,8000	-23,4
730,0000	-23,4
730,2000	-23,4
730,4000	-23,4
730,6000	-23,4
730,8000	-23,4
731,0000	-23,4
731,2000	-23,4
731,4000	-23,4
731,6000	-23,4
731,8000	-23,4
732,0000	-23,4
732,2000	-23,4
732,4000	-23,4
732,6000	-23,4
732,8000	-23,4
733,0000	-23,4
733,2000	-23,4
733,4000	-23,4
733,6000	-23,4
733,8000	-23,5
734,0000	-23,4
734,2000	-23,5
734,4000	-23,5
734,6000	-23,5
734,8000	-23,5
735,0000	-23,5
735,2000	-23,5
735,4000	-23,5
735,6000	-23,5
735,8000	-23,5
736,0000	-23,5
736,2000	-23,5
736,4000	-23,5
736,6000	-23,5
736,8000	-23,5
737,0000	-23,5
737,2000	-23,5
737,4000	-23,5
737,6000	-23,5
737,8000	-23,5
738,0000	-23,5
738,2000	-23,5
738,4000	-23,5
738,6000	-23,5
738,8000	-23,5
739,0000	-23,5
739,2000	-23,6
739,4000	-23,6
739,6000	-23,6
739,8000	-23,6
740,0000	-23,6
740,2000	-23,6
740,4000	-23,6
740,6000	-23,6
740,8000	-23,6
741,0000	-23,6
741,2000	-23,6
741,4000	-23,6
741,6000	-23,6
741,8000	-23,6
742,0000	-23,6
742,2000	-23,6
742,4000	-23,6
742,6000	-23,6
742,8000	-23,6
743,0000	-23,6
743,2000	-23,6
743,4000	-23,6
743,6000	-23,6
743,8000	-23,6
744,0000	-23,6
744,2000	-23,6
744,4000	-23,6
744,6000	-23,7
744,8000	-23,7
745,0000	-23,7
745,2000	-23,7
745,4000	-23,7
745,6000	-23,7
745,8000	-23,7
746,0000	-23,7
746,2000	-23,7
746,4000	-23,7
746,6000	-23,7
746,8000	-23,7
747,0000	-23,7
747,2000	-23,7
747,4000	-23,7
747,6000	-23,7
747,8000	-23,7
748,0000	-23,7
748,2000	-23,7
748,4000	-23,7
748,6000	-23,7
748,8000	-23,7
749,0000	-23,7
749,2000	-23,7
749,4000	-23,7
749,6000	-23,8
749,8000	-23,8
750,0000	-23,8
750,2000	-23,8
750,4000	-23,8
750,6000	-23,8
750,8000	-23,8
751,0000	-23,8
751,2000	-23,8
751,4000	-23,8
751,6000	-23,8
751,8000	-23,8
752,0000	-23,8
752,2000	-23,8
752,4000	-23,8
752,6000	-23,8
752,8000	-23,8
753,0000	-23,8
753,2000	-23,8
753,4000	-23,8
753,6000	-23,8
753,8000	-23,8
754,0000	-23,8
754,2000	-23,8
754,4000	-23,8
754,6000	-23,8
754,8000	-23,8
755,0000	-23,8
755,2000	-23,8
755,4000	-23,8
755,6000	-23,8
755,8000	-23,9
756,0000	-23,9
756,2000	-23,9
756,4000	-23,9
756,6000	-23,9
756,8000	-23,9
757,0000	-23,9
757,2000	-23,9
757,4000	-23,9
757,6000	-23,9
757,8000	-23,9
758,0000	-23,9
758,2000	-23,9
758,4000	-23,9
758,6000	-23,9
758,8000	-23,9
759,0000	-23,9
759,2000	-23,9
759,4000	-23,9
759,6000	-23,9
759,8000	-23,9
760,0000	-23,9
760,2000	-23,9
760,4000	-23,9
760,6000	-23,9
760,8000	-23,9
761,0000	-23,9
761,2000	-23,9
761,4000	-23,9
761,6000	-23,9
761,8000	-24,0
762,0000	-24,0
762,2000	-23,9
762,4000	-24,0
762,6000	-24,0
762,8000	-24,0
763,0000	-24,0
763,2000	-24,0
763,4000	-24,0
763,6000	-24,0
763,8000	-24,0
764,0000	-24,0
764,2000	-24,0
764,4000	-24,0
764,6000	-24,0
764,8000	-24,0
765,0000	-24,0
765,2000	-24,0
765,4000	-24,0
765,6000	-24,0
765,8000	-24,0
766,0000	-24,0
766,2000	-24,0
766,4000	-24,0
766,6000	-24,0
766,8000	-24,0
767,0000	-24,0
767,2000	-24,0
767,4000	-24,0
767,6000	-24,0
767,8000	-24,0
768,0000	-24,0
768,2000	-24,1
768,4000	-24,1
768,6000	-24,1
768,8000	-24,1
769,0000	-24,1
769,2000	-24,1
769,4000	-24,1
769,6000	-24,1
769,8000	-24,1
770,0000	-24,1
770,2000	-24,1
770,4000	-24,1
770,6000	-24,1
770,8000	-24,1
771,0000	-24,1
771,2000	-24,1
771,4000	-24,1
771,6000	-24,1
771,8000	-24,1
772,0000	-24,1
772,2000	-24,1
772,4000	-24,1
772,6000	-24,1
772,8000	-24,1
773,0000	-24,1
773,2000	-24,1
773,4000	-24,1
773,6000	-24,1
773,8000	-24,1
774,0000	-24,1
774,2000	-24,1
774,4000	-24,1
774,6000	-24,1
774,8000	-24,1
775,0000	-24,1
775,2000	-24,1
775,4000	-24,1
775,6000	-24,2
775,8000	-24,2
776,0000	-24,2
776,2000	-24,2
776,4000	-24,2
776,6000	-24,2
776,8000	-24,2
777,0000	-24,2
777,2000	-24,2
777,4000	-24,2
777,6000	-24,2
777,8000	-24,2
778,0000	-24,2
778,2000	-24,2
778,4000	-24,2
778,6000	-24,2
778,8000	-24,2
779,0000	-24,2
779,2000	-24,2
779,4000	-24,2
779,6000	-24,2
779,8000	-24,2
780,0000	-24,2
780,2000	-24,2
780,4000	-24,2
780,6000	-24,2
780,8000	-24,2
781,0000	-24,2
781,2000	-24,2
781,4000	-24,2
781,6000	-24,2
781,8000	-24,2
782,0000	-24,3
782,2000	-24,2
782,4000	-24,2
782,6000	-24,3
782,8000	-24,3
783,0000	-24,3
783,2000	-24,3
783,4000	-24,3
783,6000	-24,3
783,8000	-24,3
784,0000	-24,3
784,2000	-24,3
784,4000	-24,3
784,6000	-24,3
784,8000	-24,3
785,0000	-24,3
785,2000	-24,3
785,4000	-24,3
785,6000	-24,3
785,8000	-24,3
786,0000	-24,3
786,2000	-24,3
786,4000	-24,3
786,6000	-24,3
786,8000	-24,3
787,0000	-24,3
787,2000	-24,3
787,4000	-24,3
787,6000	-24,3
787,8000	-24,3
788,0000	-24,3
788,2000	-24,3
788,4000	-24,3
788,6000	-24,3
788,8000	-24,3
789,0000	-24,3
789,2000	-24,3
789,4000	-24,3
789,6000	-24,3
789,8000	-24,3
790,0000	-24,3
790,2000	-24,4
790,4000	-24,4
790,6000	-24,4
790,8000	-24,4
791,0000	-24,4
791,2000	-24,4
791,4000	-24,4
791,6000	-24,4
791,8000	-24,4
792,0000	-24,4
792,2000	-24,4
792,4000	-24,4
792,6000	-24,4
792,8000	-24,4
793,0000	-24,4
793,2000	-24,4
793,4000	-24,4
793,6000	-24,4
793,8000	-24,4
794,0000	-24,4
794,2000	-24,4
794,4000	-24,4
794,6000	-24,4
794,8000	-24,4
795,0000	-24,4
795,2000	-24,4
795,4000	-24,4
795,6000	-24,4
795,8000	-24,4
796,0000	-24,4
796,2000	-24,4
796,4000	-24,4
796,6000	-24,4
796,8000	-24,4
797,0000	-24,4
797,2000	-24,4
797,4000	-24,4
797,6000	-24,4
797,8000	-24,4
798,0000	-24,4
798,2000	-24,4
798,4000	-24,4
798,6000	-24,4
798,8000	-24,4
799,0000	-24,4
799,2000	-24,4
799,4000	-24,4
799,6000	-24,4
799,8000	-24,4
800,0000	-24,4
800,2000	-24,4
800,4000	-24,4
800,6000	-24,4
800,8000	-24,4
801,0000	-24,4
801,2000	-24,4
801,4000	-24,4
801,6000	-24,4
801,8000	-24,4
802,0000	-24,4
802,2000	-24,4
802,4000	-24,4
802,6000	-24,4
802,8000	-24,4
803,0000	-24,4
803,2000	-24,5
803,4000	-24,5
803,6000	-24,5
803,8000	-24,5
804,0000	-24,5
804,2000	-24,5
804,4000	-24,5
804,6000	-24,5
804,8000	-24,5
805,0000	-24,5
805,2000	-24,5
805,4000	-24,5
805,6000	-24,5
805,8000	-24,5
806,0000	-24,5
806,2000	-24,5
806,4000	-24,5
806,6000	-24,5
806,8000	-24,5
807,0000	-24,5
807,2000	-24,5
807,4000	-24,5
807,6000	-24,5
807,8000	-24,5
808,0000	-24,5
808,2000	-24,5
808,4000	-24,5
808,6000	-24,5
808,8000	-24,5
809,0000	-24,5
809,2000	-24,5
809,4000	-24,5
809,6000	-24,5
809,8000	-24,5
810,0000	-24,5
810,2000	-24,5
810,4000	-24,5
810,6000	-24,5
810,8000	-24,5
811,0000	-24,5
811,2000	-24,5
811,4000	-24,5
811,6000	-24,5
811,8000	-24,5
812,0000	-24,5
812,2000	-24,5
812,4000	-24,5
812,6000	-24,5
812,8000	-24,5
813,0000	-24,5
813,2000	-24,5
813,4000	-24,5
813,6000	-24,5
813,8000	-24,5
814,0000	-24,5
814,2000	-24,5
814,4000	-24,5
814,6000	-24,5
814,8000	-24,5
815,0000	-24,5
815,2000	-24,5
815,4000	-24,5
815,6000	-24,5
815,8000	-24,5
816,0000	-24,5
816,2000	-24,5
816,4000	-24,5
816,6000	-24,5
816,8000	-24,5
817,0000	-24,5
817,2000	-24,5
817,4000	-24,5
817,6000	-24,5
817,8000	-24,6
818,0000	-24,6
818,2000	-24,6
818,4000	-24,6
818,6000	-24,6
818,8000	-24,6
819,0000	-24,6
819,2000	-24,6
819,4000	-24,6
819,6000	-24,6
819,8000	-24,6
820,0000	-24,6
820,2000	-24,6
820,4000	-24,6
820,6000	-24,6
820,8000	-24,6
821,0000	-24,6
821,2000	-24,6
821,4000	-24,6
821,6000	-24,6
821,8000	-24,6
822,0000	-24,6
822,2000	-24,6
822,4000	-24,6
822,6000	-24,6
822,8000	-24,6
823,0000	-24,6
823,2000	-24,6
823,4000	-24,6
823,6000	-24,6
823,8000	-24,6
824,0000	-24,6
824,2000	-24,6
824,4000	-24,6
824,6000	-24,6
824,8000	-24,6
825,0000	-24,6
825,2000	-24,6
825,4000	-24,6
825,6000	-24,6
825,8000	-24,6
826,0000	-24,6
826,2000	-24,6
826,4000	-24,6
826,6000	-24,6
826,8000	-24,6
827,0000	-24,6
827,2000	-24,6
827,4000	-24,6
827,6000	-24,6
827,8000	-24,6
828,0000	-24,6
828,2000	-24,6
828,4000	-24,6
828,6000	-24,6
828,8000	-24,6
829,0000	-24,6
829,2000	-24,6
829,4000	-24,6
829,6000	-24,6
829,8000	-24,7
830,0000	-24,6
830,2000	-24,6
830,4000	-24,6
830,6000	-24,7
830,8000	-24,7
831,0000	-24,7
831,2000	-24,7
831,4000	-24,6
831,6000	-24,7
831,8000	-24,7
832,0000	-24,7
832,2000	-24,7
832,4000	-24,7
832,6000	-24,7
832,8000	-24,7
833,0000	-24,7
833,2000	-24,7
833,4000	-24,7
833,6000	-24,7
833,8000	-24,7
834,0000	-24,7
834,2000	-24,7
834,4000	-24,7
834,6000	-24,7
834,8000	-24,7
835,0000	-24,7
835,2000	-24,7
835,4000	-24,7
835,6000	-24,7
835,8000	-24,7
836,0000	-24,7
836,2000	-24,7
836,4000	-24,7
836,6000	-24,7
836,8000	-24,7
837,0000	-24,7
837,2000	-24,7
837,4000	-24,7
837,6000	-24,7
837,8000	-24,7
838,0000	-24,7
838,2000	-24,7
838,4000	-24,7
838,6000	-24,7
838,8000	-24,7
839,0000	-24,7
839,2000	-24,7
839,4000	-24,7
839,6000	-24,7
839,8000	-24,7
840,0000	-24,7
840,2000	-24,7
840,4000	-24,7
840,6000	-24,7
840,8000	-24,7
841,0000	-24,7
841,2000	-24,7
841,4000	-24,7
841,6000	-24,7
841,8000	-24,7
842,0000	-24,7
842,2000	-24,7
842,4000	-24,7
842,6000	-24,7
842,8000	-24,7
843,0000	-24,7
843,2000	-24,7
843,4000	-24,7
843,6000	-24,7
843,8000	-24,7
844,0000	-24,7
844,2000	-24,7
844,4000	-24,7
844,6000	-24,7
844,8000	-24,7
845,0000	-24,7
845,2000	-24,7
845,4000	-24,7
845,6000	-24,7
845,8000	-24,7
846,0000	-24,7
846,2000	-24,7
846,4000	-24,8
846,6000	-24,8
846,8000	-24,8
847,0000	-24,7
847,2000	-24,8
847,4000	-24,8
847,6000	-24,8
847,8000	-24,8
848,0000	-24,8
848,2000	-24,8
848,4000	-24,8
848,6000	-24,8
848,8000	-24,8
849,0000	-24,8
849,2000	-24,8
849,4000	-24,8
849,6000	-24,8
849,8000	-24,8
850,0000	-24,8
850,2000	-24,8
850,4000	-24,8
850,6000	-24,8
850,8000	-24,8
851,0000	-24,8
851,2000	-24,8
851,4000	-24,8
851,6000	-24,8
851,8000	-24,8
852,0000	-24,8
852,2000	-24,8
852,4000	-24,8
852,6000	-24,8
852,8000	-24,8
853,0000	-24,8
853,2000	-24,8
853,4000	-24,8
853,6000	-24,8
853,8000	-24,8
854,0000	-24,8
854,2000	-24,8
854,4000	-24,8
854,6000	-24,8
854,8000	-24,8
855,0000	-24,8
855,2000	-24,8
855,4000	-24,8
855,6000	-24,8
855,8000	-24,8
856,0000	-24,8
856,2000	-24,8
856,4000	-24,8
856,6000	-24,8
856,8000	-24,8
857,0000	-24,8
857,2000	-24,8
857,4000	-24,8
857,6000	-24,8
857,8000	-24,8
858,0000	-24,8
858,2000	-24,8
858,4000	-24,8
858,6000	-24,8
858,8000	-24,8
859,0000	-24,8
859,2000	-24,8
859,4000	-24,8
859,6000	-24,8
859,8000	-24,8
860,0000	-24,8
860,2000	-24,8
860,4000	-24,8
860,6000	-24,8
860,8000	-24,8
861,0000	-24,8
861,2000	-24,8
861,4000	-24,8
861,6000	-24,8
861,8000	-24,8
862,0000	-24,8
862,2000	-24,8
862,4000	-24,8
862,6000	-24,8
862,8000	-24,8
863,0000	-24,8
863,2000	-24,8
863,4000	-24,8
863,6000	-24,9
863,8000	-24,9
864,0000	-24,8
864,2000	-24,9
864,4000	-24,9
864,6000	-24,9
864,8000	-24,8
865,0000	-24,9
865,2000	-24,9
865,4000	-24,9
865,6000	-24,9
865,8000	-24,9
866,0000	-24,9
866,2000	-24,9
866,4000	-24,9
866,6000	-24,9
866,8000	-24,9
867,0000	-24,9
867,2000	-24,9
867,4000	-24,9
867,6000	-24,9
867,8000	-24,9
868,0000	-24,9
868,2000	-24,9
868,4000	-24,9
868,6000	-24,9
868,8000	-24,9
869,0000	-24,9
869,2000	-24,9
869,4000	-24,9
869,6000	-24,9
869,8000	-24,9
870,0000	-24,9
870,2000	-24,9
870,4000	-24,9
870,6000	-24,9
870,8000	-24,9
871,0000	-24,9
871,2000	-24,9
871,4000	-24,9
871,6000	-24,9
871,8000	-24,9
872,0000	-24,9
872,2000	-24,9
872,4000	-24,9
872,6000	-24,9
872,8000	-24,9
873,0000	-24,9
873,2000	-24,9
