Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
28,4000	19,8
28,6000	19,8
28,8000	19,7
29,0000	19,7
29,2000	19,7
29,4000	19,6
29,6000	19,6
29,8000	19,5
30,0000	19,5
30,2000	19,5
30,4000	19,4
30,6000	19,4
30,8000	19,4
31,0000	19,3
31,2000	19,3
31,4000	19,2
31,6000	19,2
31,8000	19,2
32,0000	19,1
32,2000	19,1
32,4000	19,1
32,6000	19,0
32,8000	19,0
33,0000	19,0
33,2000	18,9
33,4000	18,9
33,6000	18,8
33,8000	18,8
34,0000	18,8
34,2000	18,7
34,4000	18,7
34,6000	18,7
34,8000	18,6
35,0000	18,6
35,2000	18,5
35,4000	18,5
35,6000	18,5
35,8000	18,4
36,0000	18,4
36,2000	18,4
36,4000	18,3
36,6000	18,3
36,8000	18,3
37,0000	18,2
37,2000	18,2
37,4000	18,1
37,6000	18,1
37,8000	18,1
38,0000	18,0
38,2000	18,0
38,4000	18,0
38,6000	17,9
38,8000	17,9
39,0000	17,9
39,2000	17,8
39,4000	17,8
39,6000	17,7
39,8000	17,7
40,0000	17,7
40,2000	17,6
40,4000	17,6
40,6000	17,6
40,8000	17,5
41,0000	17,5
41,2000	17,5
41,4000	17,4
41,6000	17,4
41,8000	17,3
42,0000	17,3
42,2000	17,3
42,4000	17,2
42,6000	17,2
42,8000	17,2
43,0000	17,1
43,2000	17,1
43,4000	17,1
43,6000	17,0
43,8000	17,0
44,0000	16,9
44,2000	16,9
44,4000	16,9
44,6000	16,8
44,8000	16,8
45,0000	16,8
45,2000	16,7
45,4000	16,7
45,6000	16,7
45,8000	16,6
46,0000	16,6
46,2000	16,6
46,4000	16,5
46,6000	16,5
46,8000	16,4
47,0000	16,4
47,2000	16,4
47,4000	16,3
47,6000	16,3
47,8000	16,3
48,0000	16,2
48,2000	16,2
48,4000	16,2
48,6000	16,1
48,8000	16,1
49,0000	16,1
49,2000	16,0
49,4000	16,0
49,6000	16,0
49,8000	15,9
50,0000	15,9
50,2000	15,9
50,4000	15,8
50,6000	15,8
50,8000	15,8
51,0000	15,7
51,2000	15,7
51,4000	15,7
51,6000	15,6
51,8000	15,6
52,0000	15,6
52,2000	15,5
52,4000	15,5
52,6000	15,5
52,8000	15,4
53,0000	15,4
53,2000	15,4
53,4000	15,3
53,6000	15,3
53,8000	15,2
54,0000	15,2
54,2000	15,2
54,4000	15,2
54,6000	15,1
54,8000	15,1
55,0000	15,0
55,2000	15,0
55,4000	15,0
55,6000	14,9
55,8000	14,9
56,0000	14,9
56,2000	14,8
56,4000	14,8
56,6000	14,8
56,8000	14,7
57,0000	14,7
57,2000	14,7
57,4000	14,6
57,6000	14,6
57,8000	14,6
58,0000	14,5
58,2000	14,5
58,4000	14,5
58,6000	14,4
58,8000	14,4
59,0000	14,4
59,2000	14,3
59,4000	14,3
59,6000	14,3
59,8000	14,2
60,0000	14,2
60,2000	14,2
60,4000	14,1
60,6000	14,1
60,8000	14,1
61,0000	14,0
61,2000	14,0
61,4000	14,0
61,6000	13,9
61,8000	13,9
62,0000	13,9
62,2000	13,8
62,4000	13,8
62,6000	13,8
62,8000	13,7
63,0000	13,7
63,2000	13,7
63,4000	13,7
63,6000	13,6
63,8000	13,6
64,0000	13,6
64,2000	13,5
64,4000	13,5
64,6000	13,5
64,8000	13,4
65,0000	13,4
65,2000	13,3
65,4000	13,3
65,6000	13,3
65,8000	13,3
66,0000	13,2
66,2000	13,2
66,4000	13,2
66,6000	13,1
66,8000	13,1
67,0000	13,1
67,2000	13,0
67,4000	13,0
67,6000	13,0
67,8000	12,9
68,0000	12,9
68,2000	12,9
68,4000	12,8
68,6000	12,8
68,8000	12,8
69,0000	12,7
69,2000	12,7
69,4000	12,7
69,6000	12,6
69,8000	12,6
70,0000	12,6
70,2000	12,5
70,4000	12,5
70,6000	12,5
70,8000	12,4
71,0000	12,4
71,2000	12,4
71,4000	12,3
71,6000	12,3
71,8000	12,3
72,0000	12,3
72,2000	12,2
72,4000	12,2
72,6000	12,2
72,8000	12,1
73,0000	12,1
73,2000	12,1
73,4000	12,0
73,6000	12,0
73,8000	12,0
74,0000	11,9
74,2000	11,9
74,4000	11,9
74,6000	11,8
74,8000	11,8
75,0000	11,8
75,2000	11,8
75,4000	11,7
75,6000	11,7
75,8000	11,7
76,0000	11,6
76,2000	11,6
76,4000	11,6
76,6000	11,5
76,8000	11,5
77,0000	11,5
77,2000	11,5
77,4000	11,4
77,6000	11,4
77,8000	11,4
78,0000	11,3
78,2000	11,3
78,4000	11,3
78,6000	11,2
78,8000	11,2
79,0000	11,2
79,2000	11,2
79,4000	11,1
79,6000	11,1
79,8000	11,1
80,0000	11,0
80,2000	11,0
80,4000	11,0
80,6000	10,9
80,8000	10,9
81,0000	10,9
81,2000	10,9
81,4000	10,8
81,6000	10,8
81,8000	10,8
82,0000	10,7
82,2000	10,7
82,4000	10,7
82,6000	10,6
82,8000	10,6
83,0000	10,6
83,2000	10,6
83,4000	10,5
83,6000	10,5
83,8000	10,5
84,0000	10,4
84,2000	10,4
84,4000	10,4
84,6000	10,4
84,8000	10,3
85,0000	10,3
85,2000	10,3
85,4000	10,2
85,6000	10,2
85,8000	10,2
86,0000	10,2
86,2000	10,1
86,4000	10,1
86,6000	10,1
86,8000	10,0
87,0000	10,0
87,2000	10,0
87,4000	9,9
87,6000	9,9
87,8000	9,9
88,0000	9,9
88,2000	9,8
88,4000	9,8
88,6000	9,8
88,8000	9,7
89,0000	9,7
89,2000	9,7
89,4000	9,7
89,6000	9,6
89,8000	9,6
90,0000	9,6
90,2000	9,5
90,4000	9,5
90,6000	9,5
90,8000	9,4
91,0000	9,4
91,2000	9,4
91,4000	9,4
91,6000	9,3
91,8000	9,3
92,0000	9,3
92,2000	9,2
92,4000	9,2
92,6000	9,2
92,8000	9,2
93,0000	9,1
93,2000	9,1
93,4000	9,1
93,6000	9,0
93,8000	9,0
94,0000	9,0
94,2000	9,0
94,4000	8,9
94,6000	8,9
94,8000	8,9
95,0000	8,9
95,2000	8,8
95,4000	8,8
95,6000	8,8
95,8000	8,7
96,0000	8,7
96,2000	8,7
96,4000	8,7
96,6000	8,6
96,8000	8,6
97,0000	8,6
97,2000	8,5
97,4000	8,5
97,6000	8,5
97,8000	8,5
98,0000	8,4
98,2000	8,4
98,4000	8,4
98,6000	8,4
98,8000	8,3
99,0000	8,3
99,2000	8,3
99,4000	8,2
99,6000	8,2
99,8000	8,2
100,0000	8,2
100,2000	8,1
100,4000	8,1
100,6000	8,1
100,8000	8,1
101,0000	8,0
101,2000	8,0
101,4000	8,0
101,6000	7,9
101,8000	7,9
102,0000	7,9
102,2000	7,9
102,4000	7,8
102,6000	7,8
102,8000	7,8
103,0000	7,8
103,2000	7,7
103,4000	7,7
103,6000	7,7
103,8000	7,7
104,0000	7,6
104,2000	7,6
104,4000	7,6
104,6000	7,6
104,8000	7,5
105,0000	7,5
105,2000	7,5
105,4000	7,5
105,6000	7,4
105,8000	7,4
106,0000	7,4
106,2000	7,3
106,4000	7,3
106,6000	7,3
106,8000	7,3
107,0000	7,2
107,2000	7,2
107,4000	7,2
107,6000	7,2
107,8000	7,1
108,0000	7,1
108,2000	7,1
108,4000	7,1
108,6000	7,0
108,8000	7,0
109,0000	7,0
109,2000	7,0
109,4000	6,9
109,6000	6,9
109,8000	6,9
110,0000	6,9
110,2000	6,8
110,4000	6,8
110,6000	6,8
110,8000	6,8
111,0000	6,7
111,2000	6,7
111,4000	6,7
111,6000	6,7
111,8000	6,6
112,0000	6,6
112,2000	6,6
112,4000	6,6
112,6000	6,5
112,8000	6,5
113,0000	6,5
113,2000	6,5
113,4000	6,4
113,6000	6,4
113,8000	6,4
114,0000	6,4
114,2000	6,3
114,4000	6,3
114,6000	6,3
114,8000	6,3
115,0000	6,2
115,2000	6,2
115,4000	6,2
115,6000	6,2
115,8000	6,1
116,0000	6,1
116,2000	6,1
116,4000	6,1
116,6000	6,0
116,8000	6,0
117,0000	6,0
117,2000	6,0
117,4000	5,9
117,6000	5,9
117,8000	5,9
118,0000	5,8
118,2000	5,8
118,4000	5,8
118,6000	5,8
118,8000	5,7
119,0000	5,7
119,2000	5,7
119,4000	5,7
119,6000	5,7
119,8000	5,6
120,0000	5,6
120,2000	5,6
120,4000	5,6
120,6000	5,5
120,8000	5,5
121,0000	5,5
121,2000	5,5
121,4000	5,4
121,6000	5,4
121,8000	5,4
122,0000	5,4
122,2000	5,3
122,4000	5,3
122,6000	5,3
122,8000	5,3
123,0000	5,2
123,2000	5,2
123,4000	5,2
123,6000	5,2
123,8000	5,1
124,0000	5,1
124,2000	5,1
124,4000	5,1
124,6000	5,1
124,8000	5,0
125,0000	5,0
125,2000	5,0
125,4000	5,0
125,6000	4,9
125,8000	4,9
126,0000	4,9
126,2000	4,9
126,4000	4,8
126,6000	4,8
126,8000	4,8
127,0000	4,8
127,2000	4,7
127,4000	4,7
127,6000	4,7
127,8000	4,7
128,0000	4,7
128,2000	4,6
128,4000	4,6
128,6000	4,6
128,8000	4,6
129,0000	4,5
129,2000	4,5
129,4000	4,5
129,6000	4,5
129,8000	4,4
130,0000	4,4
130,2000	4,4
130,4000	4,4
130,6000	4,4
130,8000	4,3
131,0000	4,3
131,2000	4,3
131,4000	4,3
131,6000	4,2
131,8000	4,2
132,0000	4,2
132,2000	4,2
132,4000	4,1
132,6000	4,1
132,8000	4,1
133,0000	4,1
133,2000	4,1
133,4000	4,0
133,6000	4,0
133,8000	4,0
134,0000	4,0
134,2000	3,9
134,4000	3,9
134,6000	3,9
134,8000	3,9
135,0000	3,9
135,2000	3,8
135,4000	3,8
135,6000	3,8
135,8000	3,8
136,0000	3,8
136,2000	3,7
136,4000	3,7
136,6000	3,7
136,8000	3,7
137,0000	3,6
137,2000	3,6
137,4000	3,6
137,6000	3,6
137,8000	3,6
138,0000	3,5
138,2000	3,5
138,4000	3,5
138,6000	3,5
138,8000	3,4
139,0000	3,4
139,2000	3,4
139,4000	3,4
139,6000	3,4
139,8000	3,3
140,0000	3,3
140,2000	3,3
140,4000	3,3
140,6000	3,2
140,8000	3,2
141,0000	3,2
141,2000	3,2
141,4000	3,2
141,6000	3,1
141,8000	3,1
142,0000	3,1
142,2000	3,1
142,4000	3,0
142,6000	3,0
142,8000	3,0
143,0000	3,0
143,2000	3,0
143,4000	2,9
143,6000	2,9
143,8000	2,9
144,0000	2,9
144,2000	2,8
144,4000	2,8
144,6000	2,8
144,8000	2,8
145,0000	2,8
145,2000	2,7
145,4000	2,7
145,6000	2,7
145,8000	2,7
146,0000	2,6
146,2000	2,6
146,4000	2,6
146,6000	2,6
146,8000	2,5
147,0000	2,5
147,2000	2,5
147,4000	2,5
147,6000	2,5
147,8000	2,4
148,0000	2,4
148,2000	2,4
148,4000	2,4
148,6000	2,3
148,8000	2,3
149,0000	2,3
149,2000	2,3
149,4000	2,3
149,6000	2,2
149,8000	2,2
150,0000	2,2
150,2000	2,2
150,4000	2,1
150,6000	2,1
150,8000	2,1
151,0000	2,1
151,2000	2,1
151,4000	2,0
151,6000	2,0
151,8000	2,0
152,0000	2,0
152,2000	1,9
152,4000	1,9
152,6000	1,9
152,8000	1,9
153,0000	1,9
153,2000	1,8
153,4000	1,8
153,6000	1,8
153,8000	1,8
154,0000	1,7
154,2000	1,7
154,4000	1,7
154,6000	1,7
154,8000	1,7
155,0000	1,6
155,2000	1,6
155,4000	1,6
155,6000	1,6
155,8000	1,6
156,0000	1,5
156,2000	1,5
156,4000	1,5
156,6000	1,5
156,8000	1,4
157,0000	1,4
157,2000	1,4
157,4000	1,4
157,6000	1,3
157,8000	1,3
158,0000	1,3
158,2000	1,3
158,4000	1,3
158,6000	1,2
158,8000	1,2
159,0000	1,2
159,2000	1,2
159,4000	1,1
159,6000	1,1
159,8000	1,1
160,0000	1,1
160,2000	1,1
160,4000	1,0
160,6000	1,0
160,8000	1,0
161,0000	1,0
161,2000	0,9
161,4000	0,9
161,6000	0,9
161,8000	0,9
162,0000	0,9
162,2000	0,8
162,4000	0,8
162,6000	0,8
162,8000	0,8
163,0000	0,7
163,2000	0,7
163,4000	0,7
163,6000	0,7
163,8000	0,7
164,0000	0,6
164,2000	0,6
164,4000	0,6
164,6000	0,6
164,8000	0,5
165,0000	0,5
165,2000	0,5
165,4000	0,5
165,6000	0,4
165,8000	0,4
166,0000	0,4
166,2000	0,4
166,4000	0,4
166,6000	0,3
166,8000	0,3
167,0000	0,3
167,2000	0,3
167,4000	0,2
167,6000	0,2
167,8000	0,2
168,0000	0,2
168,2000	0,1
168,4000	0,1
168,6000	0,1
168,8000	0,1
169,0000	0,1
169,2000	0,0
169,4000	0,0
169,6000	0,0
169,8000	0,0
170,0000	-0,1
170,2000	-0,1
170,4000	-0,1
170,6000	-0,1
170,8000	-0,1
171,0000	-0,2
171,2000	-0,2
171,4000	-0,2
171,6000	-0,2
171,8000	-0,3
172,0000	-0,3
172,2000	-0,3
172,4000	-0,3
172,6000	-0,3
172,8000	-0,4
173,0000	-0,4
173,2000	-0,4
173,4000	-0,4
173,6000	-0,5
173,8000	-0,5
174,0000	-0,5
174,2000	-0,5
174,4000	-0,6
174,6000	-0,6
174,8000	-0,6
175,0000	-0,6
175,2000	-0,6
175,4000	-0,7
175,6000	-0,7
175,8000	-0,7
176,0000	-0,7
176,2000	-0,8
176,4000	-0,8
176,6000	-0,8
176,8000	-0,8
177,0000	-0,9
177,2000	-0,9
177,4000	-0,9
177,6000	-0,9
177,8000	-0,9
178,0000	-1,0
178,2000	-1,0
178,4000	-1,0
178,6000	-1,0
178,8000	-1,1
179,0000	-1,1
179,2000	-1,1
179,4000	-1,1
179,6000	-1,1
179,8000	-1,2
180,0000	-1,2
180,2000	-1,2
180,4000	-1,2
180,6000	-1,3
180,8000	-1,3
181,0000	-1,3
181,2000	-1,3
181,4000	-1,3
181,6000	-1,4
181,8000	-1,4
182,0000	-1,4
182,2000	-1,4
182,4000	-1,4
182,6000	-1,5
182,8000	-1,5
183,0000	-1,5
183,2000	-1,5
183,4000	-1,6
183,6000	-1,6
183,8000	-1,6
184,0000	-1,6
184,2000	-1,6
184,4000	-1,7
184,6000	-1,7
184,8000	-1,7
185,0000	-1,7
185,2000	-1,7
185,4000	-1,8
185,6000	-1,8
185,8000	-1,8
186,0000	-1,8
186,2000	-1,9
186,4000	-1,9
186,6000	-1,9
186,8000	-1,9
187,0000	-1,9
187,2000	-2,0
187,4000	-2,0
187,6000	-2,0
187,8000	-2,0
188,0000	-2,0
188,2000	-2,1
188,4000	-2,1
188,6000	-2,1
188,8000	-2,1
189,0000	-2,2
189,2000	-2,2
189,4000	-2,2
189,6000	-2,2
189,8000	-2,2
190,0000	-2,3
190,2000	-2,3
190,4000	-2,3
190,6000	-2,3
190,8000	-2,3
191,0000	-2,4
191,2000	-2,4
191,4000	-2,4
191,6000	-2,4
191,8000	-2,5
192,0000	-2,5
192,2000	-2,5
192,4000	-2,5
192,6000	-2,5
192,8000	-2,6
193,0000	-2,6
193,2000	-2,6
193,4000	-2,6
193,6000	-2,6
193,8000	-2,7
194,0000	-2,7
194,2000	-2,7
194,4000	-2,7
194,6000	-2,8
194,8000	-2,8
195,0000	-2,8
195,2000	-2,8
195,4000	-2,8
195,6000	-2,9
195,8000	-2,9
196,0000	-2,9
196,2000	-2,9
196,4000	-2,9
196,6000	-3,0
196,8000	-3,0
197,0000	-3,0
197,2000	-3,0
197,4000	-3,0
197,6000	-3,1
197,8000	-3,1
198,0000	-3,1
198,2000	-3,1
198,4000	-3,2
198,6000	-3,2
198,8000	-3,2
199,0000	-3,2
199,2000	-3,2
199,4000	-3,3
199,6000	-3,3
199,8000	-3,3
200,0000	-3,3
200,2000	-3,3
200,4000	-3,4
200,6000	-3,4
200,8000	-3,4
201,0000	-3,4
201,2000	-3,4
201,4000	-3,5
201,6000	-3,5
201,8000	-3,5
202,0000	-3,5
202,2000	-3,5
202,4000	-3,6
202,6000	-3,6
202,8000	-3,6
203,0000	-3,6
203,2000	-3,6
203,4000	-3,7
203,6000	-3,7
203,8000	-3,7
204,0000	-3,7
204,2000	-3,7
204,4000	-3,8
204,6000	-3,8
204,8000	-3,8
205,0000	-3,8
205,2000	-3,8
205,4000	-3,9
205,6000	-3,9
205,8000	-3,9
206,0000	-3,9
206,2000	-3,9
206,4000	-4,0
206,6000	-4,0
206,8000	-4,0
207,0000	-4,0
207,2000	-4,0
207,4000	-4,1
207,6000	-4,1
207,8000	-4,1
208,0000	-4,1
208,2000	-4,1
208,4000	-4,2
208,6000	-4,2
208,8000	-4,2
209,0000	-4,2
209,2000	-4,2
209,4000	-4,3
209,6000	-4,3
209,8000	-4,3
210,0000	-4,3
210,2000	-4,3
210,4000	-4,4
210,6000	-4,4
210,8000	-4,4
211,0000	-4,4
211,2000	-4,4
211,4000	-4,5
211,6000	-4,5
211,8000	-4,5
212,0000	-4,5
212,2000	-4,5
212,4000	-4,5
212,6000	-4,6
212,8000	-4,6
213,0000	-4,6
213,2000	-4,6
213,4000	-4,6
213,6000	-4,7
213,8000	-4,7
214,0000	-4,7
214,2000	-4,7
214,4000	-4,7
214,6000	-4,8
214,8000	-4,8
215,0000	-4,8
215,2000	-4,8
215,4000	-4,8
215,6000	-4,9
215,8000	-4,9
216,0000	-4,9
216,2000	-4,9
216,4000	-4,9
216,6000	-4,9
216,8000	-5,0
217,0000	-5,0
217,2000	-5,0
217,4000	-5,0
217,6000	-5,0
217,8000	-5,1
218,0000	-5,1
218,2000	-5,1
218,4000	-5,1
218,6000	-5,1
218,8000	-5,2
219,0000	-5,2
219,2000	-5,2
219,4000	-5,2
219,6000	-5,2
219,8000	-5,3
220,0000	-5,3
220,2000	-5,3
220,4000	-5,3
220,6000	-5,3
220,8000	-5,4
221,0000	-5,4
221,2000	-5,4
221,4000	-5,4
221,6000	-5,4
221,8000	-5,4
222,0000	-5,5
222,2000	-5,5
222,4000	-5,2
222,6000	-4,5
222,8000	-4,0
223,0000	-3,5
223,2000	-3,1
223,4000	-2,7
223,6000	-2,3
223,8000	-2,0
224,0000	-1,8
224,2000	-1,6
224,4000	-1,3
224,6000	-1,2
224,8000	-1,0
225,0000	-0,9
225,2000	-0,7
225,4000	-0,6
225,6000	-0,5
225,8000	-0,4
226,0000	-0,3
226,2000	-0,3
226,4000	-0,2
226,6000	-0,2
226,8000	-0,1
227,0000	-0,1
227,2000	0,0
227,4000	0,0
227,6000	0,0
227,8000	0,1
228,0000	0,1
228,2000	0,1
228,4000	0,1
228,6000	0,2
228,8000	0,2
229,0000	0,2
229,2000	0,2
229,4000	0,2
229,6000	0,2
229,8000	0,2
230,0000	0,3
230,2000	0,3
230,4000	0,3
230,6000	0,3
230,8000	0,3
231,0000	0,3
231,2000	0,3
231,4000	0,3
231,6000	0,3
231,8000	0,3
232,0000	0,3
232,2000	0,3
232,4000	0,3
232,6000	0,3
232,8000	0,3
233,0000	0,3
233,2000	0,3
233,4000	0,3
233,6000	0,3
233,8000	0,3
234,0000	0,3
234,2000	0,3
234,4000	0,3
234,6000	0,3
234,8000	0,3
235,0000	0,3
235,2000	0,3
235,4000	0,3
235,6000	0,3
235,8000	0,3
236,0000	0,3
236,2000	0,3
236,4000	0,3
236,6000	0,3
236,8000	0,3
237,0000	0,3
237,2000	0,4
237,4000	0,4
237,6000	0,4
237,8000	0,4
238,0000	0,4
238,2000	0,4
238,4000	0,4
238,6000	0,4
238,8000	0,4
239,0000	0,4
239,2000	0,4
239,4000	0,4
239,6000	0,4
239,8000	0,4
240,0000	0,4
240,2000	0,4
240,4000	0,4
240,6000	0,4
240,8000	0,4
241,0000	0,4
241,2000	0,4
241,4000	0,4
241,6000	0,4
241,8000	0,4
242,0000	0,4
242,2000	0,4
242,4000	0,4
242,6000	0,4
242,8000	0,4
243,0000	0,4
243,2000	0,4
243,4000	0,4
243,6000	0,4
243,8000	0,4
244,0000	0,4
244,2000	0,4
244,4000	0,4
244,6000	0,4
244,8000	0,4
245,0000	0,4
245,2000	0,4
245,4000	0,4
245,6000	0,4
245,8000	0,4
246,0000	0,4
246,2000	0,4
246,4000	0,4
246,6000	0,4
246,8000	0,4
247,0000	0,4
247,2000	0,4
247,4000	0,4
247,6000	0,4
247,8000	0,4
248,0000	0,4
248,2000	0,4
248,4000	0,4
248,6000	0,4
248,8000	0,4
249,0000	0,4
249,2000	0,4
249,4000	0,4
249,6000	0,4
249,8000	0,4
250,0000	0,4
250,2000	0,4
250,4000	0,4
250,6000	0,4
250,8000	0,4
251,0000	0,4
251,2000	0,4
251,4000	0,4
251,6000	0,4
251,8000	0,4
252,0000	0,4
252,2000	0,4
252,4000	0,4
252,6000	0,4
252,8000	0,4
253,0000	0,4
253,2000	0,4
253,4000	0,4
253,6000	0,4
253,8000	0,4
254,0000	0,4
254,2000	0,4
254,4000	0,4
254,6000	0,4
254,8000	0,4
255,0000	0,4
255,2000	0,4
255,4000	0,4
255,6000	0,4
255,8000	0,4
256,0000	0,4
256,2000	0,4
256,4000	0,4
256,6000	0,4
256,8000	0,4
257,0000	0,4
257,2000	0,4
257,4000	0,4
257,6000	0,4
257,8000	0,4
258,0000	0,4
258,2000	0,4
258,4000	0,4
258,6000	0,4
258,8000	0,4
259,0000	0,4
259,2000	0,4
259,4000	0,4
259,6000	0,4
259,8000	0,4
260,0000	0,4
260,2000	0,4
260,4000	0,4
260,6000	0,4
260,8000	0,4
261,0000	0,4
261,2000	0,4
261,4000	0,4
261,6000	0,4
261,8000	0,4
262,0000	0,4
262,2000	0,4
262,4000	0,4
262,6000	0,4
262,8000	0,4
263,0000	0,4
263,2000	0,4
263,4000	0,4
263,6000	0,4
263,8000	0,4
264,0000	0,4
264,2000	0,4
264,4000	0,4
264,6000	0,4
264,8000	0,4
265,0000	0,4
265,2000	0,4
265,4000	0,4
265,6000	0,4
265,8000	0,4
266,0000	0,4
266,2000	0,4
266,4000	0,4
266,6000	0,4
266,8000	0,4
267,0000	0,4
267,2000	0,4
267,4000	0,4
267,6000	0,4
267,8000	0,4
268,0000	0,4
268,2000	0,4
268,4000	0,4
268,6000	0,4
268,8000	0,4
269,0000	0,4
269,2000	0,4
269,4000	0,4
269,6000	0,4
269,8000	0,4
270,0000	0,4
270,2000	0,4
270,4000	0,4
270,6000	0,4
270,8000	0,4
271,0000	0,4
271,2000	0,4
271,4000	0,4
271,6000	0,4
271,8000	0,4
272,0000	0,4
272,2000	0,4
272,4000	0,4
272,6000	0,4
272,8000	0,4
273,0000	0,4
273,2000	0,4
273,4000	0,4
273,6000	0,4
273,8000	0,4
274,0000	0,4
274,2000	0,4
274,4000	0,4
274,6000	0,4
274,8000	0,4
275,0000	0,4
275,2000	0,4
275,4000	0,4
275,6000	0,4
275,8000	0,4
276,0000	0,4
276,2000	0,4
276,4000	0,4
276,6000	0,4
276,8000	0,4
277,0000	0,4
277,2000	0,4
277,4000	0,4
277,6000	0,4
277,8000	0,4
278,0000	0,4
278,2000	0,4
278,4000	0,4
278,6000	0,4
278,8000	0,4
279,0000	0,4
279,2000	0,4
279,4000	0,4
279,6000	0,4
279,8000	0,4
280,0000	0,4
280,2000	0,4
280,4000	0,4
280,6000	0,4
280,8000	0,4
281,0000	0,4
281,2000	0,4
281,4000	0,4
281,6000	0,4
281,8000	0,4
282,0000	0,4
282,2000	0,4
282,4000	0,4
282,6000	0,4
282,8000	0,4
283,0000	0,4
283,2000	0,4
283,4000	0,4
283,6000	0,4
283,8000	0,4
284,0000	0,4
284,2000	0,4
284,4000	0,4
284,6000	0,4
284,8000	0,4
285,0000	0,4
285,2000	0,4
285,4000	0,4
285,6000	0,4
285,8000	0,4
286,0000	0,4
286,2000	0,4
286,4000	0,4
286,6000	0,4
286,8000	0,4
287,0000	0,4
287,2000	0,4
287,4000	0,4
287,6000	0,4
287,8000	0,4
288,0000	0,4
288,2000	0,4
288,4000	0,4
288,6000	0,4
288,8000	0,4
289,0000	0,4
289,2000	0,4
289,4000	0,4
289,6000	0,4
289,8000	0,4
290,0000	0,4
290,2000	0,4
290,4000	0,4
290,6000	0,4
290,8000	0,4
291,0000	0,4
291,2000	0,4
291,4000	0,4
291,6000	0,4
291,8000	0,4
292,0000	0,4
292,2000	0,4
292,4000	0,4
292,6000	0,4
292,8000	0,4
293,0000	0,4
293,2000	0,4
293,4000	0,4
293,6000	0,4
293,8000	0,4
294,0000	0,4
294,2000	0,4
294,4000	0,4
294,6000	0,4
294,8000	0,4
295,0000	0,4
295,2000	0,4
295,4000	0,4
295,6000	0,4
295,8000	0,4
296,0000	0,4
296,2000	0,4
296,4000	0,4
296,6000	0,4
296,8000	0,4
297,0000	0,4
297,2000	0,4
297,4000	0,4
297,6000	0,4
297,8000	0,4
298,0000	0,4
298,2000	0,4
298,4000	0,4
298,6000	0,4
298,8000	0,4
299,0000	0,4
299,2000	0,4
299,4000	0,4
299,6000	0,4
299,8000	0,4
300,0000	0,4
300,2000	0,4
300,4000	0,4
300,6000	0,4
300,8000	0,4
301,0000	0,4
301,2000	0,4
301,4000	0,4
301,6000	0,4
301,8000	0,4
302,0000	0,4
302,2000	0,4
302,4000	0,4
302,6000	0,4
302,8000	0,4
303,0000	0,4
