Absolutdruck 1, Messreihe #1
Zeit ( s )	Absolutdruck 1 ( kPa )
590,4000	169,87
590,5000	107,74
590,6000	107,89
590,7000	169,30
590,8000	131,72
590,9000	104,31
591,0000	153,57
591,1000	139,78
591,2000	101,58
591,3000	146,50
591,4000	147,33
591,5000	100,51
591,6000	139,04
591,7000	167,47
591,8000	102,75
591,9000	114,25
592,0000	169,60
592,1000	121,61
592,2000	109,35
592,3000	161,64
592,4000	128,57
592,5000	99,73
592,6000	156,28
592,7000	156,26
592,8000	99,32
592,9000	129,98
593,0000	161,68
593,1000	107,09
593,2000	123,22
593,3000	166,09
593,4000	112,12
593,5000	117,08
593,6000	167,72
593,7000	117,72
593,8000	102,09
593,9000	164,24
594,0000	145,56
594,1000	100,27
594,2000	141,21
594,3000	152,42
594,4000	101,91
594,5000	134,27
594,6000	169,05
594,7000	104,92
594,8000	111,01
594,9000	169,80
595,0000	126,01
595,1000	106,90
595,2000	158,28
595,3000	133,48
595,4000	103,55
595,5000	152,02
595,6000	141,52
595,7000	99,57
595,8000	144,90
595,9000	164,86
596,0000	100,86
596,1000	119,02
596,2000	168,08
596,3000	115,99
596,4000	113,42
596,5000	165,53
596,6000	122,54
596,7000	100,63
596,8000	160,77
596,9000	150,70
597,0000	99,49
597,1000	135,94
597,2000	157,13
597,3000	104,05
597,4000	128,49
597,5000	162,62
597,6000	108,07
597,7000	121,91
597,8000	169,31
597,9000	113,38
598,0000	104,02
598,1000	166,89
598,2000	139,88
598,3000	101,56
598,4000	146,44
598,5000	147,73
598,6000	100,55
598,7000	138,90
598,8000	167,58
598,9000	102,80
599,0000	114,16
599,1000	169,47
599,2000	121,56
599,3000	109,28
599,4000	161,54
599,5000	128,88
599,6000	105,38
599,7000	155,63
599,8000	137,17
599,9000	99,23
600,0000	148,83
600,1000	162,32
600,2000	100,00
600,3000	122,14
600,4000	166,50
600,5000	112,77
600,6000	116,18
600,7000	167,19
600,8000	119,04
600,9000	101,64
601,0000	163,11
601,1000	147,60
601,2000	99,89
601,3000	138,63
601,4000	154,76
601,5000	99,17
601,6000	131,18
601,7000	160,73
601,8000	106,37
601,9000	124,41
602,0000	169,73
602,1000	111,13
602,2000	105,35
602,3000	167,82
602,4000	137,42
602,5000	102,29
602,6000	148,95
602,7000	144,99
602,8000	100,03
602,9000	141,70
603,0000	166,50
603,1000	101,81
603,2000	116,32
603,3000	168,99
603,4000	118,96
603,5000	111,24
603,6000	169,90
603,7000	125,83
603,8000	107,01
603,9000	158,47
604,0000	133,29
604,1000	99,26
604,2000	152,31
604,3000	159,70
604,4000	99,49
604,5000	125,47
604,6000	164,61
604,7000	110,12
604,8000	119,14
604,9000	168,41
605,0000	115,90
605,1000	102,80
605,2000	165,23
605,3000	143,61
605,4000	100,62
605,5000	142,90
605,6000	151,17
605,7000	99,47
605,8000	135,49
605,9000	157,84
606,0000	104,46
606,1000	127,95
606,2000	169,86
606,3000	108,56
606,4000	107,15
606,5000	169,03
606,6000	132,97
606,7000	103,72
606,8000	152,46
606,9000	140,99
607,0000	99,52
607,1000	145,40
607,2000	164,52
607,3000	100,77
607,4000	119,29
607,5000	167,87
607,6000	115,75
607,7000	113,48
607,8000	169,57
607,9000	122,57
608,0000	108,65
608,1000	160,62
608,2000	130,31
608,3000	99,46
608,4000	154,62
608,5000	157,81
608,6000	99,34
608,7000	127,77
608,8000	163,16
608,9000	108,53
609,0000	121,26
609,1000	169,12
609,2000	113,65
609,3000	103,77
609,4000	166,66
609,5000	140,79
609,6000	101,23
609,7000	145,44
609,8000	148,48
609,9000	99,76
610,0000	137,77
610,1000	155,58
610,2000	103,24
610,3000	130,19
610,4000	169,63
610,5000	106,98
610,6000	108,71
610,7000	169,55
610,8000	130,11
610,9000	104,93
611,0000	155,07
611,1000	137,94
611,2000	99,33
611,3000	147,79
611,4000	162,97
611,5000	100,19
611,6000	121,18
611,7000	167,23
611,8000	113,90
611,9000	115,24
612,0000	169,24
612,1000	120,05
612,2000	110,32
612,3000	162,63
612,4000	127,19
612,5000	99,81
612,6000	157,31
612,7000	154,99
612,8000	99,20
612,9000	131,01
613,0000	160,92
613,1000	106,47
613,2000	123,96
613,3000	169,57
613,4000	111,33
613,5000	105,19
613,6000	167,96
613,7000	137,21
613,8000	102,29
613,9000	148,88
614,0000	145,11
614,1000	100,32
614,2000	141,56
614,3000	152,22
614,4000	101,82
614,5000	134,18
614,6000	169,04
614,7000	104,81
614,8000	111,06
614,9000	169,74
615,0000	126,20
615,1000	106,77
615,2000	158,15
615,3000	133,85
615,4000	99,30
615,5000	151,89
615,6000	160,23
615,7000	99,64
615,8000	125,02
615,9000	165,07
616,0000	100,98
616,1000	118,62
616,2000	168,31
616,3000	116,67
616,4000	112,86
616,5000	164,93
616,6000	123,41
616,7000	100,45
616,8000	160,26
616,9000	151,48
617,0000	99,37
617,1000	134,79
617,2000	158,16
617,3000	104,71
617,4000	127,29
617,5000	169,79
617,6000	108,78
617,7000	107,05
617,8000	169,09
617,9000	133,14
618,0000	103,70
618,1000	166,51
618,2000	141,22
618,3000	101,14
618,4000	145,25
618,5000	148,71
618,6000	100,76
618,7000	138,05
618,8000	167,88
618,9000	103,21
619,0000	113,42
619,1000	169,61
619,2000	122,59
619,3000	108,72
619,4000	160,90
619,5000	129,84
619,6000	99,56
619,7000	155,02
619,8000	157,26
619,9000	99,30
620,0000	128,31
620,1000	162,90
620,2000	100,17
620,3000	121,28
620,4000	166,84
620,5000	113,48
620,6000	115,58
620,7000	166,79
620,8000	119,86
620,9000	101,43
621,0000	162,91
621,1000	147,90
621,2000	99,90
621,3000	138,84
621,4000	154,69
621,5000	102,90
621,6000	131,22
621,7000	169,61
621,8000	106,45
621,9000	109,15
622,0000	169,65
622,1000	129,11
622,2000	105,29
622,3000	168,00
622,4000	136,94
622,5000	102,36
622,6000	149,00
622,7000	144,70
622,8000	99,95
622,9000	142,02
623,0000	166,25
623,1000	101,67
623,2000	116,64
623,3000	168,94
623,4000	118,64
623,5000	111,33
623,6000	163,68
623,7000	125,43
623,8000	100,09
623,9000	158,48
624,0000	153,63
624,1000	99,26
624,2000	132,53
624,3000	159,74
624,4000	99,54
624,5000	125,42
624,6000	164,57
624,7000	110,04
624,8000	119,27
624,9000	168,48
625,0000	115,77
625,1000	102,88
625,2000	165,42
625,3000	143,09
625,4000	100,72
625,5000	143,62
625,6000	150,30
625,7000	101,20
625,8000	136,33
625,9000	168,52
626,0000	104,00
626,1000	112,43
626,2000	169,73
626,3000	107,68
626,4000	108,13
626,5000	169,48
626,6000	131,12
626,7000	104,59
626,8000	154,25
626,9000	138,94
627,0000	99,33
627,1000	147,56
627,2000	163,15
627,3000	100,25
627,4000	121,23
627,5000	166,99
627,6000	113,84
627,7000	115,16
627,8000	166,54
627,9000	120,32
628,0000	101,24
628,1000	162,42
628,2000	148,51
628,3000	99,73
628,4000	156,95
628,5000	155,22
628,6000	99,20
628,7000	130,86
628,8000	160,92
628,9000	106,56
629,0000	123,91
629,1000	169,59
629,2000	111,32
629,3000	105,22
629,4000	168,11
629,5000	136,49
629,6000	102,42
629,7000	149,27
629,8000	144,32
629,9000	99,89
630,0000	142,19
630,1000	166,20
630,2000	101,67
630,3000	116,70
630,4000	168,87
630,5000	104,61
630,6000	111,33
630,7000	169,79
630,8000	125,29
630,9000	107,15
631,0000	158,70
631,1000	132,73
631,2000	99,33
631,3000	152,71
631,4000	159,41
631,5000	99,51
631,6000	125,94
631,7000	164,27
631,8000	109,68
631,9000	119,50
632,0000	168,56
632,1000	115,34
632,2000	102,99
632,3000	165,55
632,4000	142,73
632,5000	100,81
632,6000	161,27
632,7000	149,93
632,8000	99,68
632,9000	136,81
633,0000	156,53
633,1000	103,63
633,2000	129,47
633,3000	169,68
633,4000	107,28
633,5000	108,37
633,6000	169,41
633,7000	130,51
633,8000	104,62
633,9000	154,31
634,0000	138,58
634,1000	99,34
634,2000	147,48
634,3000	163,33
634,4000	100,29
634,5000	121,11
634,6000	167,03
634,7000	102,25
634,8000	115,39
634,9000	169,25
635,0000	119,95
635,1000	110,46
635,2000	162,79
635,3000	126,89
635,4000	99,86
635,5000	157,47
635,6000	154,74
635,7000	99,17
635,8000	131,39
635,9000	160,55
636,0000	106,28
636,1000	124,48
636,2000	169,61
636,3000	110,77
636,4000	105,59
636,5000	168,20
636,6000	116,45
636,7000	102,66
636,8000	165,19
636,9000	143,82
637,0000	100,57
637,1000	143,01
637,2000	150,64
637,3000	101,30
637,4000	135,98
637,5000	168,46
637,6000	103,96
637,7000	112,34
637,8000	169,81
637,9000	124,17
638,0000	107,92
638,1000	159,90
638,2000	131,31
638,3000	99,43
638,4000	154,10
638,5000	158,31
638,6000	99,38
638,7000	127,70
638,8000	163,06
638,9000	100,22
639,0000	121,16
639,1000	167,02
639,2000	113,86
639,3000	115,38
639,4000	166,79
639,5000	119,74
639,6000	101,38
639,7000	162,67
639,8000	147,93
639,9000	99,82
640,0000	138,85
640,1000	154,52
640,2000	102,71
640,3000	131,63
640,4000	169,43
640,5000	106,12
640,6000	109,51
640,7000	169,73
640,8000	110,63
640,9000	105,74
641,0000	168,29
641,1000	136,14
641,2000	102,69
641,3000	150,12
641,4000	143,54
641,5000	99,78
641,6000	143,09
641,7000	165,71
641,8000	101,32
641,9000	117,46
642,0000	168,50
642,1000	117,38
642,2000	112,26
642,3000	164,51
642,4000	124,05
642,5000	100,41
642,6000	159,64
642,7000	152,32
642,8000	99,36
642,9000	153,77
643,0000	158,13
643,1000	99,36
643,2000	127,59
643,3000	163,33
643,4000	108,61
643,5000	120,99
643,6000	169,02
643,7000	113,77
643,8000	103,80
643,9000	166,67
644,0000	140,45
644,1000	101,32
644,2000	145,91
644,3000	148,05
644,4000	100,54
644,5000	138,76
644,6000	167,59
644,7000	102,82
644,8000	114,24
644,9000	169,53
645,0000	106,37
645,1000	109,28
645,2000	169,60
645,3000	128,88
645,4000	105,55
645,5000	156,04
645,6000	136,54
645,7000	99,23
645,8000	149,59
645,9000	161,95
646,0000	99,84
646,1000	122,92
646,2000	166,09
646,3000	112,12
646,4000	116,97
646,5000	167,49
646,6000	118,02
646,7000	102,01
646,8000	164,11
646,9000	124,98
647,0000	100,20
647,1000	159,24
647,2000	152,75
647,3000	99,29
647,4000	133,52
647,5000	159,10
647,6000	105,21
647,7000	126,51
647,8000	169,82
647,9000	109,46
648,0000	106,50
648,1000	168,58
648,2000	134,51
648,3000	103,09
648,4000	151,11
648,5000	142,58
648,6000	99,67
648,7000	143,75
648,8000	165,37
648,9000	101,20
649,0000	117,98
649,1000	168,49
649,2000	104,01
649,3000	112,28
649,4000	169,72
649,5000	124,28
649,6000	107,82
649,7000	159,55
649,8000	131,94
649,9000	99,32
650,0000	153,27
650,1000	159,00
650,2000	99,44
650,3000	126,05
650,4000	164,28
650,5000	109,79
650,6000	119,58
650,7000	168,60
650,8000	115,38
650,9000	102,96
651,0000	165,52
651,1000	122,40
651,2000	100,72
651,3000	161,07
651,4000	150,59
651,5000	99,54
651,6000	135,95
651,7000	157,05
651,8000	104,01
651,9000	128,40
652,0000	169,70
652,1000	108,09
652,2000	107,48
652,3000	169,12
652,4000	132,10
652,5000	104,07
652,6000	153,17
652,7000	140,16
652,8000	99,43
652,9000	146,27
653,0000	163,97
653,1000	100,49
653,2000	139,09
653,3000	167,48
653,4000	102,66
653,5000	114,44
653,6000	169,43
653,7000	121,14
653,8000	109,61
653,9000	161,94
654,0000	128,14
654,1000	99,67
654,2000	156,41
654,3000	155,59
654,4000	99,21
654,5000	130,20
654,6000	161,47
654,7000	106,94
654,8000	123,48
654,9000	169,50
655,0000	111,66
655,1000	104,92
655,2000	167,71
655,3000	117,57
655,4000	102,20
655,5000	164,43
655,6000	144,91
655,7000	100,30
655,8000	141,60
655,9000	152,25
656,0000	101,83
656,1000	134,16
656,2000	168,85
656,3000	104,85
656,4000	111,21
656,5000	169,78
656,6000	125,70
656,7000	106,94
656,8000	158,37
656,9000	133,23
657,0000	99,21
657,1000	152,50
657,2000	159,21
657,3000	99,45
657,4000	145,65
657,5000	164,35
657,6000	100,64
657,7000	119,75
657,8000	167,60
657,9000	115,04
658,0000	114,31
658,1000	165,98
658,2000	121,36
658,3000	101,02
658,4000	161,85
658,5000	149,43
658,6000	99,71
658,7000	137,56
658,8000	155,57
658,9000	103,26
659,0000	130,43
659,1000	169,58
659,2000	106,83
659,3000	108,84
659,4000	169,54
659,5000	111,50
659,6000	105,15
659,7000	167,91
659,8000	137,34
659,9000	102,22
660,0000	148,88
660,1000	144,81
660,2000	99,93
660,3000	141,54
660,4000	166,37
660,5000	101,81
660,6000	116,33
660,7000	168,99
660,8000	119,02
660,9000	111,03
661,0000	163,44
661,1000	125,78
661,2000	99,99
661,3000	158,20
661,4000	133,63
661,5000	99,24
661,6000	152,10
661,7000	159,76
661,8000	99,56
661,9000	125,47
662,0000	164,55
662,1000	110,07
662,2000	119,21
662,3000	168,40
662,4000	115,54
662,5000	102,85
662,6000	165,36
662,7000	142,92
662,8000	100,74
662,9000	143,53
663,0000	150,33
663,1000	101,23
663,2000	136,23
663,3000	168,46
663,4000	103,92
663,5000	129,03
663,6000	169,70
663,7000	107,54
663,8000	108,06
663,9000	169,20
664,0000	131,25
664,1000	104,37
664,2000	153,88
664,3000	139,03
664,4000	99,31
664,5000	147,56
664,6000	163,03
664,7000	100,20
664,8000	121,17
664,9000	166,85
665,0000	113,56
665,1000	115,48
665,2000	166,77
665,3000	119,79
665,4000	101,45
665,5000	162,89
665,6000	126,84
665,7000	99,88
665,8000	157,49
665,9000	154,54
666,0000	99,26
666,1000	131,67
666,2000	160,26
666,3000	106,03
666,4000	124,89
666,5000	169,67
666,6000	110,26
666,7000	105,93
666,8000	168,39
666,9000	135,81
667,0000	102,81
667,1000	150,41
667,2000	143,26
667,3000	99,73
667,4000	143,27
667,5000	165,48
667,6000	101,15
667,7000	136,24
667,8000	168,34
667,9000	103,87
668,0000	112,49
668,1000	169,81
668,2000	123,95
668,3000	107,95
668,4000	159,93
668,5000	131,02
668,6000	99,39
668,7000	153,97
668,8000	158,25
668,9000	99,30
669,0000	127,47
669,1000	163,20
669,2000	108,60
669,3000	121,15
669,4000	169,03
669,5000	113,99
669,6000	103,71
669,7000	166,64
669,8000	120,09
669,9000	101,25
670,0000	162,72
670,1000	147,86
670,2000	99,89
670,3000	138,73
670,4000	154,72
670,5000	102,81
670,6000	131,58
670,7000	169,42
670,8000	106,15
670,9000	109,68
671,0000	169,78
671,1000	128,62
671,2000	105,69
671,3000	156,39
671,4000	136,11
671,5000	99,21
671,6000	149,69
671,7000	143,99
671,8000	99,88
671,9000	142,61
672,0000	165,87
672,1000	101,43
672,2000	117,21
672,3000	168,67
672,4000	117,87
672,5000	111,81
672,6000	164,10
672,7000	124,58
672,8000	100,21
672,9000	159,23
673,0000	152,52
673,1000	99,34
673,2000	133,79
673,3000	158,69
673,4000	105,01
673,5000	126,60
673,6000	169,79
673,7000	109,16
673,8000	120,23
673,9000	168,79
674,0000	114,46
674,1000	103,50
674,2000	166,31
674,3000	141,35
674,4000	101,11
674,5000	145,27
674,6000	148,45
674,7000	100,75
674,8000	137,91
674,9000	167,78
675,0000	103,09
675,1000	113,73
675,2000	169,62
675,3000	122,08
675,4000	108,97
675,5000	160,97
675,6000	129,64
675,7000	99,53
675,8000	155,53
675,9000	137,02
676,0000	99,21
676,1000	149,21
676,2000	162,01
676,3000	99,95
676,4000	122,67
676,5000	166,10
676,6000	112,24
676,7000	116,85
676,8000	167,52
676,9000	117,86
677,0000	102,02
677,1000	164,22
677,2000	145,40
677,3000	100,31
677,4000	141,58
677,5000	152,12
677,6000	101,82
677,7000	134,16
677,8000	168,98
677,9000	104,98
678,0000	126,91
678,1000	169,77
678,2000	108,88
678,3000	106,91
678,4000	168,82
678,5000	133,46
678,6000	103,64
678,7000	152,33
678,8000	141,01
678,9000	99,47
679,0000	145,35
679,1000	164,47
679,2000	100,67
679,3000	119,58
679,4000	167,83
679,5000	115,52
679,6000	113,78
679,7000	165,73
679,8000	121,98
679,9000	100,81
680,0000	161,24
680,1000	129,17
680,2000	99,55
680,3000	155,66
680,4000	156,47
680,5000	99,22
680,6000	129,58
680,7000	161,80
680,8000	107,21
680,9000	123,15
681,0000	169,45
681,1000	111,98
681,2000	104,82
681,3000	167,67
681,4000	137,77
681,5000	102,12
681,6000	148,51
681,7000	145,17
681,8000	99,99
681,9000	141,39
682,0000	152,30
682,1000	101,83
682,2000	134,22
682,3000	168,84
682,4000	104,76
682,5000	111,28
682,6000	169,81
682,7000	125,38
682,8000	107,15
682,9000	158,83
683,0000	132,56
683,1000	99,29
683,2000	153,09
683,3000	158,74
683,4000	99,42
683,5000	126,59
683,6000	163,71
683,7000	109,06
683,8000	120,52
683,9000	168,96
684,0000	114,33
684,1000	114,98
684,2000	166,43
684,3000	120,50
684,4000	101,17
684,5000	162,38
684,6000	148,25
684,7000	99,79
684,8000	138,22
684,9000	155,13
685,0000	103,02
685,1000	131,02
685,2000	169,51
685,3000	106,36
685,4000	109,29
685,5000	169,64
685,6000	128,73
685,7000	105,57
685,8000	156,16
685,9000	136,22
686,0000	99,23
686,1000	149,94
686,2000	143,41
686,3000	99,71
686,4000	142,85
686,5000	165,54
686,6000	101,24
686,7000	117,50
686,8000	168,47
686,9000	117,39
687,0000	112,21
687,1000	164,51
687,2000	123,61
687,3000	100,37
687,4000	159,95
687,5000	151,66
687,6000	99,41
687,7000	135,19
687,8000	157,62
687,9000	104,31
688,0000	128,16
688,1000	169,74
688,2000	108,01
688,3000	121,82
688,4000	169,10
688,5000	112,69
688,6000	104,38
688,7000	167,19
688,8000	138,99
688,9000	101,73
689,0000	147,30
689,1000	146,14
689,2000	100,22
689,3000	140,38
689,4000	166,87
689,5000	102,16
689,6000	115,66
689,7000	169,14
689,8000	119,64
689,9000	110,61
690,0000	162,86
690,1000	126,68
690,2000	99,92
690,3000	158,08
690,4000	133,71
690,5000	99,23
690,6000	152,09
690,7000	159,84
690,8000	99,52
690,9000	125,39
691,0000	164,48
691,1000	110,05
691,2000	119,34
691,3000	168,46
691,4000	115,49
691,5000	102,99
691,6000	165,77
691,7000	142,37
691,8000	100,88
691,9000	144,18
692,0000	149,64
692,1000	100,96
692,2000	137,05
692,3000	156,00
692,4000	103,48
692,5000	129,87
692,6000	169,55
692,7000	107,08
692,8000	108,58
692,9000	169,54
693,0000	129,99
693,1000	105,07
693,2000	155,27
693,3000	137,54
693,4000	99,27
693,5000	148,78
693,6000	162,12
693,7000	99,96
693,8000	122,45
693,9000	166,28
694,0000	112,62
694,1000	116,47
694,2000	167,26
694,3000	118,75
694,4000	111,25
694,5000	163,68
694,6000	125,44
694,7000	100,05
694,8000	158,60
694,9000	153,28
695,0000	99,28
695,1000	132,86
695,2000	159,29
695,3000	105,36
695,4000	125,90
695,5000	169,71
695,6000	109,65
695,7000	106,38
695,8000	168,64
695,9000	134,59
696,0000	103,11
696,1000	150,99
696,2000	142,39
696,3000	99,59
696,4000	144,12
696,5000	149,45
696,6000	100,92
696,7000	137,10
696,8000	168,04
696,9000	103,38
697,0000	113,11
697,1000	169,59
697,2000	122,78
697,3000	108,60
697,4000	160,70
697,5000	129,70
697,6000	99,48
697,7000	155,36
697,8000	156,73
697,9000	99,25
698,0000	128,81
698,1000	162,15
698,2000	107,52
698,3000	122,41
698,4000	169,31
698,5000	112,25
698,6000	116,79
698,7000	167,49
698,8000	118,08
698,9000	101,96
699,0000	164,16
699,1000	145,43
699,2000	100,22
699,3000	141,00
699,4000	152,46
699,5000	101,87
699,6000	133,82
699,7000	168,90
699,8000	104,78
699,9000	111,05
700,0000	169,70
700,1000	125,57
700,2000	107,10
700,3000	158,68
700,4000	132,95
700,5000	99,34
700,6000	152,85
700,7000	140,46
700,8000	99,43
700,9000	146,02
701,0000	164,08
701,1000	100,52
701,2000	120,01
701,3000	167,43
701,4000	114,63
701,5000	114,41
701,6000	166,04
701,7000	121,04
701,8000	101,16
701,9000	162,15
702,0000	148,71
702,1000	99,69
702,2000	138,04
702,3000	155,22
702,4000	103,07
702,5000	130,94
702,6000	160,72
702,7000	106,42
702,8000	124,33
702,9000	169,65
703,0000	110,94
703,1000	105,29
703,2000	167,87
703,3000	136,52
703,4000	102,48
703,5000	149,56
703,6000	144,10
703,7000	99,86
703,8000	142,57
703,9000	165,84
704,0000	101,44
704,1000	117,15
704,2000	168,59
704,3000	117,79
704,4000	111,98
704,5000	164,28
704,6000	124,36
704,7000	107,79
704,8000	159,70
704,9000	131,58
705,0000	99,32
705,1000	153,67
705,2000	157,99
705,3000	99,34
705,4000	127,35
705,5000	163,37
705,6000	108,74
705,7000	120,73
705,8000	168,92
705,9000	113,87
706,0000	103,71
706,1000	166,57
706,2000	140,30
706,3000	101,27
706,4000	145,82
706,5000	147,76
706,6000	100,50
706,7000	138,72
706,8000	154,48
706,9000	102,72
707,0000	131,67
707,1000	169,34
707,2000	105,99
707,3000	109,61
707,4000	169,74
707,5000	127,74
707,6000	105,98
707,7000	156,88
707,8000	135,22
707,9000	99,15
708,0000	150,48
708,1000	160,92
708,2000	99,67
708,3000	123,96
708,4000	165,27
708,5000	110,94
708,6000	118,27
708,7000	168,03
708,8000	116,53
708,9000	112,98
709,0000	165,15
709,1000	122,94
709,2000	100,59
709,3000	160,76
709,4000	150,66
709,5000	99,42
709,6000	135,93
709,7000	156,68
709,8000	103,75
709,9000	129,20
710,0000	169,60
710,1000	107,33
710,2000	108,40
710,3000	169,45
710,4000	130,47
710,5000	104,77
710,6000	154,86
710,7000	137,63
710,8000	99,23
710,9000	148,37
711,0000	144,91
711,1000	100,00
711,2000	141,41
711,3000	166,33
711,4000	101,77
711,5000	116,34
711,6000	168,81
711,7000	118,63
711,8000	111,36
711,9000	163,72
712,0000	125,20
712,1000	100,10
712,2000	158,91
712,3000	153,04
712,4000	99,26
712,5000	133,44
712,6000	158,85
712,7000	105,00
712,8000	126,48
712,9000	163,59
713,0000	108,96
713,1000	120,31
713,2000	168,70
713,3000	114,19
713,4000	103,55
713,5000	166,31
713,6000	140,99
713,7000	101,16
713,8000	145,41
713,9000	148,38
714,0000	100,73
714,1000	138,18
714,2000	167,79
714,3000	103,06
714,4000	113,83
714,5000	169,39
714,6000	121,66
714,7000	109,32
714,8000	161,69
714,9000	128,48
715,0000	105,57
715,1000	156,13
715,2000	136,20
715,3000	99,22
715,4000	149,82
715,5000	161,48
715,6000	99,81
715,7000	123,12
715,8000	165,89
715,9000	111,88
716,0000	117,18
716,1000	167,53
716,2000	118,10
716,3000	101,95
716,4000	164,13
716,5000	145,49
716,6000	100,23
716,7000	140,86
716,8000	152,73
716,9000	102,05
717,0000	133,56
717,1000	158,88
717,2000	105,07
717,3000	126,57
717,4000	169,64
717,5000	108,80
717,6000	106,86
717,7000	168,73
717,8000	133,49
717,9000	103,44
718,0000	151,90
718,1000	141,05
718,2000	99,47
718,3000	145,23
718,4000	164,31
718,5000	100,70
718,6000	119,36
718,7000	167,77
718,8000	115,45
718,9000	113,76
719,0000	165,68
719,1000	121,66
719,2000	109,18
719,3000	161,33
719,4000	128,90
719,5000	99,53
719,6000	155,86
719,7000	156,04
719,8000	99,23
719,9000	130,00
720,0000	161,49
720,1000	106,98
720,2000	123,27
720,3000	169,46
720,4000	111,69
720,5000	104,92
720,6000	167,73
720,7000	137,27
720,8000	102,22
720,9000	148,72
721,0000	144,80
721,1000	99,91
721,2000	141,69
721,3000	151,70
721,4000	101,64
721,5000	134,62
721,6000	168,66
721,7000	104,43
721,8000	111,51
721,9000	169,70
722,0000	125,03
722,1000	107,30
722,2000	159,11
722,3000	131,91
722,4000	99,33
722,5000	153,48
722,6000	158,44
722,7000	99,35
722,8000	127,01
722,9000	163,53
723,0000	108,85
723,1000	120,58
723,2000	167,08
723,3000	114,02
723,4000	115,18
723,5000	166,58
723,6000	120,13
723,7000	101,21
723,8000	162,60
723,9000	148,00
724,0000	99,83
724,1000	138,65
724,2000	154,46
724,3000	102,66
724,4000	132,03
724,5000	169,32
724,6000	105,81
724,7000	109,82
724,8000	169,58
724,9000	127,54
725,0000	106,14
725,1000	157,39
725,2000	134,55
725,3000	103,15
725,4000	151,37
725,5000	141,90
725,6000	99,54
725,7000	144,56
725,8000	164,78
725,9000	100,83
726,0000	118,94
726,1000	167,87
726,2000	115,78
726,3000	113,57
726,4000	165,53
726,5000	122,07
726,6000	100,70
726,7000	161,32
726,8000	149,65
726,9000	99,64
727,0000	136,80
727,1000	156,22
727,2000	103,57
727,3000	129,82
727,4000	161,21
727,5000	106,78
727,6000	123,48
727,7000	169,43
727,8000	111,41
727,9000	105,10
728,0000	167,80
728,1000	136,91
728,2000	102,30
728,3000	149,21
728,4000	144,12
728,5000	99,83
728,6000	142,36
728,7000	165,94
728,8000	101,44
728,9000	117,16
729,0000	168,41
729,1000	117,35
729,2000	112,15
729,3000	164,43
729,4000	123,94
729,5000	107,94
729,6000	159,89
729,7000	130,97
729,8000	99,41
729,9000	154,35
730,0000	157,70
730,1000	99,27
730,2000	127,84
730,3000	162,60
730,4000	108,03
730,5000	121,60
730,6000	169,16
730,7000	112,90
730,8000	104,26
730,9000	167,22
731,0000	138,94
731,1000	101,76
731,2000	147,28
731,3000	146,35
731,4000	100,19
731,5000	140,48
731,6000	152,85
731,7000	102,02
731,8000	133,51
731,9000	168,94
732,0000	104,88
732,1000	110,92
732,2000	169,75
732,3000	125,64
732,4000	106,94
732,5000	158,34
732,6000	132,95
732,7000	99,23
732,8000	152,60
732,9000	159,09
733,0000	99,33
733,1000	126,07
733,2000	163,86
733,3000	109,27
733,4000	120,03
733,5000	168,72
733,6000	114,48
733,7000	114,68
733,8000	166,28
733,9000	120,53
734,0000	101,16
734,1000	162,49
734,2000	147,99
734,3000	99,85
734,4000	138,68
734,5000	154,71
734,6000	102,80
734,7000	131,77
734,8000	169,36
734,9000	105,85
735,0000	109,80
735,1000	169,65
735,2000	127,81
735,3000	106,03
735,4000	156,91
735,5000	135,18
735,6000	102,94
735,7000	150,71
735,8000	142,63
735,9000	99,63
736,0000	143,89
736,1000	165,12
736,2000	100,97
736,3000	118,44
736,4000	168,03
736,5000	116,35
736,6000	113,14
736,7000	165,37
736,8000	122,46
736,9000	100,61
737,0000	160,99
737,1000	150,05
737,2000	99,54
737,3000	136,38
737,4000	156,49
737,5000	103,65
737,6000	129,39
737,7000	161,75
737,8000	107,20
737,9000	122,84
738,0000	169,31
738,1000	111,99
738,2000	104,78
738,3000	167,69
738,4000	137,58
738,5000	102,14
738,6000	148,65
738,7000	144,76
738,8000	99,95
738,9000	141,73
739,0000	166,17
739,1000	101,59
739,2000	116,59
739,3000	168,57
739,4000	118,16
739,5000	111,60
739,6000	163,92
739,7000	124,88
739,8000	107,40
739,9000	159,15
740,0000	132,32
740,1000	99,28
740,2000	153,36
740,3000	158,52
740,4000	99,32
740,5000	126,62
740,6000	163,55
740,7000	108,95
740,8000	120,43
740,9000	168,87
741,0000	114,24
741,1000	103,61
741,2000	166,52
741,3000	140,53
741,4000	101,22
741,5000	145,62
741,6000	147,90
741,7000	100,57
741,8000	138,54
741,9000	154,52
742,0000	102,69
742,1000	131,56
742,2000	169,31
742,3000	105,87
742,4000	109,71
742,5000	169,60
742,6000	127,69
742,7000	105,90
742,8000	156,64
742,9000	135,47
743,0000	99,22
743,1000	150,48
743,2000	160,82
743,3000	99,65
743,4000	123,84
743,5000	165,37
743,6000	111,06
743,7000	117,99
743,8000	167,97
743,9000	116,70
744,0000	112,80
744,1000	164,98
744,2000	123,24
744,3000	100,53
744,4000	160,41
744,5000	150,96
744,6000	99,42
744,7000	135,55
744,8000	157,26
744,9000	104,11
745,0000	128,46
745,1000	169,69
745,2000	107,66
745,3000	107,95
