Absolutdruck 1, Messreihe #1
Zeit ( s )	Absolutdruck 1 ( kPa )
301,6000	121,54
301,7000	169,05
301,8000	113,62
301,9000	103,64
302,0000	166,24
302,1000	141,72
302,2000	100,91
302,3000	143,82
302,4000	150,27
302,5000	101,14
302,6000	135,58
302,7000	168,74
302,8000	104,26
302,9000	111,24
303,0000	169,81
303,1000	125,97
303,2000	106,57
303,3000	157,61
303,4000	134,71
303,5000	102,73
303,6000	150,06
303,7000	143,85
303,8000	99,74
303,9000	141,89
304,0000	166,47
304,1000	101,80
304,2000	115,62
304,3000	169,25
304,4000	120,39
304,5000	109,55
304,6000	161,69
304,7000	128,79
304,8000	99,45
304,9000	154,99
305,0000	157,25
305,1000	99,21
305,2000	127,36
305,3000	163,74
305,4000	109,03
305,5000	119,80
305,6000	167,88
305,7000	115,58
305,8000	113,13
305,9000	165,00
306,0000	123,42
306,1000	100,31
306,2000	159,34
306,3000	153,04
306,4000	99,20
306,5000	132,40
306,6000	160,12
306,7000	105,94
306,8000	124,13
306,9000	169,60
307,0000	111,58
307,1000	104,71
307,2000	167,37
307,3000	138,84
307,4000	101,49
307,5000	146,18
307,6000	147,99
307,7000	99,71
307,8000	137,63
307,9000	156,22
308,0000	103,54
308,1000	128,65
308,2000	169,73
308,3000	107,98
308,4000	107,28
308,5000	168,88
308,6000	133,71
308,7000	103,14
308,8000	150,86
308,9000	142,92
309,0000	99,64
309,1000	142,46
309,2000	166,21
309,3000	101,64
309,4000	115,89
309,5000	169,17
309,6000	119,71
309,7000	109,98
309,8000	169,74
309,9000	128,24
310,0000	105,37
310,1000	155,39
310,2000	137,41
310,3000	99,17
310,4000	147,48
310,5000	163,44
310,6000	100,26
310,7000	119,97
310,8000	167,71
310,9000	115,30
311,0000	113,42
311,1000	165,18
311,2000	123,25
311,3000	100,29
311,4000	159,53
311,5000	152,43
311,6000	99,21
311,7000	132,78
311,8000	160,15
311,9000	99,51
312,0000	124,56
312,1000	165,49
312,2000	111,21
312,3000	117,18
312,4000	167,36
312,5000	118,37
312,6000	101,58
312,7000	162,96
312,8000	147,97
312,9000	99,69
313,0000	137,55
313,1000	156,19
313,2000	103,54
313,3000	128,83
313,4000	169,77
313,5000	108,08
313,6000	107,10
313,7000	168,93
313,8000	133,69
313,9000	103,22
314,0000	165,80
314,1000	142,68
314,2000	100,67
314,3000	142,73
314,4000	151,90
314,5000	101,70
314,6000	133,61
314,7000	169,14
314,8000	105,33
314,9000	110,04
315,0000	169,75
315,1000	128,22
315,2000	105,43
315,3000	155,75
315,4000	137,25
315,5000	99,24
315,6000	147,57
315,7000	163,43
315,8000	100,33
315,9000	120,11
316,0000	167,73
316,1000	102,97
316,2000	113,31
316,3000	169,74
316,4000	123,15
316,5000	107,96
316,6000	159,67
316,7000	131,94
316,8000	99,29
316,9000	152,37
317,0000	160,07
317,1000	99,53
317,2000	124,45
317,3000	165,60
317,4000	111,33
317,5000	117,03
317,6000	167,45
317,7000	118,51
317,8000	101,47
317,9000	162,71
318,0000	127,31
318,1000	99,70
318,2000	156,24
318,3000	156,35
318,4000	99,17
318,5000	128,63
318,6000	162,91
318,7000	108,18
318,8000	120,82
318,9000	168,96
319,0000	114,40
319,1000	103,26
319,2000	165,70
319,3000	142,74
319,4000	100,57
319,5000	142,72
319,6000	151,33
319,7000	101,51
319,8000	133,94
319,9000	169,09
320,0000	105,09
320,1000	110,16
320,2000	169,67
320,3000	109,95
320,4000	105,65
320,5000	168,00
320,6000	136,68
320,7000	102,28
320,8000	148,68
320,9000	145,46
321,0000	100,08
321,1000	140,03
321,2000	167,25
321,3000	102,41
321,4000	114,39
321,5000	169,54
321,6000	121,65
321,7000	108,74
321,8000	160,58
321,9000	130,28
322,0000	99,34
322,1000	153,96
322,2000	139,26
322,3000	99,31
322,4000	146,47
322,5000	164,22
322,6000	100,52
322,7000	119,13
322,8000	168,06
322,9000	116,10
323,0000	112,77
323,1000	164,66
323,2000	124,06
323,3000	100,06
323,4000	158,76
323,5000	153,23
323,6000	99,15
323,7000	132,12
323,8000	160,16
323,9000	105,87
324,0000	124,17
324,1000	169,46
324,2000	111,52
324,3000	117,13
324,4000	167,61
324,5000	118,11
324,6000	101,79
324,7000	163,28
324,8000	147,47
324,9000	99,74
325,0000	138,57
325,1000	155,18
325,2000	103,04
325,3000	130,03
325,4000	169,66
325,5000	107,38
325,6000	107,90
325,7000	169,22
325,8000	132,24
325,9000	103,82
326,0000	152,55
326,1000	141,01
326,2000	99,45
326,3000	144,25
326,4000	149,87
326,5000	101,10
326,6000	135,76
326,7000	168,71
326,8000	104,36
326,9000	111,17
327,0000	169,75
327,1000	126,25
327,2000	106,25
327,3000	157,04
327,4000	135,49
327,5000	99,12
327,6000	149,22
327,7000	162,17
327,8000	99,89
327,9000	121,38
328,0000	166,92
328,1000	113,70
328,2000	114,36
328,3000	165,84
328,4000	121,56
328,5000	100,63
328,6000	160,70
328,7000	130,01
328,8000	99,31
328,9000	153,86
329,0000	158,30
329,1000	99,35
329,2000	126,12
329,3000	164,22
329,4000	109,68
329,5000	118,73
329,6000	168,15
329,7000	116,25
329,8000	102,37
329,9000	164,40
330,0000	145,08
330,1000	100,17
330,2000	140,42
330,3000	153,25
330,4000	102,14
330,5000	132,16
330,6000	169,36
330,7000	105,88
330,8000	124,13
330,9000	169,56
331,0000	111,38
331,1000	104,70
331,2000	167,34
331,3000	138,41
331,4000	101,56
331,5000	146,61
331,6000	147,22
331,7000	100,37
331,8000	138,58
331,9000	167,78
332,0000	102,95
332,1000	113,43
332,2000	169,66
332,3000	122,97
332,4000	108,10
332,5000	159,82
332,6000	131,50
332,7000	99,27
332,8000	152,89
332,9000	140,35
333,0000	99,42
333,1000	145,12
333,2000	164,89
333,3000	100,81
333,4000	118,30
333,5000	168,36
333,6000	116,93
333,7000	111,98
333,8000	163,96
333,9000	124,86
334,0000	100,04
334,1000	158,29
334,2000	154,03
334,3000	99,10
334,4000	131,46
334,5000	160,74
334,6000	106,33
334,7000	123,64
334,8000	169,43
334,9000	111,75
335,0000	116,81
335,1000	167,34
335,2000	118,64
335,3000	101,57
335,4000	162,91
335,5000	147,76
335,6000	99,71
335,7000	138,09
335,8000	155,64
335,9000	103,19
336,0000	129,67
336,1000	169,69
336,2000	107,54
336,3000	107,74
336,4000	169,09
336,5000	132,39
336,6000	103,71
336,7000	152,35
336,8000	141,25
336,9000	99,48
337,0000	144,24
337,1000	150,03
337,2000	101,12
337,3000	135,69
337,4000	168,57
337,5000	104,34
337,6000	111,13
337,7000	169,70
337,8000	126,30
337,9000	106,29
338,0000	157,01
338,1000	135,42
338,2000	99,19
338,3000	149,56
338,4000	162,04
338,5000	99,90
338,6000	121,92
338,7000	166,82
338,8000	113,39
338,9000	114,89
339,0000	166,14
339,1000	120,91
339,2000	109,11
339,3000	161,13
339,4000	129,25
339,5000	99,39
339,6000	154,29
339,7000	157,85
339,8000	99,26
339,9000	126,78
340,0000	163,90
340,1000	109,20
340,2000	119,40
340,3000	168,30
340,4000	115,86
340,5000	102,50
340,6000	164,69
340,7000	144,57
340,8000	100,23
340,9000	140,82
341,0000	152,97
341,1000	102,07
341,2000	132,46
341,3000	160,20
341,4000	105,94
341,5000	124,07
341,6000	169,50
341,7000	111,25
341,8000	104,86
341,9000	167,39
342,0000	138,46
342,1000	101,61
342,2000	146,48
342,3000	147,78
342,4000	100,57
342,5000	137,77
342,6000	168,07
342,7000	103,33
342,8000	112,77
342,9000	169,63
343,0000	123,79
343,1000	107,63
343,2000	169,09
343,3000	133,14
343,4000	103,45
343,5000	151,63
343,6000	141,80
343,7000	99,49
343,8000	143,61
343,9000	165,52
344,0000	101,20
344,1000	116,99
344,2000	168,75
344,3000	118,35
344,4000	111,12
344,5000	163,25
344,6000	126,35
344,7000	99,78
344,8000	157,11
344,9000	155,18
345,0000	99,19
345,1000	130,25
345,2000	161,81
345,3000	99,77
345,4000	122,51
345,5000	166,44
345,6000	112,80
345,7000	115,63
345,8000	166,66
345,9000	119,92
346,0000	101,13
346,1000	161,85
346,2000	149,28
346,3000	99,46
346,4000	136,29
346,5000	157,08
346,6000	104,00
346,7000	127,86
346,8000	169,77
346,9000	108,72
347,0000	106,63
347,1000	168,51
347,2000	134,79
347,3000	102,69
347,4000	164,92
347,5000	144,26
347,6000	100,30
347,7000	141,30
347,8000	152,55
347,9000	101,97
348,0000	132,77
348,1000	169,33
348,2000	105,83
348,3000	109,38
348,4000	169,58
348,5000	129,37
348,6000	104,81
348,7000	154,38
348,8000	138,60
348,9000	99,22
349,0000	146,50
349,1000	163,85
349,2000	100,52
349,3000	119,15
349,4000	168,09
349,5000	103,42
349,6000	112,48
349,7000	169,76
349,8000	124,25
349,9000	107,27
350,0000	158,59
350,1000	133,06
350,2000	99,21
350,3000	151,59
350,4000	160,41
350,5000	99,59
350,6000	123,78
350,7000	165,84
350,8000	111,71
350,9000	116,55
351,0000	167,13
351,1000	118,83
351,2000	101,44
351,3000	162,65
351,4000	147,99
351,5000	99,65
351,6000	156,36
351,7000	155,75
351,8000	99,10
351,9000	129,39
352,0000	162,22
352,1000	107,54
352,2000	121,57
352,3000	169,04
352,4000	113,59
352,5000	103,57
352,6000	166,14
352,7000	141,54
352,8000	100,88
352,9000	143,81
353,0000	150,34
353,1000	101,17
353,2000	135,59
353,3000	168,66
353,4000	104,26
353,5000	111,35
353,6000	169,75
353,7000	108,95
353,8000	106,55
353,9000	168,58
354,0000	135,02
354,1000	102,71
354,2000	149,93
354,3000	143,79
354,4000	99,78
354,5000	141,79
354,6000	166,45
354,7000	101,72
354,8000	115,85
354,9000	169,15
355,0000	119,69
355,1000	110,16
355,2000	162,19
355,3000	128,09
355,4000	99,55
355,5000	155,92
355,6000	136,61
355,7000	99,16
355,8000	148,33
355,9000	162,65
356,0000	100,09
356,1000	121,05
356,2000	167,14
356,3000	114,02
356,4000	114,31
356,5000	165,74
356,6000	121,77
356,7000	100,68
356,8000	160,70
356,9000	150,98
357,0000	99,34
357,1000	134,64
357,2000	158,31
357,3000	104,73
357,4000	126,31
357,5000	169,71
357,6000	109,61
357,7000	119,08
357,8000	168,26
357,9000	116,01
358,0000	102,57
358,1000	164,78
358,2000	145,01
358,3000	100,23
358,4000	140,69
358,5000	153,41
358,6000	102,31
358,7000	131,86
358,8000	169,49
358,9000	106,33
359,0000	108,68
359,1000	169,37
359,2000	130,13
359,3000	104,43
359,4000	153,51
359,5000	139,71
359,6000	99,34
359,7000	145,53
359,8000	148,63
359,9000	100,71
360,0000	136,90
360,1000	168,36
360,2000	103,79
360,3000	112,06
360,4000	169,78
360,5000	125,06
360,6000	106,83
360,7000	157,85
360,8000	134,22
360,9000	99,19
361,0000	150,54
361,1000	161,31
361,2000	99,71
361,3000	122,93
361,4000	166,30
361,5000	112,44
361,6000	115,87
361,7000	166,72
361,8000	119,71
361,9000	110,00
362,0000	162,14
362,1000	128,02
362,2000	99,60
362,3000	155,54
362,4000	156,91
362,5000	99,21
362,6000	127,86
362,7000	163,38
362,8000	108,66
362,9000	120,27
363,0000	168,67
363,1000	115,00
363,2000	102,95
363,3000	165,29
363,4000	143,37
363,5000	100,53
363,6000	142,22
363,7000	152,17
363,8000	101,80
363,9000	133,42
364,0000	159,37
364,1000	105,45
364,2000	125,29
364,3000	169,67
364,4000	110,72
364,5000	105,34
364,6000	167,81
364,7000	137,59
364,8000	101,98
364,9000	147,63
365,0000	146,67
365,1000	100,27
365,2000	138,97
365,3000	167,47
365,4000	102,77
365,5000	113,61
365,6000	169,51
365,7000	122,72
365,8000	108,17
365,9000	159,74
366,0000	131,57
366,1000	103,96
366,2000	152,83
366,3000	140,73
366,4000	99,39
366,5000	144,66
366,6000	165,09
366,7000	100,97
366,8000	117,83
366,9000	168,62
367,0000	117,96
367,1000	111,31
367,2000	163,60
367,3000	125,71
367,4000	99,95
367,5000	157,25
367,6000	155,31
367,7000	99,17
367,8000	130,15
367,9000	161,81
368,0000	99,82
368,1000	122,23
368,2000	166,62
368,3000	113,17
368,4000	115,37
368,5000	166,40
368,6000	120,88
368,7000	100,98
368,8000	161,60
368,9000	150,07
369,0000	99,46
369,1000	135,66
369,2000	157,55
369,3000	104,33
369,4000	127,12
369,5000	169,79
369,6000	109,20
369,7000	106,31
369,8000	168,45
369,9000	135,03
370,0000	102,61
370,1000	149,66
370,2000	144,34
370,3000	100,29
370,4000	141,33
370,5000	152,40
370,6000	101,95
370,7000	132,90
370,8000	169,17
370,9000	105,56
371,0000	109,66
371,1000	169,64
371,2000	128,74
371,3000	105,16
371,4000	155,18
371,5000	137,66
371,6000	99,21
371,7000	147,46
371,8000	163,39
371,9000	100,31
372,0000	120,20
372,1000	167,64
372,2000	102,85
372,3000	113,69
372,4000	169,66
372,5000	122,70
372,6000	108,19
372,7000	159,98
372,8000	131,15
372,9000	99,31
373,0000	153,34
373,1000	158,82
373,2000	99,33
373,3000	126,07
373,4000	164,50
373,5000	109,91
373,6000	118,75
373,7000	168,15
373,8000	116,46
373,9000	102,43
374,0000	164,59
374,1000	144,93
374,2000	100,22
374,3000	158,92
374,4000	153,09
374,5000	99,20
374,6000	132,66
374,7000	159,81
374,8000	105,69
374,9000	124,90
375,0000	169,64
375,1000	110,92
375,2000	105,08
375,3000	167,62
375,4000	137,68
375,5000	101,85
375,6000	147,60
375,7000	146,39
375,8000	100,27
375,9000	139,25
376,0000	167,65
376,1000	102,80
376,2000	113,88
376,3000	169,63
376,4000	106,84
376,5000	108,40
376,6000	169,31
376,7000	131,59
376,8000	104,08
376,9000	153,24
377,0000	140,20
377,1000	99,38
377,2000	145,36
377,3000	164,61
377,4000	100,79
377,5000	118,39
377,6000	168,46
377,7000	117,06
377,8000	112,09
377,9000	164,23
378,0000	124,79
378,1000	100,10
378,2000	158,50
378,3000	153,66
378,4000	99,20
378,5000	151,34
378,6000	160,58
378,7000	99,65
378,8000	123,77
378,9000	165,72
379,0000	111,69
379,1000	116,71
379,2000	167,23
379,3000	118,86
379,4000	101,48
379,5000	162,86
379,6000	147,92
379,7000	99,69
379,8000	137,78
379,9000	155,65
380,0000	103,30
380,1000	129,42
380,2000	169,72
380,3000	107,58
380,4000	107,63
380,5000	169,03
380,6000	113,48
380,7000	103,60
380,8000	166,21
380,9000	141,42
381,0000	100,95
381,1000	143,99
381,2000	150,21
381,3000	101,21
381,4000	135,60
381,5000	168,82
381,6000	104,44
381,7000	111,22
381,8000	169,82
381,9000	126,11
382,0000	106,42
382,1000	157,32
382,2000	134,89
382,3000	99,18
382,4000	149,73
382,5000	161,90
382,6000	99,84
382,7000	141,66
382,8000	166,53
382,9000	101,86
383,0000	115,63
383,1000	169,29
383,2000	120,24
383,3000	109,68
383,4000	161,69
383,5000	128,54
383,6000	99,52
383,7000	155,57
383,8000	156,83
383,9000	99,16
384,0000	128,13
384,1000	163,14
384,2000	108,41
384,3000	120,71
384,4000	168,88
384,5000	114,53
384,6000	103,28
384,7000	165,60
384,8000	122,40
384,9000	100,59
385,0000	160,38
385,1000	151,33
385,2000	99,32
385,3000	134,42
385,4000	158,50
385,5000	104,86
385,6000	126,27
385,7000	169,72
385,8000	109,83
385,9000	105,84
386,0000	168,24
386,1000	136,15
386,2000	102,41
386,3000	149,09
386,4000	145,13
386,5000	100,06
386,6000	140,70
386,7000	167,07
386,8000	102,30
386,9000	132,01
387,0000	169,34
387,1000	106,10
387,2000	109,05
387,3000	169,55
387,4000	129,60
387,5000	104,79
387,6000	154,54
387,7000	138,82
387,8000	99,29
387,9000	146,56
388,0000	164,10
388,1000	100,59
388,2000	119,30
388,3000	167,98
388,4000	115,98
388,5000	112,87
388,6000	164,82
388,7000	123,58
388,8000	100,28
388,9000	159,12
389,0000	132,57
389,1000	99,21
389,2000	152,12
389,3000	159,75
389,4000	99,48
389,5000	124,65
389,6000	165,18
389,7000	110,91
389,8000	117,55
389,9000	167,69
390,0000	118,17
390,1000	101,75
390,2000	163,46
390,3000	146,84
390,4000	99,82
390,5000	138,56
390,6000	154,81
390,7000	102,90
390,8000	129,94
390,9000	169,54
391,0000	107,21
391,1000	122,31
391,2000	169,26
391,3000	112,95
391,4000	104,06
391,5000	166,67
391,6000	140,54
391,7000	101,13
391,8000	144,54
391,9000	149,47
392,0000	101,00
392,1000	136,29
392,2000	168,52
392,3000	104,03
392,4000	111,85
392,5000	169,86
392,6000	125,30
392,7000	106,89
392,8000	158,04
392,9000	133,70
393,0000	99,24
393,1000	150,87
393,2000	143,33
393,3000	99,74
393,4000	142,44
393,5000	166,04
393,6000	101,54
393,7000	116,27
393,8000	169,09
393,9000	119,33
394,0000	110,39
394,1000	162,50
394,2000	127,34
394,3000	99,67
394,4000	156,36
394,5000	155,98
394,6000	99,17
394,7000	129,24
394,8000	162,62
394,9000	107,92
395,0000	121,47
395,1000	169,10
395,2000	113,77
395,3000	114,82
395,4000	166,09
395,5000	121,22
395,6000	100,85
395,7000	160,96
395,8000	150,77
395,9000	99,44
396,0000	135,03
396,1000	158,18
396,2000	104,67
396,3000	126,72
396,4000	169,78
396,5000	109,73
396,6000	106,13
396,7000	168,39
396,8000	135,81
396,9000	102,60
397,0000	149,43
397,1000	144,73
397,2000	99,95
397,3000	141,04
397,4000	153,05
397,5000	102,14
397,6000	132,63
397,7000	169,33
397,8000	105,84
397,9000	109,58
398,0000	169,56
398,1000	129,14
398,2000	104,92
398,3000	154,92
398,4000	138,05
398,5000	99,21
398,6000	146,98
398,7000	163,62
398,8000	100,40
398,9000	119,76
399,0000	167,92
399,1000	115,70
399,2000	113,29
399,3000	165,24
399,4000	123,06
399,5000	108,07
399,6000	159,75
399,7000	131,66
399,8000	99,24
399,9000	152,78
400,0000	159,35
400,1000	99,43
400,2000	125,11
400,3000	164,98
400,4000	110,52
400,5000	117,82
400,6000	167,68
400,7000	117,54
400,8000	101,98
400,9000	163,74
401,0000	146,42
401,1000	99,97
401,2000	139,25
401,3000	154,62
401,4000	102,81
401,5000	130,75
401,6000	161,44
401,7000	106,94
401,8000	122,85
401,9000	169,33
402,0000	112,56
402,1000	104,20
402,2000	166,78
402,3000	140,11
402,4000	101,29
402,5000	145,30
402,6000	148,84
402,7000	100,74
402,8000	137,17
402,9000	168,21
403,0000	103,57
403,1000	112,50
403,2000	169,75
403,3000	124,06
403,4000	107,49
403,5000	158,91
403,6000	132,84
403,7000	103,70
403,8000	152,11
403,9000	141,84
404,0000	99,60
404,1000	143,76
404,2000	165,64
404,3000	101,23
404,4000	117,43
404,5000	168,61
404,6000	117,96
404,7000	111,25
404,8000	163,34
404,9000	126,02
405,0000	99,86
405,1000	157,23
405,2000	155,18
405,3000	99,21
405,4000	130,49
405,5000	161,69
405,6000	107,06
405,7000	122,80
405,8000	166,43
405,9000	112,73
406,0000	115,97
406,1000	166,80
406,2000	119,78
406,3000	101,27
406,4000	162,05
406,5000	149,08
406,6000	99,56
406,7000	136,76
406,8000	156,68
406,9000	103,83
407,0000	128,50
407,1000	169,72
407,2000	108,26
407,3000	107,17
407,4000	168,88
407,5000	133,35
407,6000	103,44
407,7000	151,57
407,8000	142,42
407,9000	100,68
408,0000	143,46
408,1000	150,82
408,2000	101,35
408,3000	134,99
408,4000	168,82
408,5000	104,70
408,6000	110,90
408,7000	169,80
408,8000	126,47
408,9000	106,28
409,0000	157,17
409,1000	135,20
409,2000	99,22
409,3000	149,94
409,4000	161,85
409,5000	99,84
409,6000	122,57
409,7000	166,33
409,8000	101,86
409,9000	115,75
410,0000	169,31
410,1000	120,13
410,2000	110,09
410,3000	162,26
410,4000	128,26
410,5000	99,60
410,6000	155,74
410,7000	156,59
410,8000	99,22
410,9000	128,44
411,0000	162,93
411,1000	108,29
411,2000	120,87
411,3000	168,86
411,4000	114,47
411,5000	103,19
411,6000	165,83
411,7000	142,27
411,8000	100,74
411,9000	160,76
412,0000	150,86
412,1000	99,39
412,2000	135,20
412,3000	157,97
412,4000	104,52
412,5000	127,22
412,6000	169,85
412,7000	109,06
412,8000	106,63
412,9000	168,77
413,0000	134,85
413,1000	102,95
413,2000	150,36
413,3000	143,49
413,4000	99,79
413,5000	142,32
413,6000	166,34
413,7000	101,79
413,8000	116,16
413,9000	169,14
414,0000	105,17
414,1000	110,40
414,2000	169,74
414,3000	127,54
414,4000	105,87
414,5000	156,36
414,6000	136,39
414,7000	99,23
414,8000	149,21
414,9000	162,40
415,0000	100,00
415,1000	122,13
415,2000	166,76
415,3000	113,13
415,4000	115,51
415,5000	166,63
415,6000	120,29
415,7000	101,18
415,8000	162,00
415,9000	149,22
416,0000	99,60
416,1000	155,94
416,2000	156,70
416,3000	99,26
416,4000	128,81
416,5000	162,74
416,6000	108,13
416,7000	121,39
416,8000	169,13
416,9000	113,85
417,0000	103,61
417,1000	166,39
417,2000	141,36
417,3000	101,07
417,4000	144,67
417,5000	149,42
417,6000	100,98
417,7000	136,79
417,8000	168,47
417,9000	103,90
418,0000	112,17
418,1000	169,76
418,2000	108,26
418,3000	107,22
418,4000	169,00
418,5000	133,09
418,6000	103,54
418,7000	151,96
418,8000	141,81
418,9000	99,58
419,0000	144,10
419,1000	165,37
419,2000	101,14
419,3000	117,80
419,4000	168,58
419,5000	117,66
419,6000	111,71
419,7000	163,89
419,8000	125,39
419,9000	100,07
420,0000	158,33
420,1000	133,81
420,2000	99,15
420,3000	151,04
420,4000	160,74
420,5000	99,63
420,6000	123,99
420,7000	165,73
420,8000	111,51
420,9000	117,31
421,0000	167,65
421,1000	118,15
421,2000	101,79
421,3000	163,54
421,4000	146,58
421,5000	99,91
421,6000	139,04
421,7000	154,53
421,8000	102,79
421,9000	130,96
422,0000	169,57
422,1000	106,57
422,2000	123,54
422,3000	169,59
422,4000	111,90
422,5000	104,77
422,6000	167,47
422,7000	139,23
422,8000	101,68
422,9000	146,75
423,0000	147,44
423,1000	100,45
423,2000	138,80
423,3000	167,71
423,4000	102,93
423,5000	113,86
423,6000	169,77
423,7000	122,60
423,8000	108,66
423,9000	160,57
424,0000	130,43
424,1000	99,42
424,2000	154,21
424,3000	139,08
424,4000	99,34
424,5000	146,91
424,6000	163,82
424,7000	100,45
424,8000	120,22
424,9000	167,81
425,0000	115,35
425,1000	113,69
425,2000	165,43
425,3000	122,82
425,4000	100,62
425,5000	160,37
425,6000	151,67
425,7000	99,40
425,8000	134,57
425,9000	158,66
426,0000	104,94
426,1000	126,70
426,2000	169,92
426,3000	109,51
426,4000	119,57
426,5000	168,55
426,6000	115,90
426,7000	102,72
426,8000	165,13
426,9000	144,36
427,0000	100,42
427,1000	141,78
427,2000	152,33
427,3000	101,87
427,4000	133,88
427,5000	169,21
427,6000	105,36
427,7000	110,29
427,8000	169,78
427,9000	127,74
428,0000	105,81
428,1000	156,19
428,2000	136,74
428,3000	99,25
428,4000	148,76
428,5000	145,45
428,6000	100,09
428,7000	140,87
428,8000	166,98
428,9000	102,24
429,0000	115,15
429,1000	169,48
429,2000	121,02
429,3000	109,42
429,4000	161,64
429,5000	129,07
429,6000	99,55
429,7000	155,15
429,8000	157,49
429,9000	99,28
430,0000	127,87
430,1000	163,49
430,2000	108,79
430,3000	120,24
430,4000	167,57
430,5000	114,89
430,6000	114,16
430,7000	165,84
430,8000	121,97
430,9000	100,68
431,0000	160,64
431,1000	151,05
431,2000	99,45
431,3000	134,87
431,4000	157,96
431,5000	104,56
431,6000	126,98
431,7000	169,77
431,8000	109,20
431,9000	106,57
432,0000	168,72
432,1000	134,77
432,2000	103,08
432,3000	150,56
432,4000	143,54
432,5000	100,58
432,6000	142,55
432,7000	151,56
432,8000	101,64
432,9000	134,15
433,0000	169,15
433,1000	105,07
433,2000	110,53
433,3000	169,78
433,4000	127,37
433,5000	106,08
433,6000	156,85
433,7000	135,80
433,8000	99,26
433,9000	149,69
434,0000	162,06
434,1000	99,92
434,2000	122,50
434,3000	166,46
434,4000	112,67
434,5000	115,97
434,6000	169,24
434,7000	119,89
434,8000	110,27
434,9000	162,43
435,0000	127,71
435,1000	99,74
435,2000	156,67
435,3000	155,93
435,4000	99,18
435,5000	129,92
435,6000	161,95
435,7000	107,33
435,8000	122,51
435,9000	169,37
436,0000	112,85
436,1000	104,17
436,2000	166,85
436,3000	140,14
436,4000	101,26
436,5000	145,71
436,6000	148,42
436,7000	99,76
436,8000	137,65
436,9000	156,11
437,0000	103,46
437,1000	129,54
437,2000	169,79
437,3000	107,71
437,4000	107,76
437,5000	169,26
437,6000	132,07
437,7000	103,97
437,8000	152,86
437,9000	140,68
438,0000	99,50
438,1000	145,27
438,2000	164,86
438,3000	100,84
438,4000	118,55
438,5000	168,16
438,6000	116,63
438,7000	112,52
438,8000	169,82
438,9000	124,18
439,0000	107,72
439,1000	159,32
439,2000	132,58
439,3000	99,30
439,4000	152,66
439,5000	159,71
439,6000	99,51
439,7000	125,21
439,8000	165,03
439,9000	110,61
440,0000	118,42
440,1000	168,24
440,2000	117,14
440,3000	102,23
440,4000	164,17
440,5000	145,86
440,6000	100,10
440,7000	140,12
440,8000	153,96
440,9000	99,24
441,0000	131,89
441,1000	160,33
441,2000	106,06
441,3000	124,33
441,4000	169,65
441,5000	111,17
441,6000	105,03
441,7000	167,68
441,8000	137,81
441,9000	101,96
442,0000	147,79
442,1000	146,23
442,2000	100,21
442,3000	139,92
442,4000	167,32
442,5000	102,53
442,6000	114,45
442,7000	169,52
442,8000	106,13
442,9000	109,39
443,0000	169,65
443,1000	129,44
443,2000	105,07
443,3000	155,16
443,4000	137,85
443,5000	99,29
443,6000	147,71
443,7000	163,28
443,8000	100,28
443,9000	120,76
444,0000	167,40
444,1000	114,43
444,2000	114,32
444,3000	165,92
444,4000	121,54
444,5000	100,86
444,6000	161,11
444,7000	150,50
444,8000	99,52
444,9000	154,92
445,0000	157,69
445,1000	99,30
445,2000	127,63
445,3000	163,61
445,4000	108,88
445,5000	120,47
445,6000	168,76
445,7000	114,88
445,8000	103,09
445,9000	165,67
446,0000	142,92
446,1000	100,64
446,2000	142,95
446,3000	151,15
446,4000	101,46
446,5000	135,04
446,6000	168,96
446,7000	104,74
446,8000	110,99
446,9000	169,80
447,0000	109,34
447,1000	106,33
447,2000	168,45
447,3000	134,78
447,4000	102,83
447,5000	150,16
447,6000	143,76
447,7000	99,84
447,8000	142,12
447,9000	166,31
448,0000	101,77
448,1000	116,21
448,2000	169,19
448,3000	119,70
448,4000	110,48
448,5000	162,66
448,6000	127,72
448,7000	99,67
448,8000	156,48
448,9000	136,00
449,0000	99,23
449,1000	149,29
449,2000	162,19
449,3000	99,96
449,4000	122,03
449,5000	166,72
449,6000	113,22
449,7000	115,49
449,8000	166,77
449,9000	120,23
450,0000	101,19
450,1000	162,30
450,2000	149,09
450,3000	99,64
450,4000	137,14
450,5000	156,49
450,6000	103,76
450,7000	128,77
450,8000	169,82
450,9000	108,12
451,0000	107,36
451,1000	169,06
451,2000	113,82
451,3000	103,64
451,4000	166,22
451,5000	141,80
451,6000	100,97
451,7000	144,12
451,8000	150,02
451,9000	101,11
452,0000	136,13
452,1000	168,67
452,2000	104,19
452,3000	111,78
452,4000	169,91
452,5000	125,55
452,6000	107,01
452,7000	158,26
452,8000	133,71
452,9000	99,24
453,0000	151,24
453,1000	142,40
453,2000	99,64
453,3000	143,48
453,4000	165,69
453,5000	101,27
453,6000	117,36
453,7000	168,67
453,8000	117,90
453,9000	111,54
454,0000	163,57
454,1000	125,84
454,2000	100,02
454,3000	158,01
454,4000	154,11
454,5000	99,23
454,6000	131,55
454,7000	160,87
454,8000	106,40
454,9000	123,79
455,0000	169,48
455,1000	111,64
455,2000	117,21
455,3000	167,49
455,4000	118,44
455,5000	101,75
455,6000	163,50
455,7000	146,70
455,8000	100,02
455,9000	139,31
456,0000	154,60
456,1000	102,77
456,2000	131,10
456,3000	169,50
456,4000	106,67
456,5000	108,82
