Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
296,4000	27,4
296,6000	27,5
296,8000	27,6
297,0000	27,6
297,2000	27,7
297,4000	27,7
297,6000	27,8
297,8000	27,8
298,0000	27,9
298,2000	27,9
298,4000	28,0
298,6000	28,1
298,8000	28,1
299,0000	28,2
299,2000	28,2
299,4000	28,3
299,6000	28,3
299,8000	28,4
300,0000	28,5
300,2000	28,5
300,4000	28,6
300,6000	28,6
300,8000	28,7
301,0000	28,7
301,2000	28,8
301,4000	28,8
301,6000	28,9
301,8000	29,0
302,0000	29,0
302,2000	29,1
302,4000	29,1
302,6000	29,2
302,8000	29,2
303,0000	29,3
303,2000	29,3
303,4000	29,4
303,6000	29,5
303,8000	29,5
304,0000	29,6
304,2000	29,6
304,4000	29,7
304,6000	29,7
304,8000	29,8
305,0000	29,9
305,2000	29,9
305,4000	30,0
305,6000	30,0
305,8000	30,1
306,0000	30,1
306,2000	30,2
306,4000	30,2
306,6000	30,3
306,8000	30,4
307,0000	30,4
307,2000	30,5
307,4000	30,5
307,6000	30,6
307,8000	30,6
308,0000	30,7
308,2000	30,7
308,4000	30,8
308,6000	30,9
308,8000	30,9
309,0000	31,0
309,2000	31,0
309,4000	31,1
309,6000	31,1
309,8000	31,2
310,0000	31,3
310,2000	31,3
310,4000	31,4
310,6000	31,4
310,8000	31,5
311,0000	31,5
311,2000	31,6
311,4000	31,6
311,6000	31,7
311,8000	31,8
312,0000	31,8
312,2000	31,9
312,4000	31,9
312,6000	32,0
312,8000	32,0
313,0000	32,1
313,2000	32,1
313,4000	32,2
313,6000	32,3
313,8000	32,3
314,0000	32,4
314,2000	32,4
314,4000	32,5
314,6000	32,5
314,8000	32,6
315,0000	32,6
315,2000	32,7
315,4000	32,8
315,6000	32,8
315,8000	32,9
316,0000	32,9
316,2000	33,0
316,4000	33,0
316,6000	33,1
316,8000	33,1
317,0000	33,2
317,2000	33,3
317,4000	33,3
317,6000	33,4
317,8000	33,4
318,0000	33,5
318,2000	33,5
318,4000	33,6
318,6000	33,6
318,8000	33,7
319,0000	33,7
319,2000	33,8
319,4000	33,9
319,6000	33,9
319,8000	34,0
320,0000	34,0
320,2000	34,1
320,4000	34,1
320,6000	34,2
320,8000	34,2
321,0000	34,3
321,2000	34,4
321,4000	34,4
321,6000	34,5
321,8000	34,5
322,0000	34,6
322,2000	34,6
322,4000	34,7
322,6000	34,7
322,8000	34,8
323,0000	34,9
323,2000	34,9
323,4000	35,0
323,6000	35,0
323,8000	35,1
324,0000	35,1
324,2000	35,2
324,4000	35,2
324,6000	35,3
324,8000	35,3
325,0000	35,4
325,2000	35,5
325,4000	35,5
325,6000	35,6
325,8000	35,6
326,0000	35,7
326,2000	35,7
326,4000	35,8
326,6000	35,8
326,8000	35,9
327,0000	35,9
327,2000	36,0
327,4000	36,1
327,6000	36,1
327,8000	36,2
328,0000	36,2
328,2000	36,3
328,4000	36,3
328,6000	36,4
328,8000	36,4
329,0000	36,5
329,2000	36,5
329,4000	36,6
329,6000	36,6
329,8000	36,7
330,0000	36,8
330,2000	36,8
330,4000	36,9
330,6000	36,9
330,8000	37,0
331,0000	37,0
331,2000	37,1
331,4000	37,1
331,6000	37,2
331,8000	37,2
332,0000	37,3
332,2000	37,3
332,4000	37,4
332,6000	37,4
332,8000	37,5
333,0000	37,5
333,2000	37,6
333,4000	37,6
333,6000	37,7
333,8000	37,8
334,0000	37,8
334,2000	37,9
334,4000	37,9
334,6000	38,0
334,8000	38,0
335,0000	38,1
335,2000	38,1
335,4000	38,2
335,6000	38,2
335,8000	38,3
336,0000	38,3
336,2000	38,4
336,4000	38,4
336,6000	38,5
336,8000	38,5
337,0000	38,6
337,2000	38,6
337,4000	38,7
337,6000	38,7
337,8000	38,8
338,0000	38,8
338,2000	38,9
338,4000	38,9
338,6000	39,0
338,8000	39,0
339,0000	39,1
339,2000	39,1
339,4000	39,2
339,6000	39,2
339,8000	39,3
340,0000	39,3
340,2000	39,4
340,4000	39,4
340,6000	39,5
340,8000	39,5
341,0000	39,6
341,2000	39,6
341,4000	39,7
341,6000	39,7
341,8000	39,8
342,0000	39,8
342,2000	39,9
342,4000	39,9
342,6000	40,0
342,8000	40,0
343,0000	40,1
343,2000	40,1
343,4000	40,2
343,6000	40,2
343,8000	40,3
344,0000	40,3
344,2000	40,4
344,4000	40,4
344,6000	40,5
344,8000	40,5
345,0000	40,5
345,2000	40,6
345,4000	40,6
345,6000	40,7
345,8000	40,7
346,0000	40,8
346,2000	40,8
346,4000	40,9
346,6000	40,9
346,8000	41,0
347,0000	41,0
347,2000	41,1
347,4000	41,1
347,6000	41,2
347,8000	41,2
348,0000	41,3
348,2000	41,3
348,4000	41,4
348,6000	41,4
348,8000	41,5
349,0000	41,5
349,2000	41,6
349,4000	41,6
349,6000	41,6
349,8000	41,7
350,0000	41,7
350,2000	41,8
350,4000	41,8
350,6000	41,9
350,8000	41,9
351,0000	42,0
351,2000	42,0
351,4000	42,1
351,6000	42,1
351,8000	42,2
352,0000	42,2
352,2000	42,3
352,4000	42,3
352,6000	42,4
352,8000	42,4
353,0000	42,4
353,2000	42,5
353,4000	42,5
353,6000	42,6
353,8000	42,6
354,0000	42,7
354,2000	42,7
354,4000	42,8
354,6000	42,8
354,8000	42,9
355,0000	42,9
355,2000	43,0
355,4000	43,0
355,6000	43,1
355,8000	43,1
356,0000	43,1
356,2000	43,2
356,4000	43,2
356,6000	43,3
356,8000	43,3
357,0000	43,4
357,2000	43,4
357,4000	43,5
357,6000	43,5
357,8000	43,6
358,0000	43,6
358,2000	43,6
358,4000	43,7
358,6000	43,7
358,8000	43,8
359,0000	43,8
359,2000	43,9
359,4000	43,9
359,6000	44,0
359,8000	44,0
360,0000	44,0
360,2000	44,1
360,4000	44,1
360,6000	44,2
360,8000	44,2
361,0000	44,3
361,2000	44,3
361,4000	44,3
361,6000	44,4
361,8000	44,4
362,0000	44,5
362,2000	44,5
362,4000	44,6
362,6000	44,6
362,8000	44,7
363,0000	44,7
363,2000	44,7
363,4000	44,8
363,6000	44,8
363,8000	44,9
364,0000	44,9
364,2000	45,0
364,4000	45,0
364,6000	45,1
364,8000	45,1
365,0000	45,1
365,2000	45,2
365,4000	45,2
365,6000	45,3
365,8000	45,3
366,0000	45,4
366,2000	45,4
366,4000	45,4
366,6000	45,5
366,8000	45,5
367,0000	45,6
367,2000	45,6
367,4000	45,6
367,6000	45,7
367,8000	45,7
368,0000	45,8
368,2000	45,8
368,4000	45,9
368,6000	45,9
368,8000	45,9
369,0000	46,0
369,2000	46,0
369,4000	46,1
369,6000	46,1
369,8000	46,2
370,0000	46,2
370,2000	46,2
370,4000	46,3
370,6000	46,3
370,8000	46,4
371,0000	46,4
371,2000	46,4
371,4000	46,5
371,6000	46,5
371,8000	46,6
372,0000	46,6
372,2000	46,6
372,4000	46,7
372,6000	46,7
372,8000	46,8
373,0000	46,8
373,2000	46,8
373,4000	46,9
373,6000	46,9
373,8000	47,0
374,0000	47,0
374,2000	47,1
374,4000	47,1
374,6000	47,1
374,8000	47,2
375,0000	47,2
375,2000	47,3
375,4000	47,3
375,6000	47,3
375,8000	47,4
376,0000	47,4
376,2000	47,5
376,4000	47,5
376,6000	47,5
376,8000	47,6
377,0000	47,6
377,2000	47,7
377,4000	47,7
377,6000	47,7
377,8000	47,8
