0.003	0       0.0002
0.024	0       0.0002
0.174	0       0.0002
0.248	0.0001  0.0002
0.274	0.0003  0.0002
0.315	0.0009  0.0002
0.347	0.0023  0.0002
0.388	0.0082  0.0002
0.419	0.0206  0.0002
0.458	0.0673  0.0002
0.489	0.1613  0.0002
0.519	0.355   0.050
0.573	1.52    0.050
0.599	2.99    0.050
0.628	6.31    0.050
0.66	14.34   0.050
0.7	    41      0.050
0.713	56.9    0.050
