86.5	6.9283018868					
83.5	6.8718309859					
79.5	6.7881118881					
75.0	6.7055555556					
69.6	6.624137931					
65.6	6.4909090909					
60.0	6.4124153499					
55.2	6.3093959732					
50.0	6.2082039911					
45.0	6.0597374179					
40.0	5.9629067245					
35.5	5.7974358974					
30.0	5.7050847458					
25.0	5.5918238994					
