0		3.0614517716
0.5		3.0411772565
1		3.0006282264
1.5		2.8789811362
2		3.1628243468
2.5		2.6154124406
3		2.4329418052
3.5		2.2301966548
4		2.0274515044
4.5		18.4498086896
5		1.6827847486
6		1.3583925079
7		1.0948238124
8		0.8718041469
9		0.7096080265
10		0.5676864212
12		0.3852157858
14		0.2635686956
16		0.1824706354
	
-1		2.8992556512
-2		2.6559614707
