3.5	14	0.05	0.055
3.5	7	0.205	0.45
3.5	3.5	0.585	0.245
3.5	0	0.6	0.03
3.5	-3.5	0.585	-0.24
3.5	-7	0.225	-0.455
3.5	-14	0.055	-0.055
6.5	14	0.03	0.06
6.5	7	0.14	0.19
6.5	3.5	0.285	0.135
6.5	0	0.335	0.03
6.5	-3.5	0.29	-0.125
6.5	-7	0.15	-0.18
6.5	-14	0.03	-0.065
9.5	14	0.03	0.05
9.5	7	0.095	0.095
9.5	3.5	0.16	0.075
9.5	0	0.185	0.03
9.5	-3.5	0.065	-0.065
9.5	-7	0.1	-0.095
9.5	-14	0.03	-0.05
